Song,Film,YearMusic Director,Lyricist,Singers
"सारे शहर में हंगामा है हंगामा
दिलों में घर में हंगामा है हंगामा
है मेरा हंगामा हंगामा है मेरा

झणक झणक झणक झणक बाजे ये तेरी पायलिया
झणक झणक झणक झणक बाजे

मेरा अंग अंग मेरा रंग रंग सोने से भी सोणा
जो देख ले मुझे वो कहे तुझे पा के ना खोना
होंठों की आग कस्तूरी प्यास साँसों को महकाए
मेरा ख्याल उलझा सवाल रातों को बहकाए
झणक झणक ...

महबूब मेरा मेरे बदन को आँखों से पिघलाए
है उसका रूप गरमी की धूप हो छू ले जल जाए
उसका नहीं है कोई जवाब उसका न कोई सानी
दिल ने मेरे तो चाहा उसी को दे दी उसको जवानी
झणक झणक ...

 ",Farz,2000,Aadesh Srivastava,Sameer,"Sunidhi Chauhan, Richa Sharma,..."
"सारे शिकवे गिले भुला के कहो जो भी कहना है मुस्करा के कहो

दिल ना तोड़ेंगे कसम खा के कहो मुझको अपने गले लगा के कहो
सारे शिकवे गिले ...

मेरी कसमों का वस्ता दे के ऐसे न जाओ खफ़ा हो के
आओ मेरे करीब आ के कहो
जो भी कहना है ...

हर कदम मेरे साथ आओगे वादा करके न भूल जाओगे
अपनी साँसों में तुम बसा के कहो
मुझको अपने गले ...

दम भर साथ हम निभाएंगे एक पल भी ना दूर जाएंगे
अब कभी तुमसे हम ना रूठेंगे फिर ये सपने कभी न टूटेंगे
तुम नज़र से नज़र मिला के कहो
दिल ना तोड़ेंगे ...

 ",Aazaad Desh Ke Ghulaam,1990,Laxmikant-Pyarelal,Sameer,"Anuradha Paudwal, Mohammed Aziz"
"( सारे ज़माने पे मौसम सुहाने पे
इस दिल दीवाने पे वीरानी सी थी छाई
आप आए बहार आई ) -2

आपका ही था सबको इंतज़ार -2
आपके लिए सब थे बेक़रार
हवाएँ घटाएँ फ़िज़ाएँ
बाग़ों में फूलों ने ली झूम के अंगड़ाई
आप आए बहार ...

आपने किया आ के एहसान -2
था ये वीराना अब है गुलिस्तान
पुकारें नज़ारे ये सारे
गुलशन की गलियों से कलियों से सुनिए आवाज़ ये आई
आप आए बहार ...

लीजिए ना बस अब जाने का नाम -2
रूठ जाएँगे जलवे ये तमाम
ये बस्ती ये मस्ती ये हस्ती
ऐसा ना हो जाए बन जाए ये महफ़िल फिर तन्हाई
आप आए बहार ...

 ",Aap Aaye Bahaar Aayee,1971,Laxmikant-Pyarelal,Anand Bakshi,Rafi
"सारी दुनिया का बोझ हम उठाते हैं
उठते हैं, बोझ उठते हैं, सारी दुनिया ...
लोग आते हैं लोग जाते हैं
हम यहाँ पे खड़े रह जाते हैं, सारी ...

चार का काम एक का दाम है
ख़ून मत पीजिये और कुछ दीजिये
एक रुपया है कम हमें ख़ुदा की क़सम
बड़ी मेहनत से रोटी कमाते हैं, सारी ...

थोड़ा पानी पिया याद रब को किया
भूख भी मिट गैइ प्यास भी बुझ गैइ
काम हर हाल में नाम को साल में
ईद की एक छुट्टी मनाते हैं, सारी ...

जीना मुश्किल तो है अपना भी दिल तो है
दिल में अरमान हैं हम भी इन्सान हैं
जब सताते है गप ऐश कर्ते हैं हम
बीड़ी पीते हैं और पान खाते हैं
सारी दुनिया का बोझ हम उठाते हैं

 ",Coolie,1983,Laxmikant-Pyarelal,Anand Bakshi,Shabbir Kumar
"सारी दुनिया प्यारी पर तू है सबसे प्यारा
तेरे लिए जीना क्या मरना भी गवारा
सूरत जितनी प्यारी है दिल भी उतना प्यारा
तेरे लिए जीना क्या ...

तेरी सब अदाएं मुझे अच्छी लगती हैं
तेरी कही बातें मुझे सच्छी लगती हैं
मेरे लिए रब ने तुझे अम्बर से उतारा
तेरे लिए जीना क्या ...

तेरी याद लेके सोऊं तेरी याद लेके जागूं
दुआ जब भी मांगूं तो मैं साथ तेरा मांगूं
तेरा नाम पा के बिता दूं मैं जीवन सारा
तेरे लिए जीना क्या ...

 ",Meeraa Kaa Mohan,1992,Arun Paudwal,Indeevar,"Mohammed Aziz, Anuradha Paudwal"
"सारी खुशियाँ हैं मुहब्बत की ज़माने के लिये
मैं ने तो प्यार किया आँसू बहाने के लिये
सारी खुशियाँ हैं   ...

काश ये जज़बा-ए-दिल काम तो आ जाता कभी
उनके होंठों पे मेरा नाम तो आ जाता कभी
याद कर लेते मुझे भूल ही जाने के लिये
सारी खुशियाँ हैं   ...

खून-ए-दिल खून-ए-जिगर खून-ए-तमन्ना के सिवा
सारी दुनिया में मुझे रंग न कोई भी मिला
अपने अरमानों की तसवीर बनाने के लिये
सारी खुशियाँ हैं   ...


 ",Suhana Safar,1970,Laxmikant-Pyarelal,Anand Bakshi,Rafi
"सारी ख़ुदाई छूट जाए या सारा ज़माना छूठे
रब रूठे ते रूठ जाए प्यार कभी ना रूठे
हूं रूठे यार नूं मना ले कमल्या
के रब आपे मन जावेगा
रूठे यार नूं ...

जब यार जुदा हो जाता है जब यार खफ़ा हो जाता है
मांगो तो मौत नहीं मिलती जीना भी सज़ा हो जाता है
ये जीना भी क्या जीना है तू और कहीं तेरा यार कहीं
तेरा यार ही तेरा सब कुछ है जब यार नहीं तो कुछ भी नहीं
रूठे यार नूं ...

ओ ओ दीवाने दिल विच अपने इश्क़ दी जोत जगा ले
ओ दीवाने दीवाने ओ दीवाने दीवाने ओ दीवाने
यार बिना तो जग सूना है चल उठ यार मना ले
रूठे यार नूं ...

अल्ला
हूं ये है दरिया प्रेम का इसकी उल्टी ढाल
ये है दरिया हो दरिया ये है दरिया दरिया दरिया ये है दरिया
जो उतरा सो डूब गया और जो डूबा सो पार
रूठे यार नूं ...

यार नू मना ले रूठे यार नू मना ले
उससे बिछड़ते वक़्त अगर तू मिला नहीं
फिर तेरे दर्द-ए-इश्क़ की कोई दवा नहीं
सच बात ये है इश्क़ है कुदरत का फ़ैसला
इस फ़ैसले के बाद कोई फ़ैसला नहीं
रूठे यार नूं ...

 ",Chori Chori,2002,Sajid-Wajid,Sabri Brothers,"Adnan Sami, Sabri Brothers"
"सारी रात तेरा तकनी आँ राह
तार्याँ तोँ पुछ चन वे
क्यों तेरे पिच्छे होई आँ तबाह
लार्याँ तोँ पुछ चन वे
सारी रात तेरा ...

अद्धी अद्धी रातीं विच बारी दे खिलोनी आँ
बारी दे खिलोनी आँ
तेरे पिच्छे हंजुवां दे हार पई पिरोनी आँ
हार पई पिरोनी आँ
नाले भर्नी आँ ठन्दे ठन्डे सा
सार्यां तो पुछ चन वे
क्यों तेरे पिच्छे ...

कल नूँ उडीकनी आँ कल तेरी आई नाँ
हाए तेरी आई नाँ
आसां वाली शमा अजे तीक मैं बुझाई नाँ
हाए मैं बुझाई नाँ
इक शमा कीता साड़ के सवाह
सार्यां तो पुछ चन वे
क्यों तेरे पिच्छे ...

 ",Chaman?,1948,Vinod,Aziz Kashmiri,Pushpa Chopra
"(सारी सारी रात तेरी याद सताये)-2 
प्रीत जगाये हमें नींद ना आये रे 
नीन्द ना आये 
सारी सारी रात तेरी याद सताये 

(इक तो बलम तेरी याद जलाये 
दूजे चंदा आग लगाये)-2 
आग लगाये तेरी प्रीत जगाये रे 
नींद ना आये 
सारी सारी रात तेरी याद सताये 

(तेरी लगन बनी रोग साँवरिया 
कैसे बीते बाली उमरिया 
(बाली उमर मोरी बड़ा तड़पाये रे)-2 
नींद ना आये 
सारी सारी रात तेरी याद सताये 

(प्रीत लगा के हुए तुम तो पराये 
प्यास जिया कि कौन बुझाये)-2 
कौन बुझाये कोई ये समझाये रे 
नींद ना आये 
सारी सारी रात तेरी याद सताये 
 
 ",Aji Bas Shukriyaa,1958,Roshan,Farouk Qaisar,Lata
"चिक चिकी चिक चिकी चिक चिकी चिक चिक 
सासूजी थारो लल्ला मचाए रात हल्ला
कभी तो पकड़े मेरी कलाई हाय
कभी ये पकड़े पल्ला
सासूजी थारो लल्ला ...

लाए कभी कुल्फ़ी समोसा कभी लाए
बाहों में बिठाके हाथों से खिलाए
बालों में गुलाबों का गजरा सजाए
मीठी मीठी बातों से मुझको सुलाए
कभी दिलाए झुमका झूमर कभी दिलाए छल्ला
सासूजी थारो लल्ला ...

कैसे मैं बताऊं बनाए क्या बहाने
करे ज़िद अपनी मेरी न कुछ माने
बड़ा रसिया है बड़ा है हरजाई
तौबा मेरी तौबा करेगा रुसवाई
तुझे खबर ना है कोई जाने सारा मोहल्ला
सासूजी थारो लल्ला ...

 ",Rajaji,1999,Anand-Milind,Sameer,Purnima
"र : सात अजूबे इस दुनिया में आठवीं अपनी जोड़ी
मु : सात अजूबे इस ...
दो : अरे तोड़े से भी टूटे ना ये धरम-वीर की जोड़ी
 हो हो हो -3
मु : सात अजूबे इस ...
दो : अरे तोड़े से ...

र : कोई तुझको दे आवाज़ तो मैं बोलूँ
मु : कोई तुझे पुकारे तो मैं लब खोलूँ
र : क्या जीना और क्या मर जाना
मु : ऐसा होता है याराना
दो : अरे छोड़ी यारों ने दुनिया पर यार की बाँह न छोड़ी
 हो हो हो -3

मु : ये लड़की है या रेशम की डोर है
र : कितना ग़ुस्सा है कितनी मुँहज़ोर है
मु : ढीला छोड़ ना देना हँस के
र : रखना दोस्त लगाम कस के
दो : अरे मुश्किल से काबू में आए थोड़ी ढील जो छोड़ी
 हो हो हो -3
र : सात अजूबे इस ...
मु : अरे तोड़े से ...
को : आ आ आ

र : दुख-सुख के हम साथी हैं ये वादा है
मु : अपना जो कुछ है सब आधा-आधा है
र : जो ये सच्चा वादा है तो सब-कुछ आधा-आधा है तो
 अरे रानी माँ से मुझको भी ममता मिल जाए थोड़ी
को : आ आ आ
र : सात अजूबे इस ...
मु : सात अजूबे इस ...
दो : अरे तोड़े से ...
 हो हो हो -3
को : आ आ आ

 ",Dharam-Veer,1977,Laxmikant-Pyarelal,Anand Bakshi,"Mukesh, Rafi"
"सात जनम, सात वचन, सात समंदर
आज हुआ पूरा जन्मों का सफ़र
ओ हमसफ़र, ओ हमसफ़र
ओ हमसफ़र, ओ हमसफ़र

बरसों के बाद ये दिन आया है
तूने मुझे याद किया, मुझे बुलाया है
फूल ही फूल खिल गए, इस दिल के अंदर
आज हुआ पूरा जन्मों का सफ़र
ओ हमसफ़र, ओ हमसफ़र
ओ हमसफ़र, ओ हमसफ़र
सात जनम, सात वचन, सात समंदर ...

सदियों के बिछड़ों का, आज मिलन होगा
ना जाने इस दिल का, क्या हाल सजन होगा
कितने बरस बीत गए, इक पल के अंदर
आज हुआ पूरा जन्मों का सफ़र
ओ हमसफ़र, ओ हमसफ़र
ओ हमसफ़र, ओ हमसफ़र
सात जनम, सात वचन, सात समंदर ...


 ",Prem,1994,Laxmikant-Pyarelal,Anand Bakshi,Nalin Dave
"सात रंग के सपनों में मैं खो गई सजना
ओढ़ी चुनर तेरे प्यार की तेरी हो गई सजना
मैने तुझको पहनाया है सजनी गजरा चूड़ी कंगना
चाहें छूटे दुनिया मैने मांगी है दुआ
छूटे तेरा संग ना
सात रंग के सपनों ...

बोले मेरा कजरा बोले मेरी बिंदिया
तेरी आँखों से पिया मैं चुराऊं निंदिया
तेरे जूड़े की कसम तेरे बालों की कसम
मैं दीवाना हूँ तेरा तेरे गालों की कसम
चैन से तेरी बाहों में मैं सो गई सजना
सात रंग के सपनों ...

हाथों में मेहंदी और मन में पिया
लगे कहीं ना पिया बिन जिया
इन हवाओं ने कहा इन बहारों ने कहा
तू है मेरा बलमा इन नज़ारों ने कहा
तेरी यादों में रहूं तेरी आँखों में रहूं
मैं हूँ तेरी ज़िंदगी तेरी साँसों में रहूँ
लौट के ना आई तेरे घर में जो गई सजना
सात रंग के सपनों ...

 ",Saat Rang Ke Sapne,1998,Nadeem-Shravan,Sameer,"S P Balasubramaniam, Akka Yagnik"
"सात समुंदर पार मैं तेरे पीछे पीछे आ गई
ज़ुल्मी मेरी जान ...
ओ ज़ुल्मी मेरी जान तेरे कदमों के नीचे आ गई
सात समुंदर पार मैं तेरे पीछे पीछे आ गई
मैं तेरे पीछे पीछे आ गई

न रस्ता मालूम न तेरा मान-पता मालूम
कैसे मेरे प्यार ने तुझको ढूँढा क्या मालूम
सीधी तेरे पास ...
सीधी तेरे पास मैं अँखियाँ मीचे मीचे आ गई
सात समुंदर पार मैं तेरे पीछे पीछे आ गई
मैं तेरे पीछे पीछे आ गई

मैंने तेरी यादों के ज़ुल्फ़ों में लगाए फूल
आगे तेरी मर्ज़ी तू कर न कर मुझे कबूल
छोड़ के मैं अपने
छोड़ के मैं अपने बाबल के बाग-बगीचे आ गई
सात समुंदर पार मैं तेरे पीछे पीछे आ गई
मैं तेरे पीछे पीछे आ गई

 ",Vishwaatmaa,1992,Viju Shah,Anand Bakshi,Sadhna Sargam
"सात समुन्दर पार के
गुड़ियों के बाज़ार से
अच्छी सी गुड़िया लाना
गुड़िया चाहे ना लान
पप्पा जल्दी आ जाना

1. तुम पर्देस गए जब से
   बस ये हाल हुआ तब से
   दिल दीवाना लगता है
   घर वीराना लगता है
   झिलमिल चाँद सितारों ने
   दरवाज़ों दीवारों ने
   सबने पूछा है हम से
   कब जी छूटेगा ग़म से
   कब जी छूटेगा ग़म से
   कब होगा उनका आना, पप्पा ...

2. माँ भी लोरी नहीं गाती
   हम को नींद नहीं आती
   खेल खिलौने टूट गए
   संगी साथी छूट गए
   जेब हमारी खाली है
   और बासी दीवाली है
   हम सबको ना तड़पाओ
   अपने घर वापस आओ
   अपने घर वापस आओ
   और कभी फिर ना जाना, पप्पा ...

3. ख़त ना समझो तार है ये
   कागज़ नहीं है प्यार है ये
   दूरी और इतनी दूरी
   ऐसी भी क्या मजबूरी
   तुम कोई नादान नहीं
   तुम इससे अनजान नहीं
   इस जीवन के सपने हो
   एक तुम्हीं तो अपने हो
   एक तुम्हीं तो अपने हो
   सारा जग है बेगाना, पप्पा ...

 ",Taqdeer,1967,Laxmikant-Pyarelal,Anand Bakshi,"Lata, Sulakshana Pandit, Meena..."
"सात सुरोंं के तार बन गए तेरा मेरा प्यार
मैं हूँ नैया तू पतवार पार कर लेंगे हम मझधार
सात सुरों के तार बन गए ...

शाम है अपनी अपना सवेरा
और करेंगे क्या करके अब कर लिया तेरे दिल में बसेरा
और दिशा दिशा में गूंज उठी पायल की झनकार
मैं हूँ नैया ...
मेरा पग नाचे तो नाचे नाच उठा वो सब अलबेला
कितना अच्छा लगता है न तू अकेली न मैं अकेला
मेरे बदन को छेड़ रहे हैं लाखों सितार
मैं हूँ नैया ...

 ",Sangeet,1992,Anand-Milind,Santosh Anand,Anuradha Paudwal
"साथ हो तुम और रात जवाँ
नींद किसे अब चैन कहाँ
कुछ तो समझ ऐ भोले सनम
कहती है क्या नज़रों की ज़ुबाँ

महकती हवा, छलकती घटा
हमसे ये दिल, सम्भलता नहीं
की मिन्नतें, मनाकर थके
करें क्या ये अब तो, बहलाता नहीं
देख के तुमको, महकने लगा
लो बहकने लगा, हसरतों का जहाँ

हम इस राह पे, मिले इस तरह
के अब उम्र भर, न होंगे जुदा
मेरे साज़-ए-दिल की आवाज़ तुम
मैं कुछ भी नहीं तुम्हारे बिना
आओ चलें हम, जहाँ प्यार से
वो गले मिल रहे, हैं ज़मीं आस्मां

 ",Kanch Ki Gudiya,1961,Suhrid Kar,Shailendra,"Mukesh, Asha"
"र : साथ जियेंगे साथ मरेंगे
 ये वादा क्यूँ तोड़ दिया
 ख़ुद तो तुम चल पड़े अकेले
 हमें राह में छोड़ दिया

 ना जा मेरे साथी ना जा -3

 ऐसी एक आग जगेगी -2
 दुनिया शमशान लगेगी
 तारे अंगारे होंगे
 धरती की रूह जलेगी
 फूल का रंग उड़ेगा
 अम्बर का चाँद छुपेगा
 तेरे बिन जीवन साथी
 जीवन का दीप बुझेगा

 ना जा मेरे साथी ना जा -3

 ऐसा तूफ़ान उठेगा -2
 घन घन बादल गरजेगा
 कड़ कड़ बिजली कड़केगी
 सारा सन्सार जलेगा
 ये दिल अब ज़हर पियेगा
 तेरे बिन कौन जियेगा
 टूटा जब जीवन धागा
 कैसे कोई ज़ख़्म सियेगा

 ना जा मेरे साथी ना जा -3

 ",Saaranga,1960,Sardar Malik,Bharat Vyas,"Rafi, Chorus"
"साथ किसीके कोई कब आता है
साथ किसीके कब जाता है
पल दो पल का साथ सभी का
पल दो पल का नाता है

कच्चे घड़े जैसी ये दुनिया
पार किसी को तारे क्या
खुद ही सहारा ढूँधने वाले
तुझको देंगे सहारे क्या -2

जो न मिले क्या उसका गम
जब मिले हुए खो जाते हैं
सपने नहीं जिस नींद के अंदर
ऐसी नींद सो जाते हैं -2

 ",Parmaatmaa,1978,K Babuji,Indeevar,Mukesh
"साथी हाथ बढ़ाना, साथी हाथ बढ़ाना 
एक अकेला थक जायेगा मिल कर बोझ उठाना 
साथी हाथ बढ़ाना ...

1) हम मेहनतवालों ने जब भी मिलकर कदम बढ़ाया 
सागर ने रस्ता छोड़ा परबत ने शीश झुकाया 
फ़ौलादी हैं सीने अपने फ़ौलादी हैं बाहें 
हम चाहें तो पैदा करदें, चट्टानों में राहें, साथी ...

2) मेहनत अपनी लेख की रखना मेहनत से क्या डरना 
कल गैरों की खातिर की अब अपनी खातिर करना 
अपना दुख भी एक है साथी अपना सुख भी एक 
अपनी मंजिल सच की मंजिल अपना रस्ता नेक, साथी ...

3) एक से एक मिले तो कतरा बन जाता है दरिया 
एक से एक मिले तो ज़र्रा बन जाता है सेहरा 
एक से एक मिले तो राई बन सकती है परबत 
एक से एक मिले तो इन्सान बस में कर ले किस्मत, साथी ...

4) माटी से हम लाल निकालें मोती लाएं जल से 
जो कुछ इस दुनिया में बना है बना हमारे बल से 
कब तक मेहनत के पैरों में ये दौलत की ज़ंज़ीरें 
हाथ बढ़ाकर छीन लो अपने सपनों की तस्वीरें, साथी ...

 ",Nayaa Daur,1957,O P Nayyar,Sahir,"Rafi, Asha, chorus"
"साथी है अलबेला फिर भी कोई अकेला
किसी से हम कुछ भी नहीं कहते
हमें तो है शिकवा मौसम से
साथी है अलबेला ...

सुनता नहीं ज़माना राही का अफ़साना
रस्ता नया मंज़िल नई तन्हा है दीवाना
किसी को क्या लेना फिर हमसे
हमें तो है शिकवा ...

सीने में सुलगाएं शोला सा ये हवाएं
फिर भी अगर दिल से मेरे दामन को वो बचाएं
तो कोई क्यों बिजली बन चमके
हमें तो है शिकवा ...

दिल देखिए हमारा मांगा नहीं सहारा
इनको नहीं उनको नहीं तुमको नहीं पुकारा
तो कोई क्यों उलझे थम थम के
हमें तो है शिकवा ...

 ",Hum Matwale Naujawan,1961,Chitragupt,Majrooh,Mukesh
"साथी मेरे सुन तो ज़रा
हाँ मैं सुन रही हूँ बोलो ना
तुम चुप क्यूं हो गए बोलो बोलो ना
साथी मेरे सुन तो ज़रा लेंगे हज़ारों जनम
होंगे जुदा ना हम तेरी कसम
साथी मेरे सुन तो ज़रा ...

तूने मुझे देखा सजन मेरा यौवन खिल गया
मुझे जीवन मिल गया
टूटेगी न जान-ए-चमन अब डोरी प्रीत की
तेरे मेरे गीत की
अब तो जिया बस में नहीं
कसमें नहीं रस्में नहीं
खुशियां लेके फिर आया मौसम
साथी मेरे सुन तो ज़रा ...

झिन झना झिन

ऐसा हुआ अपना मिलन जैसे धरती से गगन
जैसे चंदा से किरण
ऐसे मिले हम दो बदन जैसे सावन से घटा
जैसे खुश्बू से हवा
सपने नए सजने लगे
नग़में नए बजने लगे
अब आओ छेड़ें मिल के सरगम
साथी मेरे सुन तो ज़रा ...

 ",Mr. Bechaaraa,1996,Anand-Milind,Sameer,"Kumar Sanu, Alka Yagnik"
"आ आ 
साथी मेरे तेरे बिना तेरे बिना तेरे बिना
जीना ना जीना हाए राम जी
साथी मेरे तेरे बिना ...

चाहत के सहरा में बूंद गिरे प्यास मुझे  आज लगे सावन झड़ी हो हो
ये प्रेम कहानी तो मैने लिखी तूने लिखी जान-ए-वफ़ा दिल में वही
ये जग तो सताए और हमको रुलाए
रोऊं और मेरी आँखों में हँसे पानी
ज़िंदगी के चार दिना जान मेरी चार दिना चार दिना
जीना ना जीना हाए राम जी ...

चुप चुप जाना नखरे ना करना
राजे की बेटी आई है मिलने की रुत आई है
ओढ़ चुनर बैठी दुल्हन सेज बनी धरती साजन
हो अम्बर की बाहों में कैसे मिले खुद के गले
एक हुए हम दो बदन
सपने सजाए दुनिया भुलाए
इन बाहों में गुज़र जाएगी ज़िंदगानी
सौ साल से भी बड़ी प्यार की है जीत बड़ी
यारा हाँ जी हाँ हाए राम जी ...

 ",Itihaas/ History of Love,1997,Dilip Sen-Sameer Sen,Sameer,"Alka Yagnik, Kumar Sanu"
"साथी रे -3
क़दम क़दम से दिल से दिल मिला रहे हैं हम
वतन में एक नया चमन खिला रहे हैं हम
क़दम क़दम से ...

हम आज नींव रख रहे हैं ( उस निजाम की ) -2
बिके न ज़िन्दगी जहाँ ( किसी ग़ुलाम की ) -2
लुटें न मेहनतें पिसे हुए आवाम की
न भर सके तिजोरियाँ कोई हराम की
साथी रे -2
हर एक ऊँच-नीच को मिटा रहे हैं हम
क़दम क़दम से ...

साथी रे भाई रे
विदेशी लूट की जगह ( हो देसी लूट क्यों ) -2
सफ़ेद झूठ की जगह ( सियाह झूठ क्यों ) -2
वतन सभी का है तो फिर वतन में फूट क्यों
समाज के दुश्मनों को मिल रही है छूट क्यों
साथी रे भाई रे
खुली सभा में ये सवाल उठा रहे हैं हम
क़दम क़दम से ...

साथी रे भाई रे
हमारे बाजुओं में ( आँधियों का ज़ोर है ) -2
हमारी धड़कनों में ( बादलों का शोर है ) -2
हमारे हाथ में वतन की बागडोर है
न बच के जा सकेंगे जिनके दिल में चोर है
साथी रे भाई रे
सुनो कि अपना फ़ैसला सुना रहे हैं हम
क़दम क़दम से ...

 ",Chaar Dil Chaar Raahen,1959,Anil Biswas,Sahir,"Mukesh, Manna Dey, Mahendra Ka..."
"साथी रे भूल न जाना मेरा प्यार -2
मेरी वफ़ा का ऐ मेरे हमदम कर ले न ऐतबार
साथी रे ...

(दूर कभी कर दे जो मजबूरी
वह दूरी तो होगी नज़र की दूरी ) -2
तेरी दुआयें गर साथ रहीं
आएगी फिर से बहार
साथी रे ...

(काश कभी ये रैना न बीते
प्रीत का ये पैमाना कभी न रीते ) -2
डर है कहीं आने वाली सहर
ले ले न दिल का क़रार
साथी रे ...

 ",Kotwaal Saab,1977,Ravindra Jain,Ravindra Jain,Asha
"साथी रे साथी रे

तुझ बिन जिया उदास रे
ये कैसी अनबुझ प्यास रे
आजा आजा
साथी रे   ...

दोनों जहाँ से दूर यहाँ मैं
भटक रही मैं जाने कहाँ मैं
साथी रे   ...

ना मैं काया, ना मैं छाया
फिर क्यों डोले, मन भरमाया मन भरमाया
साथी रे   ...

प्यार की मैं अनबूझी कहानी
कुछ जानी और कुछ अनजानी
साथी रे   ...


 ",Poonam Ki Raat,1965,Salil Chowdhury,Shailendra,Lata
"साथी तेरे नाम, एक दिन, जीवन कर जायेंगे, जीवन कर जायेंगे 
तू है मेरा खुदा तू ना करना दगा
तुम बिन मर जायेंगे, तुम बिन मर जायेंगे 

खुशबुओं की तरह, तू महकती रहे
बुलबुलों की तरह, तू चहकती रहे
दिल के हर तार से आ रही है सदा
तू सलामत रहे, बस यही है दुआ
तू है मेरा खुदा तू ना करना दगा
तुम बिन मर जायेंगे, तुम बिन मर जायेंगे 

 ",Ustaadi Ustaad Se,1981,Ram Laxman,nan,nan
"साथिया हा साथिया हा मद्धम-मद्धम तेरी ये गीली हँसी

साथिया हा साथिया हा सुन के हम ने सारी पी ली हँसी

ओ हो ओ हो हो हो

हँसती रहे तू हँसती रहे हया की लाली खिलती रहे

ज़ुल्फ़ के नीचे गर्दन पे सुबह-ओ-शाम मिलती रहे

सौंधी सी हँसी तेरी खिलती रहे मिलती रहे

पीली धूप पहन के तुम देखो बाग में मत जाना

भँवरे तुम को सब छेड़ेँगे फूलोँ में मत जाना

मद्धम-मद्धम हँस दे फिर से

सोना-सोना फिर से हँस दे

ताज़ा गिरे पत्ते की तरह सब्ज़ lawn पर लेटे हुये

सात रंग हैं बहारों के एक अदा में लपेटे हुये

सावन भादों सारे तुझ से

मौसम मौसम हँसते रहना

मद्धम-मद्धम हँसते रहना


कभी नीले आसमाँ पे चलो घूमने चलें हम

कोई अब्र मिल गया तो ज़मीं पे बरस लें हम

तेरि बाली हिल गई है कभी शब चमक उठी है कभी शाम खिल गई है

रु रु रु रु रु रु रु
तेरे बालों की पनाह में हो ये सियाह रात गुज़रे

तेरी काली-काली आँखें कोई उजली बात उतरे

तेरी इक हँसीइ के बदले मेरी ये ज़मीन ले-ले मेरा आसमान ले-ले

बर्फ़ गिरी हो वादी में
ऊन में लिपटी-सिमटी हुई
बर्फ़ गिरी हो वादी में और हँसी तेरी गूँजे

ऊन में लिपटी सिमटी हुई बात करे धुआँ निकले

गरम-गरम उजला धुआँ नरम-नरम उजला धुआँ

 ",Saathiyaa,2002,A R Rahman,Gulzar,Sonu Nigam
"साथिया आ
आ तू मेरे सपनों का मीत है
आ तू मेरे होंठों का गीत है
अपनी जनमों की प्रीत है
खाओ क़सम न हो ये प्यार कम
यही वादा करो यही रीत है
साथिया ...

( सितारे जानते हैं नज़ारे जानते हैं
सदा के हम साथी ये सारे जानते हैं ) -2
तू बरसों से मेरे साथ है बरसों पुरानी मुलाक़ात है
तू मेरा दिन-रात है
खाओ क़सम न हो ...

ये रुत मस्तानी ये फूल ये जवानी
ये सब तुझसे हैं ओ मेरे दिलबर जानी
मैं तेरे बिन कुछ भी नहीं तू मेरे बिन कुछ भी नहीं
बहारों से ये पूछो के यारों से ये पूछो
कहेंगे यही सारे हज़ारों से पूछो
साथिया ...

तू मेरा दिल मेरी जान है
तू मेरा अरमान है
तू ही मेरी पहचान है
खाओ क़सम न हो ...
साथिया ...

 ",Insaan,1982,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Lata"
"ता न ना ता ना ना ना ताना नाना
त ना न ना न नाना ताना नाना

सातों सुर मिल जायें तो रस घोले

ये प्यारी-प्यारी बाँसुरी की धुन बोले

रात का सपना था जो हो गया पूरा है वो

आज तो झूमे नाचे दिल बोले

धुन बोले धुन बोले ये प्यारी-प्यारी बाँसुरी की धुन बोले

मन डोले मन डोले ये रागिनी बजे तो मेरा मन डोले 



तन डोले तन डोले ये ढोलकी बजे तो मेरा तन डोले

ये प्यारा-प्यारा संगीत हमारा जब गूँज उठे तो सब के मन को भाये

साजों की मीठी-मीठी ये धुन महफ़िल में जो भी गाये सब को भाये

ये प्यारा-प्यारा संगीत हमारा सारी दुनिया में सब के मन को भाये

साजों की मीठी-मीठी ये धुन मन का पपीहा बार-बार बोले

रस घोले रस घोले ये शहनाई की प्यारी धुन रस घोले

मन डोले मन डोले ये रागिनी बजे तो मेरा मन डोले 


ये आँसू क्यूँ हैं ये ग़म है कैसा ये है ज़िंदगी हँसते-गाते रहना

जो ग़म हों उन को मन में रखना प्रेम की गंगा तू बहाते चलना

इस भूमि पर ये बरबादी क्यूँ है इंसानों में ये नफ़रत भी क्यूँ है

सरगम अमृत रस घोले फिर भी दुनिया में ये ज़हर क्यूँ है

 ",Tu Hi Mera Dil,1995,A R Rahman,P K Mishra,S P Balasubrahmanyam
"सावन आवन कह गए कर गए कौल अनेक
गिनते-गिनते घिस गई ऊँगलियों की रेख


हो दिल में समा के मिलने न आए
कैसे तुम अपने कैसे पराए
हो दिल में समा के ...

तुझे तारों ने देखा तुझे चन्दा ने देखा
इक हम ही अभागे तुझे हमने न देखा
मेरे सपनों में आए पर ऐसे न आए
हो दिल में समा के ...

तुझे अँखियाँ बुलाएँ सूनी रतियाँ बुलाएँ
आअके मिल जा कन्हैया हाय हम कैसे आएँ
मेरे नैना लगे ना जबसे नैना लगाए
हो दिल में समा के ...

 ",Kanhaiyaa,1959,Shankar-Jaikishan,Shailendra,Lata
