Song,Film,YearMusic Director,Lyricist,Singers
"दद.र-ए-दिल, दद.र-ए-जिगर दिल में जगाया आपने
पहले तो मैं, शायर था, आशिक़ बनाया आपने

आपकी मदहोश नज़रें कर रहीं हैं शायरी
ये ग़ज़ल मेरी नहीं ये ग़ज़ल हैं आपकी
मैं ने तो बस वो लिखा जो कुछ लिखाया आपने
दद.र-ए-दिल   ...

कब कहाँ सब खो गयी जितनी भी थी पर्छैयाँ
उठ गयी यारो की महफ़िल हो गयी तन्हैयाँ
क्या किया शायद कोई परदा गिराया आपने
दद.र-ए-दिल   ...

और थोड़ी देर में बस, हम जुदा हो जायेंगे
आपको ढूँढूँगा कैसे, रास्ते खो जायेंगे
नाम तक तो भी नहीं अपना बताया आपने
दद.र-ए-दिल   ...

 ",Karz,1980,Laxmikant-Pyarelal,Anand Bakshi,Rafi
"दर्द-ए-जिगर ठहर ज़रा -2
दम तो मुझे लेने दे -2
जिसने मिटाया है मुझे
उसको दुआ देने दे -2
दर्द-ए-जिगर ठहर ज़रा

दिल की लगी क्या है जान लूँ तो बहूत अच्छा हो
मैं जो घुट-घुट के जान दूँ तो बहूत अच्छा हो -2
कल जहाँ बसाया था -2
आज मिटा लेने दे -2
दर्द-ए-जिगर ठहर ज़रा

मेरी बरबाद मोहब्बत
ना कर किसी से गिला -2
वफ़ा का इस जहाँ में है तो बस यही है सिला -2
हो यही है सिला
ऐ मेरी लगी तू मुझे -2
अपनी सज़ा लेने दे -2
दर्द-ए-जिगर ठहर ज़रा

बुत ना जगे मेरी मायूस सदा लौट आई
लिपट के मुझसे रो रही है मेरी तनहाई -2
कब तलक़ जले ये शमा -2
अब तो बुझा लेने दे -2
दर्द-ए-जिगर ठहर ज़रा -2

 ",Aurat,1953,Shankar-Jaikishan,Shailendra,Lata
"दर्द-ए-जुदाई है ग़म की घटा छाई है
आँख भर आई है ( दुहाई है ) -2

कल जिन आँखों में बालम थे आज उनमें बरसात है
वो भी एक रात थी यह भी एक रात है
याद किसी की आई है ग़म के आँसू लाई है
आँख भर आई ...

तू क्या जाने दुनिया ने क्या-क्या इल्ज़ाम लगाए हैं
दिल के अरमाँ आँखों में आँसू बन-बन के आए हैं
जिनसे की भलाई है उनसे मिली बुराई है
आँख भर आई ...

सुन के मेरी मजबूरी बालम आँसू नहीं बहाना
दुनिया चाहे कुछ भी कहे मेरा प्यार भूल न जाना
क़िस्मत खींच के लाई है मत समझो बेवफ़ाई है
आँख भर आई ...

 ",Chhoti Bhabhi,1950,Husnlal-Bhagatram,Qamar Jalalabadi,Lata
"दर्दमंदों का जहाँ में   आसरा कोई नहीं
बेवफ़ा सारा ज़माना   बावफ़ा कोई नहीं
  बेवफ़ा सारा ज़माना

रोके आँखें पूछती हैं   मेरे दिल से बार बार
इब्तिदा रोने की है, क्या    इंतिहा कोई नहीं?
  इब्तिदा रोने की है, क्या

जब उमीदों ने ये पूछा   अब तुम्हारा कौन है
आरज़ूओं ने तड़प कर     यूँ कहा कोई नहीं
  आरज़ूओं ने तड़प कर

क्या कहें किससे कहें  क्यूँकर कहें कैसे कहें
सुननेवाला दास्तान-ए-दर्द का कोई नहीं
  दर्दमंदों का जहाँ में

 ",Veena,1948,Anil Biswas,Swami Ramanand,Amirbai
"ल: दरिया किनारे इक बँगलो गो पोरी अई जो अई
कि: जाएगी कहाँ ऐ पोरी
    अरे, जाएगी कहाँ, तेरे पीछे ये पोरा अई जो अई
ल: अई जो अई, ओट्!
    दरिया किनारे इक बँगलो गो पोरी अई जो अई

ल: मैं जा के खिड़की पे बैठूँगी सोलह सिंगार कर के
कि: दूर से ही ललचाऊँगा क्या मैं तुझको पुकार कर के
ल: रहूंगी न तेरे साथ, अरे छोड़ मेरा हाथ
कि: जीया में है कोई बात, ज़बां पे है कोई बात
    कैसी तू बनती है री, अई, अई
ल: ओट, दरिया किनारे ...

कि: ऐसा ही बँगला तेरे लिये बाँधूँ तो पाए जीया चैन
ल: ए, करे वादा, तो बाहों में झूलूँ तेरे दिन रैन
    सदा साथ निभाऊँ, कहीं और न जाऊँ
कि: कभी हाथ न आए, कभी दिल में समाए
    काहे सताती है री, अई अई
ल: ओट, दरिया किनारे ...

 ",Subse Badaa Rupaiyaa,1976,Basu Manohari,Majrooh,"Kishore, Lata"
"दप.रण को देखा, तूने जब जब किया श्र्ऋंगार
फूलों को देखा, तूने जब जब आई बहार
एक बदनसीब हूँ मैं (3)
मुझे नहीं देखा एक बार

सूरज की पहली किरनों को, देखा तूने अलसाते हुए
रातों में तारों को देखा, सपनों में खो जाते हुए
यूँ किसी न किसी बहाने (2)
तूने देखा सब संसार (2)

दप.रण को देखा, तूने जब जब किया श्र्ऋंगार

काजल की क़िस्मत क्या कहिये, नैनों में तूने बसाया है
आँचल की क़िस्मत क्या कहिये, तूने अंग लगाया है
हसरत ही रही मेरे दिल में (2)
बनूँ तेरे गले का हार (2)

दप.रण को देखा, तूने जब जब किया श्र्ऋंगार

 ",Upaasanaa,1971,Kalyanji-Anandji,Indeevar,Mukesh
"रामा, रामा,
दर्शन देना रामा -2
तरस रहे हैं हम
दर्शन देना रामा

( ताशर ?? थे तुमरे चरण-कँवल के
जानकी-नाथा दया करो ) -2
रामा मानो हमारा भद जन ??
दर्शन देना रामा

सारे जग के पालनहारे
( सारे जग के पालनहारे
माता-पिता-अन्नदाता तुम हो ) -2
हम हैं तुम्हारे हमको बचाओ -2
नइया हमारी पार लगाओ -2
दूर करो संकट को हमारे
भद्र गिरीशा
सीता रामा

को : राम-राम सीता-राम जानकी-नन्दन सीता-राम
 जय-जय राम सीता-राम

 ",Bhakta Ramadasu (Telugu-Film),1960,nan,nan,"Rafi, Chorus"
"दरशन हुए तिहारे साजन
जागे भाग हमारे
 
रंग डाला मोहे प्रेम रंग मे
उमंग उमंग है अंग अंग में
चित में बसत अब नैना तिहारे
प्यारे प्यारे अति न्यारे साजन
जागे भाग हमारे ...
 
आँखों के आज सामने
आँखों का चाँद है
आवाज़ देके आज तेरा
चाँद मँद है
भूल रहे हैं सितारे


 ",Vidyapati,1937,R C Boral,Kedar Sharma,Pahari Sanyal
"डस न जायें तुझको ज़ुल्फ़ें कालियाँ
तूने क्यूँ ये नागिनें हैं पालियाँ

तेरी मस्त आँखों के जोड़े देखकर
उड़ गईं फूलों के रुख़ से लालियाँ

तू अगर गुलशन में जाना छोड़ दे
भूल जाएँगी लचकना डालियाँ

तेरे रुख़सारों को अक्सर चूमकर
झूम जाती हैं सुनहरी बालियाँ

 ",Mallika,1947,A R Qureshi,Tanvir Naqvi,Rafi
"दौड़ा दौड़ा भागा भागा सा
वक़्त ये वक़्त है थोड़ा थोड़ा सा
दौड़ा दौड़ा भागा ...

गिरा ठोकर खा के वो दिन रात ने उठा लिया
हाथ पांव पोंछ के तख्त पे बिठा दिया
चाँद का चिराग है खूंटियों पे
खूंटियों पे टांगा टांगा सा
दौड़ा दौड़ा भागा ...

सोजा रे नैनों के पास रे सोजा सोजा
टिका टिका टिक सुइयां घड़ी की रुकती ही नहीं
रस्सियां ये वक़्त की गले से खुलती ही नहीं
जिस्म का लिबास है चीरा चीरा सा
चीरा चीरा सा धागा धागा सा
दौड़ा दौड़ा भागा ...

 ",Chaachi 420,420,Vishal,Gulzar,Kamal Haasan
"दौलत मिली जहान की नाम-ओ-निशाँ मिले
सब कुछ मिला हमें न मगर महरबाँ मिले

हमको ख़ुशी मिली भी तो बस आरीज़ी मिली
लेकिन जो ग़म मिले वो ग़म-ए-जाविदाँ मिले

फिर क्यूँ करे तलाश कोई और आस्ताँ
वो ख़ुशनसीब जिसको तेरा आसताँ मिले

नज़रें तलाश करती रहीं जिनको उम्र भर
'दर्शन्' को वो सुकून के लम्हे कहाँ मिले

 ",Kalaam-E-Mohabbat (Non-Film),1992,Allahuddin Khan,Sant Darshan Singh Ji Maharaj,Ghulam Ali
"दौर-ए-ख़िज़ाँ था दिल के चमन में
कोई आज बनके बहार आ गया है
तन्हाइयाँ थीं वीरानियाँ थीं 
कोई आज लेके क़रार आ गया है

कोई दिलकशी थी ना कोई ख़ुशी थी
बड़ी कश्मकश में ये ज़िंदगी थी
तुम आ गए जो सर-ए-शाम दिल को
आज उन ख़यालों पे प्यार आ गया है

ये कहते रहे दिल में शब-ए-ग़म के साये
चिराग़-ए-तमन्ना कोई तो जलाये
यूँ चांद चमका नया नूर लेकर
उमन्गों पे जैसे निखार आ गया है

दौर-ए-ख़िज़ाँ था दिल के चमन में


 ",Shabash Daddy,1979,Kishore Kumar,nan,Amit Kumar
"दयार-ए-दिल की रात में चराग़ सा जला गया
मिला नहीं तो क्या हुआ वो शक़्ल तो दिखा गया

वो दोस्ती तो ख़ैर अब नसीब-ए-दुश्मनाँ हुई
वो छोटी छोती रंजिशों का लुत्फ़ भी चला गया

जुदाइयों के ज़ख़्म दर्द-ए-ज़िंदगी ने भर दिये
तुझे भी नींद आ गई मुझे भी सब्र आ गया

पुकारती हैं फ़ुर्सतें कहाँ गईं वो सोहबतें
ज़मीं निगल गई उन्हें या आसमान खा गया

ये सुबहो की सफ़ेदियाँ ये दोपहर की ज़र्दियाँ
अब आईने में देखता हूँ मैं कहाँ चला गया

ये किस ख़ुशी की रेत पर ग़मों को नींद आ गई
वो लहर किस तरफ़ गई ये मैं कहाँ चला गया

गए दिनों की लाश पर पड़े रहोगे कब तलक
अलम्कशो उठो कि आफ़ताब सर पे आ गया


 ",Meraj-E-Ghazal (Non-Film),1983,Ghulam Ali,Nasir Kazmi,"Ghulam Ali, Asha"
"    (दे भी चुके हम दिल नज़राना दिल का) 2
    अरे, छोड़ो भी
    (छोड़ो भी ये राग पुराना दिल का) 2

    (एक नज़र में हार चुके हैं दिल को) 2
    तेरी अदा पे वार चुके हैं दिल को
    अजी मुश्किल है अब लौट के आना दिल का
    जा जा जा
    छोड़ो भी ये राग पुराना दिल का

    (मुंह धो ले ओ जाल बिछाने वाले) 2
    हम नहीं इन बातों में आने वाले
    खेल है ये जाना पह्चाना दिल का
    अरे, दे भी चुके हम दिल नज़राना ...
    ... दिल का

    (छीन के दिल आशिक़ का मुकरने वाले) 2
    अरे, मर जाएंगे तुझ पर मरने वाले
    हाय, छोड़ भी दे ज़ालिम तड़पाना दिल का
    जा जा
    छोड़ो भी ये राग पुराना दिल का

    (डाली डाली फिरते हैं हरजाई) 2
    लोभी भँवरों ने कब प्रीत निभाई
    यूँ ही सब करते हैं बहाना दिल का
    हाए, दे भी चुके हम दिल नज़राना दिल का
    यूँ ही सब करते हैं बहाना दिल का
    खेल है ये जाना पह्चाना दिल का
    छोड़ो भी ये राग पुराना दिल का

 ",Jaal,1952,S D Burman,Sahir,"Kishore, Geeta"
"दे दे ख़ुदा के नाम पे प्यारे
ताकत हो गर देने की
कुछ चाहे अगर तो माँग ले मुझसे
हिम्मत हो गर लेने की

 ",Aalam Aara,1931,Ferozeshah Mistri / B Irani,nan,Wazir Muhammad Khan
"दे दी हमें आज़ादी बिना खड्‌्‌ग बिना ढाल
साबरमती के सन्त तूने कर दिया कमाल
आँधी में भी जलती रही गाँधी तेरी मशाल
साबरमती के सन्त तूने कर दिया कमाल
दे दी ...

धरती पे लड़ी तूने अजब ढंग की लड़ाई
दागी न कहीं तोप न बंदूक चलाई
दुश्मन के किले पर भी न की तूने चढ़ाई
वाह रे फ़कीर खूब करामात दिखाई
चुटकी में दुश्मनों को दिया देश से निकाल
साबरमती के सन्त तूने कर दिया कमाल
दे दी ...
रघुपति राघव राजा राम

शतरंज बिछा कर यहाँ बैठा था ज़माना
लगता था मुश्किल है फ़िरंगी को हराना
टक्कर थी बड़े ज़ोर की दुश्मन भी था ताना
पर तू भी था बापू बड़ा उस्ताद पुराना
मारा वो कस के दांव के उलटी सभी की चाल
साबरमती के सन्त तूने कर दिया कमाल
दे दी ...
रघुपति राघव राजा राम

जब जब तेरा बिगुल बजा जवान चल पड़े
मज़दूर चल पड़े थे और किसान चल पड़े
हिंदू और मुसलमान, सिख पठान चल पड़े
कदमों में तेरी कोटि कोटि प्राण चल पड़े
फूलों की सेज छोड़ के दौड़े जवाहरलाल
साबरमती के सन्त तूने कर दिया कमाल
दे दी ...
रघुपति राघव राजा राम

मन में थी अहिंसा की लगन तन पे लंगोटी
लाखों में घूमता था लिये सत्य की सोंटी
वैसे तो देखने में थी हस्ती तेरी छोटी
लेकिन तुझे झुकती थी हिमालय की भी चोटी
दुनिया में भी बापू तू था इन्सान बेमिसाल
साबरमती के सन्त तूने कर दिया कमाल
दे दी ...
रघुपति राघव राजा राम

जग में जिया है कोई तो बापू तू ही जिया
तूने वतन की राह में सब कुछ लुटा दिया
माँगा न कोई तख्त न कोई ताज भी लिया
अमृत दिया तो ठीक मगर खुद ज़हर पिया
जिस दिन तेरी चिता जली, रोया था महाकाल
साबरमती के सन्त तूने कर दिया कमाल
दे दी हमें आज़ादी बिना खड्ग बिना ढाल
साबरमती के सन्त तूने कर दिया कमाल
रघुपति राघव राजा राम

 ",Jaagriti,1954,Hemant Kumar,Pradeep,Asha
"दे दिया दिल पिया साथिया
दो दिन की मुलाकातों में ही साथी नहीं बनता है कोई
कहते हैं जिसको प्यार सभी एक तरफ़ा होता ही नहीं
दे दिया दिल पिया ...

के अच्छी तरह सोच लेंगे मोहब्बत तभी हम करेंगे
दिल ये किसी पे आने को जब आ जाए
क्या हुआ क्यों हुआ ये हम सोच ना पाए
दो दिन की मुलाकातों में ...

बनो तुम मोहब्बत के काबिल किसी से तभी मांगना दिल
यूं बेरुखी से भरी नज़र मत डालो
अपने प्यार के काबिल मुझे बना लो
दो दिन की मुलाकातों में ...

 ",Qeemat,1998,Rajesh Roshan,Indeevar,nan
"दे-दे प्यार दे
दे-दे प्यार दे प्यार दे प्यार दे-दे हमें प्यार दे -2
दुनिया वाले कुछ भी समझें हम हैं प्रेम दीवाने
जहाँ भी जाएँ तुझे पुकारें गा के प्रेम तराने
दे-दे प्यार दे ...

आने को तो रोज़ ही आते सूरज-चाँद-सितारे
हो फिर भी अँधेरी है ये दुनिया तू ही राह दिखाए
प्रेम-प्यार-सुख-चैन की वर्षा तेरी नज़र से बरसे
ये दुख-दर्द की आग में भी कोई दिल ना प्यासा तरसे
दे-दे प्यार दे ...

यहाँ दिलों के बीच खड़ी जो वो दीवार गिरा दे
हाँ दिल में सोई-सोई ऐसी प्यार की जोत जगा दे
प्यार हो दिल में तो लगती है सारी दुनिया प्यारी
हम सारी दुनिया के सारी दुनिया हमारी
दे-दे प्यार दे ...

 ",Sharaabi,1984,Bappi Lahiri,Anjaan,Kishore/ Asha
"दीनन दुख हरन देव संतन हितकारी

अजामील गीध ब्याध इनमें कह कौन साध
पंछी को पद पढ़ात गणिकासी तारी ..1..

ध्रुव के सर छत्र देत प्रह्लाद को उबार लेत
भक्त हेत बाँध्यो सेत लंकपुरी जारी ..2..

तण्डुल देत रीझ जात साग पात सों अघात
गिनत नहिं जूठे फल खाटे मीठे खारी ..3..

इतने हरि आये गये बसनन आरूढ़ भये
सूरदास द्वारे खड़ो आँधरो भिकारी ..4..
नेव्पगे


Sओमे म्य्थोलोगिcअल स्तोरिएस तो हेल्प उन्देर्स्तन्द थे भजन.


इ. 'अजामिल' (Sअन्स्क्रित नमे) इस अ चरcतेर फ़्रोम थे Sरिमद
Bहगवतम.  ठे स्तोर्य, अस ई रेमेम्बेर इत, इन शोर्त इस थत
आजमिल इस अ ब्राह्मण व्हो गेत्स इन्वोल्वेद विथ अ वोमन ओफ़
लूसे मोरल्स, गिवेस उप हिस फ़मिल्य अन्द बेगिन्स लिविन्ग विथ
थिस वोमन अन्द इन थे प्रोcएस्स एन्द्स उप लेअदिन्ग अ लिफ़े फ़ुल्ल
ओफ़ 'सिन्'.  आस आजमिल इस ल्यिन्ग ओन हिस देअथ बेद, हे सीस
थे होर्रिफ़्यिन्ग स्पेcत्रे ओफ़ अ यमदूत अप्प्रोअचिन्ग हिम (इन
ओर्देर तो तके अवय हिस लिफ़े ब्रेअथ) अन्द थिस cऔसेस हिम
तो रेमेम्बेर अन्द स्cरेअम ओउत थे नमे ओफ़ थे पेर्सोन देअरेस्त
तो हिम इन हिस लिफ़े, हिस योउन्ग सोन -- ""नारायण, नारायण!""
ठत्'स इत्!  आ विष्णुदूत रोअमिन्ग नेअर्ब्य ओवेर्हेअर्स थिस,
थिन्क्स थिस पूर मन इस इन्वोकिन्ग Vइश्नु'स नमे अन्द द्रिवेस
अवय थे यमदूत (सो आजमिल गेत्स अ नेव लेअसे ओफ़ लिफ़े!).
Eवेन्तुअल्ल्य, आजमिल रेग्रेत्स हिस बद दीद्स, रेनोउन्cएस थे
वोर्ल्द, अन्द अccउमुलतिन्ग पुन्य दुए तो हिस पेनितेन्cए अन्द
पेनन्cए थत हे एन्द्स उप गोइन्ग तो हेअवेन्!  ठे मोरल ओफ़ थे
स्तोर्य सुप्पोसेद्ल्य इस थत इफ़ योउ इन्वोके थे नमे ओफ़ थे ळोर्द
एवेन ब्य प्रोक्ष्य अस आजमिल दिद, योउर 'सिन्स अरे वशेद अवय्'.
ई'म नोत सुरे ई अग्री अबोउत थिस मोरल पर्त, बुत ओकय, व्हतेवेर्!

ई. ""गीध्"": रेफ़ेर्स तो जटायु. Wहिले हे वस बोर्न इन थे लोव्ल्य
लिफ़े-फ़ोर्म ओफ़ अ वुल्तुरे हे इस सैद तो हवे बीन ब्लेस्सेद ब्य ड़म
अत थे तिमे ओफ़ हिस देअथ. ड़म हिम्सेल्फ़ पेर्फ़ोर्मेद थे लस्त रितेस
फ़ोर जटायु. Wएल्ल क्नोव्न स्तोर्य फ़्रोम ड़मयन.

ईइ. ""ब्याध्"": बिर्द-हुन्तेर (बहेलिया इन ःइन्दि) अ वेर्य सिन्फ़ुल
प्रोफ़ेस्सिओन अccओर्दिन्ग तो ःइन्दु सcरेद-बूक्स. ःएरे इत रेफ़ेर्स तो
थे ब्याध नमेद ड़त्नाकर, व्हो हद अ चन्गे ओफ़ हेअर्त
अफ़्तेर सगे णरद एन्लिघ्तेनेद हिम, अन्द बेcअमे सगे Vअल्मिकि,
थे लेगेन्दर्य औथोर ओफ़ थे ड़मयन.
आccओर्दिन्ग तो सोमे ओथेर cओम्मेन्तरिएस, थे ""ब्याध्"" मिघ्त अल्सो
रेफ़ेर तो थे हुन्तेर व्हो शोत ख़्रिश्न इन थे हील थुस 
cऔसिन्ग हिस देपर्तुरे फ़्रोम थे मोर्तल वोर्ल्द (इॅ., 'देअथ्').
ठिस ब्याध वस ब्लेस्सेद ब्य ख़्रिश्न जुस्त बेफ़ोरे हे लेफ़्त फ़ोर
हिस हेअवेन्ल्य अबोदे.

इव. गणिका : cओउर्तेसन्/हर्लोत. ""Wहेन परशुराम वैश्य
दिएद ओफ़ अस्थ्म, हिस विफ़े लेफ़्त हिम, चूसिन्ग तो बेcओमे अ 
cओउर्तेसन्/प्रोस्तितुते इन्स्तेअद.  Bउत शे तौघ्त हेर पेत पर्रोत
तो सय 'राम', अन्द इन तेअचिन्ग थिस वोर्द तो थे बिर्द, 
एन्देद उप रेcइतिन्ग इत उम्प्तीन तिमेस. ठन्क्स तो हविन्ग 
रेपेअतेद्ल्य उत्तेरेद रामनाम विथ अ पुरे हेअर्त (इॅ., विथ
नो 'पेर्सोनल्' गैन इन मिन्द, एक्ष्cएप्त फ़ोर तेअचिन्ग थे बिर्द),
शे वस ब्लेस्सेद अन्द रेcएइवेद ""मुक्ति"" अफ़्तेर हेर
देअथ.""

व. सुदामा : वेल्ल-क्नोव्न स्तोर्य ओफ़ ख़्रिश्न'स पूर cलस्स्मते.
ख़्रिश्न अते थे ग्रैन्स ओफ़ रिcए Sउदम ब्रोउघ्त हिम अस अ गिफ़्त,
अन्द ब्लेस्सेद हिम विथ ""हेअल्थ, वेअल्थ अन्द एतेर्नल हप्पिनेस्स्"",
इन रेतुर्न.

वि. विदुर अन्द हिस विफ़े : अगैन अ वेल्ल-क्नोव्न स्तोर्य फ़्रोम थे
ंअहभरत अन्द थे Sरिमद्भगवतम. Vइदुर'स विफ़े 
ओफ़्फ़ेरेद प्लैन साग-पात (बनन पील्स अccओर्दिन्ग तो अनोथेर
वेर्सिओन) तो ख़्रिश्न व्हिच हे रेलिशेद अन्द (ओफ़ cओउर्से)
ब्लेस्सेद थे होस्त अन्द होस्तेस्स इन रेतुर्न.

वी. शबरी : ओल्द त्रिबेस्वोमन फ़्रोम थे ड़मयन,
व्हो
ओफ़्फ़ेरेद फ़्रुइत्स थत शे हद तस्तेद हेर्सेल्फ़ (अन्द थुस 
तुर्नेद ""जूठे"") तो ड़म.  ःएर उन्cओन्वेन्तिओनल,
रुरल, 
अन्द सिम्प्ले-मिन्देद, येत पुरे-हेअर्तेद लोविन्ग ""आतिथ्य""
(=होस्पितलित्य) तोवर्द्स ड़म लेद हिम, नीद्लेस्स तो सय,
तो ग्रन्त हेर थे बून ओफ़ सल्वतिओन.

वीइ. द्रौपदी : व्हेन थिस हेल्प्लेस्स क़ुईन ओफ़ पन्दवस वस अत थे
पोइन्त ओफ़ बेइन्ग दिस्रोबेद पुब्लिcल्य, शे cरिएद ओउत, cअल्लिन्ग ख़्रिश्न फ़ोर
हेल्प, व्हो इम्मेदिअतेल्य स्ततिओनेद हिम्सेल्फ़ (""आरूढ भये"") इन हेर
गर्मेन्त्स (वसनन) तो थे एफ़्फ़ेcत थत दुःशासन,
व्हो वस रुमोउरेद तो हवे थे मिघ्त ओफ़ थोउसन्द्स ओफ़
एलेफन्त्स इन हिस अर्म्स, cओउल्द नोत पुल्ल थे गर्मेन्त
अवय फ़्रोम हेर.

इक्ष. गज : रेफ़ेर्स तो थे स्तोर्य ओफ़ गजेन्द्रमोक्श (Sरिमद-
भगवतम).  ठे एलेफन्त किन्द, ग़जेन्द्र, स्त्रुग्ग्लेस
अगैन्स्त अन अल्लिगतोर व्हिच हद cऔघ्त हिस (ग़जेन्द्र'स) 
फ़ूत अस हे वस द्रिन्किन्ग वतेर.  आस इत बेcओमेस अप्परेन्त
तो ग़जेन्द्र थत हे इस फ़िघ्तिन्ग अ लोसिन्ग बत्त्ले 
अन्द इस 
अबोउत तो बे सुcकेद इन्तो थे वतेर, हे पेतितिओन्स
Vइश्नु 
तो cओमे तो हिस रेस्cउए.  Wहिच Vइश्नु प्रोम्प्त्ल्य दोएस रिदिन्ग 
हिस ग़रुद.  ग़जेन्द्र इस ग्रन्तेद फ़्रीदोम नोत ओन्ल्य  फ़्रोम थे
जव्स ओफ़ थे cरोcओदिले, बुत अल्सो फ़्रोम थे जव्स ओफ़ थिस
मोर्तल वोर्ल्द (=मोक्श). 

 ",Hey Govind Hey Gopal (Non-Film),1991,Jagjit Singh,Surdas,Jagjit Singh
"देकर हमें फ़रेब-ए-वफ़ा आप ख़ुश रहें
बरबाद हम हुये भी तो क्या आप ख़ुश रहें

पेश आयें बेरुख़ी से तो ये आप की ख़ुशी
अपनी तो है बस इतनी आप ख़ुश रहें

तर्क-ए-तअल्लुक़ात का सदमा तो है ज़रूर
हम फिर भी कह रहे हैं सदा आप ख़ुश रहें

जिस दिल का चैन आपसे मंसूब था कभी
उस दिल में करके हश्र बपा आप ख़ुश रहें

सदमे दिये 'क़तील्' को क्या क्या न आपने
इस पर भी आपका हो भला आप ख़ुश रहें

 ",Saugaat (Non-Film),1996,Jay-Vijay,Qateel Shifai,Ghulam Ali
"देके लहू अपनी ममता का तूने मुझे पाला
हर पल मेरे दुःख पे आके सुख का आंचल डाला
कभी मंदिर कभी पूजा कभी पूजा का वरदान लगे
मेरी माँ मुझको भगवान लगे

कभी तुलसी की रामायण कभी गीता का ज्ञान लगे
मेरी माँ मुझको ...

माँ तेरी आँखों से बरसे अमृत की धारा
तेरा प्यार तो लगता है सारी दुनिया से न्यारा
कभी सुख की बहती गंगा कभी करुणा की पहचान लगे
मेरी माँ मुझको ...

मेरे तो होंठों पे है माँ बस नाम तेरा
इन चरणों की मिट्टी में ही बीते जीवन मेरा
मेरी माँ की पवन मूरत मुझे जग में सबसे महान लगे
मेरी माँ मुझको ...

बच्चों के सुख में सोए बच्चों के दुःख में जागे
किसी चीज़ का मोल न कोई माँ की ममता के आगे
कभी पेड़ की ठंडी छाया कभी स्नेह भरी मुस्कान लगे
मेरी माँ मुझको ...

 ",Dancer,1991,Anand-Milind,Sameer,"Sadhana Sargam, Udit Narayan, ..."
"देके मुझे वो दर्द-ए-जिगर भूल गये क्या, भूल गये -2
ज़िक्र यही है शाम-ओ-सहर, भूल गये क्या, भूल गये
देके मुझे वो ...

लहराती हुई ऐ ठण्डी हवा -2
पैग़ाम
पैग़ाम उन्हें तू मेरा सुना -2
कहना
कहना मिलाके मुझसे नज़र
भूल गये क्या, भूल गये
देके मुझे वो दर्द-ए-जिगर भूल गये क्या, भूल गये

कलियों में तबस्सुम (आने लगा) -2
कलियों में तबस्सुम आने लगा
अरमान
अरमान भरा दिल गाने लगा -2
बुल्बुल से
बुल्बुल से कहा गुल ने हँसकर
भूल गये क्या, भूल गये
देके मुझे वो दर्द-ए-जिगर भूल गये क्या, भूल गये
देके मुझे वो ...

 ",Dil,1946,Zafar Khursheed,Razi-ud-Din Banarsi,Noorjehan
"आ: hmmm ...
र: देख हमें आवाज़ न देना 
आ: देख हमें आवाज़ न देना 
 ओ बेदर्द ज़माने, ओ बेदर्द ज़माने 
र: आज चले हम छोड़के तुझको 
 दुनिया नई बसाने, ओ बेदर्द ज़माने 

र: चमका शाम का पहला तारा - 2
आ: गगन दुलारा 
 सबसे पहले उसने देखा प्यार हमारा - 2
र: आने वाली रात सुनेगी - 2
र, आ: तेरे मेरे तराने 
 ओ बेदर्द ज़माने 
आ: देख हमें आवाज़ ना देना 
ओ बेदर्द ज़माने, ओ बेदर्द ज़माने 

आ: दूर कहीं एक पंछी गाये 
र: ये समझाये 
आ: दूर कहीं एक पंछी गाये 
र: ये समझाये 
 प्यार में हो जातें हैं अपने दर्द पराये - 2 
अ: दिल की धड़कन क्या होती है
 दिल की धड़कन क्या होती है
र, आ: प्यार करें तो जाने 
ओ बेदर्द ज़माने 

आ: देख हमें आवाज़ ना देना 
ओ बेदर्द ज़माने, ओ बेदर्द ज़माने 
आज चले हम छोड़ के तुझको 
दुनिया नई बसाने, ओ बेदर्द ज़माने 
हम ...

 ",Amar Deep,1958,C Ramchandra,Rajinder Krishan,"Rafi, Asha"
"देख इधर ओ जादूगर
देख इधर ओ जादूगर हमें घायल कर के चला है कहाँ -2
चला है कहाँ
देख इधर ओ जादूगर
आ
ओ

दिल पर डोरे डाल के तूने कर लिया हमको बस में -2
पहले ही मेल में खा बैठे हम मर मिटने की क़समे
हाय
पहले ही मेल में खा बैठे हम मर मिटने की क़समे
तिरछी नज़र थी या ख़ंज़र 

हमें घायल कर के चला है कहाँ
चला है कहाँ
देख इधर ओ जादूगर

आ
हो ओ ओ
हे ए ए

आ आ
पल दो पल की हैं ये बहारें पल दो पल के मेले -2
क्या जीतेगा दिल की बाज़ी जो डर-डर कर खेले
सोच न कर बाँके दिलबर

हमें घायल कर के चला है कहाँ
चला है कहाँ
देख इधर ओ जादूगर

हो ओ
ओ जादूगर
हमें घायल
अरे हमें घायल कर के चला है कहाँ
चला है कहाँ
देख इधर हो जादूगर
हो जादूगर
हो जादूगर

हो जादूगर
हमें घायल कर के चला है कहाँ
देख इधर हो जादूगर

आ : ओय जादूगर
को : हमें घायल कर के चला है कहाँ
देख इधर हो जादूगर
हमें घायल कर के चला है कहाँ
देख इधर हो जादूगर

 ",House No. 44,44,S D Burman,Sahir,"Asha, Chorus"
 ,Baazi,1951,S D Burman,Sahir,"Geeta, chorus"
