Song,Film,YearMusic Director,Lyricist,Singers
"वो हैं ज़रा खफ़ा खफ़ा
तो नैन यूं मिलाए हैं कि हो हो
ना बोल दूं तो क्या करूँ
वो हँस के यूँ बुलाए हैं कि हो हो

1) हँस रही है चाँदनी
मचल के रो ना दूं कहीं
ऐसे कोई रूठता नहीं
ये तेरा खयाल है
करीब आ मेरे हंसीं
मुझको तुझसे कुछ गिला नहीं
बात यूँ बनाए हैं कि ओ हो ...
वो हैं ...

2) ऐसे मत सताइये
ज़रा तरस तो खाइये
दिल की धड़कन मत जगाइये
कुछ नहीं कहूंगा मैं
ना अँखियां झुकाइये
सर को कन्धे से उठाइये
ऐसे नींद आए है कि हम ...
वो हैं ...

 ",Shagird,1967,Laxmikant-Pyarelal,Majrooh,"Lata, Rafi"
"( वो हम न थे वो तुम न थे ) -2 वो रहगुज़र थी प्यार की
लुटी जहाँ पे बेवजह ( पालकी बहार की ) -2
वो हम न थे ...

( ये खेल था नसीब का ) -2 न हँस सके न रो सके
न तूर पर पहुँच सके न दार पर ही सो सके
कहानी किससे ये कहें चढ़ाव की उतार की
लुटी जहाँ पे ...


तुम्हीं थे मेरे रहनुमा तुम्हीं थे मेरे हमसफ़र
तुम्हीं थे मेरी रोशनी तुम्हीं ने मुझको ( दी नज़र ) -2
( बिना तुम्हारे ज़िन्दगी ) -2 शमा है इक मज़ार की
लुटी जहाँ पे ...

( ये कौन सा मुक़ाम है ) -2 फ़लक नहीं ज़मीं नहीं
के शब नहीं सहर नहीं के ग़म नहीं ख़ुशी नहीं
कहाँ ये लेके आ गई हवा तेरे दयार की
लुटी जहाँ पे ...

गुज़र रही है तुमपे क्या बनाके हमको दर-ब-दर
ये सोच के उदास हूँ ये सोच कर है ( चश्म तर ) -2
( न चोट है ये फूल की )-2 न है ख़लिश ये ख़ार की
लुटी जहाँ पे ...

 ",Cha Cha Cha,2001,Iqbal Qureshi,Neeraj,Rafi
"वो हम से चुप हैं हम उन से चुप हैं
दिलों के अरमाँ मचल रहे हैं
अजीब ज़िद्द्‌्‌ है, कि ज़िद्द्‌्‌ ही ज़िद्द्‌्‌ में
ये दिन जवानी के ढल रहे हैं

हमारे दिल में है वो बुलायें
वो सोचते हैं कि हम बुलायें
शम-ए-मुहब्बत सुलग रही है, दिलों के परवाने जल रहे हैं -2
दिलों के परवाने जल रहे हैं ...

बे-सब्र से सब्र हो रहा है, बेचैन सा चैन हो रहा है
ज़बाँ पे ताले पड़े हुए हैं, कलेजा हाथों से मल रहे हैं  -2
कलेजा हाथों से मल रहे हैं

वो हम से चुप हैं ...


एन्द्सोन्ग
 ",Rasiyaa,1950,Bulo C Rani,D N Madhok,Lata
"चि: वो हम से चुप हैं, हम उनसे चुप हैं  
ल: मनाने वाले, मना रहें हैं 
चि: वो हम से चुप हैं, हम उनसे चुप हैं 
ल: मनाने वाले, मना रहें हैं  

चि: निगाहें उठ उठके झुक रही हैं - 2
ल: मज़े मुहब्बत के आ रहें हैं 
दोनो: वो हम से चुप हैं ...

चि: ये झूठी आहें, ये झूठे आँसू - 2
झलक रहें हैं, जो हर पलक में 
ल: बता रहें हैं 
बता रहें हैं, के टूटे दिल दो 
हज़ारों सदमे उठा रहें हैं 
दोनो: मज़े मुहब्बत के आ रहें हैं 
वो हमसे चुप हैं ... 

ल: घड़ी में बिगड़े, घड़ी में झगड़े - 2
हैं बैठे फिर भी ऐसी अदा से, ऐसी अदा से 
चि: दबा के अपने होंठों को दोनो, 
हंसी को अपनी छिपा रहें, 

दोनो : मज़े मुहब्बत के आ रहें हैं 
वो हमसे चुप हैं ...

 ",Sargam,1950,C Ramchandra,P L Santoshi,"Chitalkar, Lata"
"वो हसीन दर्द दे दो, जिसे मैं गले लगा लूँ
वो निगाह मुझपे डालो, कि मैं ज़िन्दगी बना लूँ
वो हसीन दर्द ...

जो मैं तुमसे माँगती हूँ, ज़रा अपना हाथ दे दो
मुझे आज ज़िन्दगी की, वो सुहाग रात दे दो
जिसे लेके कुछ न माँगूँ, और माँग में सजा लूँ
वो हसीन दर्द ...

मेरी आरज़ू तो देखो, तुम्हें सामने बिठाकर
कभी दिल के पास लाकर, कभी दिलरुबा बनाकर
कोई दास्तान सुन लूँ, कोई दास्ताँ सुना लूँ
वो हसीन दर्द ...

मैंने प्यार के अलावा कभी तुमसे कुछ न माँगा
तुम्हें जाने क्या समझकर मैंने हर क़दम पे चाहा
मेरा आज फ़ैसला है तुम्हें हमसफ़र बना लूँ
वो हसीन दर्द ...

 ",Humsaya,1968,O P Nayyar,Shevan Rizvi,Asha
"वो होता है वो जो बस हो जाता है
होता है ना जिसमें कुछ हो जाता है
हाय हाय हाय 
वो होता है ...

हमको जी वो हो गया हाय रामा रामा
अरे चुपके चुपके ऐसे गुल हो जाता है
अरे अपना जी गुल हो गया हाय रामा रामा
रामा रामा रामा रामा हाय रामा रामा

हो सुनते हैं सपनों में बातें सुनी हुई
ओढ़ के नींदों में हम रातें बुनी हुई
हो आँखों में कहानी है ख्वाबों की ज़ुबानी है
जागा रात भर सुबह को मैं सो गया
हाय रामा रामा

मस्ताना कदमों को रस्ता जुदा लगे
हर पत्थर का चेहरा जैसे ख़ुदा लगे
देखो तो नादानी है समझो तो रूमानी है
झूठा सा ये पल सच्चा कैसे हो गया
हाय रामा रामा

अपना जी वो खो गया
अरे चुपके से गुल हो गया
हमको जी वो हो गया
हाय रामा

 ",Love Ke Liye Kuch Bhi Karega,2001,Vishal,Abbas Tyrewala,"Asha, Sonu Nigam"
"कि: वो मेरे पीछे हाथ धोके पड़ा है बचा ले मुझे, बचा ले मुझे
ल: वो इक निगाह क्या मिली तबीयतें मचल गईं

कि: ज़रा वो मुस्कुरा दिये शमाएँ जैसे जल गईं -2
ल: वो इक निगाह क्या मिली तबीयतें मचल गईं

ल: (कब से दिल को इस घड़ी का इंतज़ार था
शाम सहर मेरा प्यार बेक़रार था) -2
कि: सितारा वो चमक उठा तो क़िस्मतें बदल गईं -2
ल: वो इक निगाह क्या मिली ...

ल: (मीठा-मीठा लाइलाज एक दर्द था
क्या बताऊँ दिल को मेरे कैसा मर्ज़ था)-2
कि: मरीज़-ए-इश्क़ जी सकेंगे हालतें सँभल गईं -2
ल: वो इक निगाह क्या मिली ...

कि: (थी फ़िराक़-ए-यार में कैसी बेकसी
कैसे पास आएँ राह सूझती न थी) -2
तेरा हज़ार शुक्रिया मुसीबतें वो टल गईं -2
ल: वो इक निगाह क्या मिली ...

 ",Half Ticket,1962,Salil Chowdhury,Shailendra,"Lata, Kishore"
"वो जब याद आए बहुत याद आए
ग़म-ए-ज़िंदगी के अंधेरे में हमने
चिराग-ए-मुहब्बत जलाए बुझाए

आहटें जाग उठीं रास्ते हंस दिये
थामकर दिल उठे हम किसी के लिये
कई बार ऐसा भी धोखा हुआ है
चले आ रहे हैं वो नज़रें झुकाए

दिल सुलगने लगा अश्क़ बहने लगे
जाने क्या-क्या हमें लोग कहने लगे
मगर रोते-रोते हंसी आ गई है
ख़यालों में आके वो जब मुस्कुराए

वो जुदा क्या हुए ज़िंदगी खो गई
शम्मा जलती रही रोशनी खो गई
बहुत कोशिशें कीं मगर दिल न बहला
कई साज़ छेड़े कई गीत गाए

 ",Parasmani,1963,Laxmikant-Pyarelal,Asad Bhopali,"Lata, Rafi"
"वो झरोखे से जो झाँके तो इतना पूछूँ
मैं रुकूँ या चला जाऊँ -2
वो झरोखे से जो ...

चोरी दिल की चोरी रस्ते चलते मुझको लूटा -2
समझो कुछ भी समझो पर ना समझो इतना झूठा
चैन नहीं अब तो बुरा हाल है मेरा
अपनी क़सम ( एक ही सवाल है मेरा ) -2
के वो झरोखे से जो ...

आशिक़ मैं हूँ आशिक़ इस गली को कैसे छोड़ूँ -2
आए वो जो आए पाँव पकड़ूँ हाथ जोड़ूँ
कौन हूँ मैं क्या हूँ ये सब भूल चुका हूँ
यहाँ खड़ा अब मैं यही सोच रहा हूँ
के वो झरोखे से जो ...

 ",Shriman Funtoosh,1965,Laxmikant-Pyarelal,Asad Bhopali,Kishore
"वो जो चाहने वाले हैं तेरे सनम
तुझे ढूँढ ही लेंगे कहीं न कहीं

तेरे प्यार की हमने खाई है क़सम
तुझे ढूँढ ही लेंगे ...

लिया जो तूने हमसे मुँह को छिपा
तेरी ये भी है ज़ालिम एक अदा
इन्हीं शोख़ अदाओं पे मरते हैं हम
तुझे ढूँढ ही लेंगे ...

तेरे कूचे से आई जो ठंडी हवा
उसे रोक कर पूछेंगे तेरा पता
नहीं बैठने वाले हैं चैन से हम
तुझे ढूँढ ही लेंगे ...

कभी बाग़ों में ढूँढेगी तुझको नज़र
कभी तारों से पूछेंगे तेरी ख़बर
यही ठान के निकले हैं तेरी क़सम
तुझे ढूँढ ही लेंगे ...

 ",Duniyaa Rang Rangeeli,1957,O P Nayyar,Jaan Nisar Akhtar,"Rafi, Asha/ Asha"
"वो जो कहा था मैने वो कर दिखाया ना
बाज़ी वो जान दिल की मैं जीत लाया ना
हो आ तू भी देख ओ जान-ए-जां

नश्तर तेरी मोहब्बत का रंग लाया ना
हो सजना ये क्या किया तड़पे जिया

ज़ख्मों के फूल दागों का हार
कितना हसीं है ये तेरा प्यार
आई ना होगी ऐसी बहार
तेरी गली को दिल का चमन बनाया ना
हो आ तू भी देख ...

हो तू भी ये देख ओ जान-ए-जां

बना है तू मेरे लिए
पर मैं नहीं हूँ तेरे लिए
तेरे लिए ही है मेरा प्यार
अपने को अपनी ही आग में जलाना ना
हो सजना ये क्या ...

महलों से दूर बैठा हूँ मैं
अब तो तेरा जैसा हूँ मैं
काहे का अब ये इन्तज़ार
बाज़ी वो जान दिल की ...

 ",Yaara Dildaara,1991,Jatin-Lalit,Majrooh,"Kavita Subramaniam, Udit Narayan"
"वो जो मिलते थे कभी हम से दीवानों की तरह
आज यूँ मिअल्ते हैं जैसे कभी पहचान न थी

देखते भी हैं तो यूँ मेरी निगाहों में कभी
अजनबी जैसे मिला करते हैं राहों में कभी
इस क़दर उनकी नज़र हम से तो अंजान न थी
वो जो मिलते थे कभी ...

एक दिन था कभी यूँ भी जो मचल जाते थे
खेलते थे मेरी ज़ुल्फ़ों से बहल जाते थे
वो परेशाँ थे मेरी ज़ुल्फ़ परेशान न थी
वो जो मिलते थे कभी ...

वो मुहब्बत वो शरारत मुझे याद आती है
दिल में इक प्यार का तूफ़ान उठा जाती थी
थी मगर ऐसी तो उलझन में मेरी जान न थी
वो जो मिलते थे कभी ...


 ",Akeli Mat Jaiyo,1963,Madan Mohan,Majrooh,Lata
"वो ख़ुशनसीब हैं जिनको यहाँ क़रार मिला
हमें तो दिल जो मिला वह भी बेक़रार मिला ...

मिली हैं प्यार मे दर दर की ठोकरें हमको
लगाये रखते हैं सीने से हर घड़ी ग़म को
जो खत्म हो ना कभी ऐसा इंतज़ार मिला
हमें तो दिल जो मिला वह भी बेक़रार मिला ...

सितम है ग़म के समंदर में हर ख़ुशी डूबी
हमारे अश्क़ में खुद अपनी ज़िंदगी डूबी
सहारा दे कोई ऐसा ना एक बार मिला
हमें तो दिल जो मिला वह भी बेक़रार मिला ...

 ",Hill Station,1957,Hemant Kumar,S H Bihari,Hemant
"वो ख़्वाब सुहाना टूट गया, उम्मीद गयी, अरमान गये
ऐ दुनिया हम से चाल न कर हम खूब तुझे पहचान गये

देखा न पलट कर साहिल को मल्लाह का दामन छोड़ दिया, छोड़ दिया
टकरा के हमारी कश्ती को कैसे कैसे तूफ़ान गये
वो ख़्वाब सुहाना टूट गया ...

जो प्यार किया झूठा निकला जो आस लगाई टूट गई
दुनिया में वफ़ा का नाम नहीं हम सारी दुनिया छान गये
वो ख़्वाब सुहाना टूट गया ...

 ",Lakht-e-jigar (Pakistan),1956,G A Chishti,Hazeen Qaadrii,Noorjehan
"जिसे ढूँढता हूँ मैं हर कहीं
जो कभी मिली मुझे है नहीं
मुझे जिस के प्यार पर हो यकीं
वो लड़की है कहाँ

जिसे सिर्फ़ मुझ से ही प्यार हो
जो ये कहने को तैयार हो
सुनो तुम ही मेरे दिलदार हो
वो लड़की है कहाँ

जो तुम्हारे ख्वाबों में है बसी
वो हसीन मूर्ति प्यार की
मिलेगी तुम्हें कभी ना कभी
ज़रा देखो यहाँ वहाँ
चलो ढूँढते हैं हम तुम यहीं
वो परी वो हूर वो नाज़नीं
जिसे देखो तो कहो तुम वहीं
अरे ये तो है यहाँ

जाने क्यूँ खयाल आया मुझे
कि वो लड़की कहीं तुम तो नहीं
तुम में हैं वो सारी खूबियाँ
जिन को ढूँढता मैं हर कहीं

तुम्हें धोखा लगता है हो गया
मुझे है समझ लिया जाने क्या
ना मैं हूँ परी ना मैं अप्सरा
करो तुम ना ये ग़ुमाँ

जिसे ढूँढता हूँ ...

हे हे हे हे हे हे हे हे

मान लो अगर मैं ये कहूँ
के मेरे ख्वाबों में तुम ही तो हो
जान लो मेरा अरमान है
के मेरे साथ ही अब तुम रहो

मुझे तुमने क्या ये समझा दिया
मेरे दिल को जैसे धड़का दिया
मेरे तन बदन को पिघला दिया
वो सुनाई दास्ताँ

जिसे ढूँढता हूँ मैं हर कहीं
जो कभी मिली मुझे है नहीं
मुझे जिसके प्यार पर हो यकीं
वो लड़की है कहाँ
वो लड़की है यहाँ
हे हे हे हे हे हे हे हे

 ",Dil Chahta Hai,2001,Shankar-Ehsaan-Loy,Javed Akhtar,"Shaan, Kavita Subramaniam"
"वो मेरी नींद मेरा चैन मुझे लौटा दो

वो मेरी नींद मेरा चैन मुझे लौटा दो
वो मेरा प्यार मेरा दर्द मुझे लौटा दो
नींद जितनी भी मैने खोयी है
चैन जितना भी मैने खोया है
वो मेरी नींद मेरा चैन मुझे लौटा दो
वो मेरा प्यार मेरा दर्द मुझे लौटा दो

एक मासूम दिल है और सितम हैं कितने - 2
इस मुहब्बत के सिवा और भी ग़म हैं कितने - 2
मेरे इश्क़ का इम्तहान यूँ ना लो
तुम्हें है क़सम मेरी जान यूँ ना लो
ख्वाब जितने भी मैंने देखे हैं
याद जितना किया है मैंने तुझे
वो मेरे ख्वाब मेरी याद मुझे लौटा दो
वो मेरी नींद मेरा चैन मुझे लौटा दो
वो मेरा प्यार मेरा दर्द मुझे लौटा दो

ये मेरी भूल थी जो मैने तुझे प्यार किया - 2
न मिलने वाले मुहब्बत का इन्तज़ार है - 2
ये क्या रंग लाई है मेरी वफ़ा
मिली है मुझे किस लिये ये सज़ा
तेरी चाहत की प्यास थी मुझको
तुझको पाने की थी उम्मीद मुझे
वो मेरी प्यास वो उम्मीद मुझे लौटा दो

वो मेरी नींद मेरा चैन मुझे लौटा दो
नींद जितनी भी मैने खोयी है
चैन जितना भी मैने खोया है
वो मेरी नींद मेरा चैन मुझे लौटा दो
वो मेरा प्यार मेरा दर्द मुझे लौटा दो
वो मेरे ख्वाब मेरी याद मुझे लौटा दो
वो मेरी प्यास वो उम्मीद मुझे लौटा दो!!

 ",Hum Hain Raahi Pyaar Ke,1993,Nadeem-Shravan,Sameer,Sadhna Sargam
"वो मेरी तरफ़ यूँ चले आ रहे हैं
कि अरमान धड़कन से टकरा रहे हैं
वो मेरी तरफ़ यूँ

उन्हें देखने को उठीं मेरी नज़रें
मुझे देखते ही झुकी क्यों उन की पलकें
न जाने वो क्यों हम से शरमा रहे हैं
कि अरमान धड़कन से टकरा रहे हैं
वो मेरी तरफ़ यूँ

जो कलियाँ खिली हैं तो गुल भी खिलेंगे
निगाहें मिली हैं तो दिल भी मिलेंगे
कि साँसों से पैग़ाम आ-जा रहे हैं
कि अरमान धड़कन से टकरा रहे हैं
वो मेरी तरफ़ यूँ

उन्हें देख कर दिल लगा रंग लाने
है दिल क्या कहीं बात माने न माने
कि हम दिल कि हरकत से घबरा रहे हैं
कि अरमान धड़कन से टकरा रहे हैं
वो मेरी तरफ़ यूँ


 ",Kaafilaa,1952,Husnlal-Bhagatram,Brajendra Gaud,Kishore
"वो मोहब्बत वो वफ़ाएँ किस तरह हम भूल जाएँ
ए ग़म-ए-दिल जी रहे हैं तुझको दे कर हम दुआएँ
वो मोहब्बत वो ...

जब से लूटा गर्दिशों ने इश्क़ तनहा रह गया है
उनकी यादों के अलावा अब यहाँ क्या रह गया है -2
हमसे रूठा है ख़ुदा भी किसको अपना ग़म दिखाएँ
वो मोहब्बत वो ...

नाम उनका गूँजता है अब भी दिल की धड़कनों में
पड़ गई है ज़िन्दगानी हाय कितनी उलझनों में -2
काश ख़्वाबों में वो आकर हालत-ए-दिल देख जाएँ
वो मोहब्बत वो ...

चन्द आहों का सहारा चन्द अश्क़ों पर गुज़ारा
ये भी कोई ज़िन्दगी है ऐ मेरे परवरदिगारा -2
खुद ही बख़्शा प्यार तूने खुद ही हमको दीं सज़ाएँ
वो मोहब्बत वो ...

 ",Noorjehan,1967,Roshan,Shakeel,Rafi
"वो पास आ रहे हैं, हम दूर जा रहे हैं
अपनी ख़ुशी से अपनी दुनिया लुटा रहे हैं

आँखें भी रो रही हैं, दिल भी तडप रहा है
और वो समझ रहे हैं हम मुस्कुरा रहे हैं
अपनी ख़ुशी से अपनी दुनिया लुटा रहे हैं

ओ दूर जाने वाले, तुझ को ख़बर नहीं है
हम रूठ कर ख़ुशी से ग़म को मना रहे हैं
अपनी ख़ुशी से अपनी दुनिया लुटा रहे हैं

बेदर्द है ज़माना, मजबूर है मुहब्बत
मंज़िल के पास आ कर मंज़िल से जा रहे हैं
अपनी ख़ुशी से अपनी दुनिया लुटा रहे हैं

वो पास आ रहे हैं हम दूर जा रहे हैं
अपनी ख़ुशी से अपनी दुनिया लुटा रहे हैं

 ",Samadhi,1950,C Ramchandra,Rajinder Krishan,Lata
 ,Naubahaar,1952,Roshan,Nakshab,Lata
"वो पास रहें या दूर रहें
नज़रों में समाये रहते हैं
इतना तो बता दे कोई हमें
क्या प्यार इसी को कहते हैं

छोटी सी बात मुहब्बत की
और वो भी कही नहीं जाती
कुछ वो शरमाये रहते हैं
कुछ हम शरमाये रहते हैं

मिलने की घड़ियाँ छोटी हैं
और रात जुदाई की लम्बी
जब सारी दुनिया सोती है
हम तारे गिनते रहते हैं

वो पास रहें या दूर रहें
नज़रों में समाये रहते हैं
इतना तो बता दे कोई हमें
क्या प्यार इसी को कहते हैं


 ",Badi Bahen,1949,Husnlal-Bhagatram,Qamar Jalalabadi,Suraiya
"वो पहली बार जब हम मिले हाथों में हाथ जब हम चले
हो गया ये दिल दीवाना होता है प्यार क्या इसने जाना

तेरी आँखों में जन्नत बसा के चला
तेरी ज़ुल्फ़ों की छांव में चलता चला
तेरे नैनों में चैन तेरे लब पे खुशी
तुझको ही मैं मुहब्बत बना के चला
वो पहली बार जब हम मिले हो गए शुरू ये सिलसिले
हो गया ये दिल ...

खिलती कलियों में ढूंढूं बस तेरे निशां
मैं न जानू है आखिर ये क्या कारवां
तुझे देखूं तो आए लब पे खुशी
ख़ुदा ना करे हों कभी दूरियां
वो पहली बार ...

हो गया हूँ मैं पागल अब तेरे लिए
तेरे बिन दिल बेचारा ये कैसे जिए
मैने खो के है चैन पाई तुझमें खुशी
तू बनी जान-ए-जानां मेरी ज़िंदगी
वो पहली बार ...

 ",Pyaar Mein Kabhi Kabhi,1999,"Vishal, Shiraz, Samrat","Vishal, Raj Kaushal",Shaan
"वो परी कहाँ से लाऊँ, तेरी दुल्हन जिसे बनाऊँ
कि गोरी कोई पसंद न आए तुझको
कि छोरी कोई पसंद न आए तुझको

ये तो मेरी है सहेली, दिलवाली अलबेली
जैसे मोतिया चमेली, जैसे प्यार की पहेली
  सोलह साल की उमर, कोको-कोले सी कमर
  रत्ती भर भी क़सर कहीं आये न नज़र
  कुछ हुआ है असर?
गोल जूड़े में ये वेणी, और वेणी में ये टहनी
कैसे जूड़ियों से पेड़ उगाए
ये गंगाराम की समझ में न आए
  वो परी कहाँ से लाऊँ   ...

आँख जिसकी है बिल्ली नाम यिसका है लिल्ली
ऐसे कजरे की धार, जैसे तीखी तलवार
  ओऽ देख होंठों का ये रंग, देख चलने का ढंग
  कटे अंग्रेज़ी बाल, बाँधा रेशमी रुमाल
  बोलो क्या है ख़याल?
इसे जब लिया तक़ मेरा रंग हुआ फ़क़
छोरी होके ये हजामत कराए
ये गंगाराम की समझ में न आए
  वो परी कहाँ से लाऊँ   ...
  
नाम इसका कमल, जैसे गन्ने की फ़सल
जैसे खिला है गुलाब, देख पूरा है पंजाब
  देख रूप की वुमंग, जैसे हिरणी का अंग
  जैसे मीठी हो खजूर, ऐसा मुखड़े पे नूर
  बोल, है मंज़ूर?
ये तो नाचे छम-छम, मेरा निकले है दम
इसे भंगड़ा कौन नचाए
ये गंगाराम की समझ में न आए
  वो परी कहाँ से लाऊँ   ...
  
ये तो सिंध से है आई, पढ़ी B.A. की पढ़ाई
तंग कुरता पैजामा, ये तो छोकरी हंगामा
  जैसे तितली के अंग, जैसे वुड़ती पतंग
  जैसे कोयल की कू, जैसे खिली ख़ुशबू
  कहती, I love you
हे पिरभु, हे पिरभु, तू ही तू, तू ही तू
ऐसे नखरे कौन उठाए
ये गंगाराम की समझ में न आये
  वो परी कहाँ से लाऊँ   ...

न ये दिल की है छोटी, न ये प्यार की है खोटी
ज़रा हो गई है मोटी, तब भी लगती है छोटी
  देख इसकी #मुस्cले, घी खाती है असल
  तेरे खेतों में ये जाएँ, तेरे हल भी चलाएँ
  तेरे बड़े काम आए
मुझे करो न हैरान, ये तो लगे पहलवान
इसे कसरत कौन कराए
ये गंगाराम की समझ में न आये
  वो परी कहाँ से लाऊँ   ...
  
छोड़ो ये तो है नादाँ, करे सब को हैराँ
नहीं समझेगा प्यार, बिलकुल है गँवार
  इसे रहने दो कँवारा, फिरने दो मारा-मारा
  आओ हम सब जाएँ, मज़ा इसका जताएँ
  होश इसके उड़ाएँ
ये होंठ जब खोले, बार-बार यही बोले
गंगाराम की समझ में न आये
  ये गंगाराम की समझ

 ",Pehchan,1970,Shankar-Jaikishan,Varma Malik,"Suman Kalyanpur, Sharda, Mukesh"
"(वो रात दिन वो श्याम की गुज़री हुई कहानियाँ)-2
 जो तेरे घर में छोड़ दी प्यार की सब निशानियाँ
 वो रात दिन /थ्रीदोत्स

(सब्र-ओ-क़रार छिन गया, घर था सो वो भी लुट गया)-2
 याद रहेंगी उम्र भर आप की महर्बानियाँ
 वो रात दिन्/थ्रीदोत्स

(आये भी और चले गये दिन मेरे बहार के)-2
 अब है ख़िज़ा की गोद में रोती हुई जवानियाँ
 वो रात दिन्/थ्रीदोत्स


 ",Saiyaan,1951,Sajjad Hussain,D N Madhok,Lata
"वो सपनेवाली रात मिलन की रात 
कभी तो आएगी वो सपनेवाली रात ... 

तुम आओगे मेरे द्वार पिया 
मैं करूँगी सात शृंगार पिया 
दुनिया से दूर बसा लेंगे हम 
एक नई संसार पिया 
वो सपनेवाली रात ... 

तुम देख मुझे मुसकाओगे 
मैं देख तुम्हे शरमाऊँगी 
तुम अपने पास बुलाओगे 
मैं पीछे हटते जाऊँगी 
वो सपनेवाली रात ... 


 ",Pyar,1950,S D Burman,Rajinder Krishan,Geeta
"वो शाम कुछ अजीब थी, ये शाम भी अजीब है
वो कल भी पास पास थी, वो आज भी करीब है

झुकी हुई निगाह में, कहीं मेरा ख़याल था
दबी दबी हँसीं में इक, हसीन सा सवाल था
मैं सोचता था, मेरा नाम गुनगुना रही है वो
न जाने क्यूँ लगा मुझे, के मुस्कुरा रही है वो
वो शाम कुछ अजीब थी ...

मेरा ख़याल हैं अभी, झुकी हुई निगाह में
खुली हुई हँसी भी है, दबी हुई सी चाह में
मैं जानता हूँ, मेरा नाम गुनगुना रही है वो
यही ख़याल है मुझे, के साथ आ रही है वो

वो शाम कुछ अजीब थी, ये शाम भी अजीब है
वो कल भी पास पास थी, वो आज भी करीब है

 ",Khamoshi,1969,Hemant Kumar,Gulzar,Kishore
"वो सिकन्दर ही दोस्तों कहलाता है हारी बाज़ी को जीतना जिसे आता है
निकलेंगे मैदान में जिस दिन हम झूम के धरती डोलेगी ये कदम चूम के
वो सिकन्दर ही दोस्तों ...

जो सब करते हैं यारों वो क्यों हम तुम करें
यूं ही कसरत करते करते काहे को हम मरें
घरवालों से teacher से भला हम क्यों डरें
यहां के हम सिकन्दर चाहें तो रख लें सबको अपनी जेब के अन्दर
अरे हमसे बचके रहना मेरी जान
नहीं समझे हैं वो हमें तो क्या जाता है
हारी बाज़ी को जीतना ...

ये गलियां अपनी ये रस्ते अपने कौन आएगा अपने आगे
राहों में हमसे टकराएगा जो हट जाएगा वो घबरा के
यहां के हम सिकन्दर ...

ये भोली भाली मतवाली परियां जो हैं अब दौलत पर क़ुर्बान
जब कीमत दिल की ये समझेंगी तो हम पे छिड़केंगी अपनी जान
यहां के हम सिकन्दर ...

अरे हम भी हैं शह्ज़ादे गुलफ़ाम

 ",Jo Jeetaa Wohi Sikandar,1992,Jatin-Lalit,Majrooh,"Udit Narayan, Chorus"
"Part 1

वो सुबह कभी तो आएगी, वो सुबह कभी तो आएगी
इन काली सदियों के सर से, जब रात का आँचल ढलकेगा
जब दुख के बादल पिघलेंगे, जब सुख का साग़र छलकेगा
जब अम्बर झूम के नाचेगा, जब धरती नग़मे गाएगी
वो सुबह कभी तो आएगी ...

जिस सुबह की ख़ातिर जुग-जुग से हम सब मर-मरकर जीते हैं
जिस सुबह के अमृत की धुन में, हम ज़हर के प्याले पीते हैं
इन भूखी प्यासी रूहों पर एक दिन तो करम फ़रमाएगी
वो सुबह कभी तो आएगी ...

माना कि अभी तेरे मेरे अरमानों की क़ीमत कुछ भी नहीं
मिट्टी का भी है कुछ मोल मगर इनसानों की क़ीमत कुछ भी नहीं
इनसानों की इज़्ज़त जब झूठे सिक्कों में न तोली जाएगी
वो सुबह कभी तो आएगी ...

Part 2

दौलत के लिये जब औरत की इस्मत को न बेचा जाएगा
चाहत को न कुचला जाएगा, ग़ैरत को न बेचा जाएगा
अपने काले करतूतों पर जब ये दुनिया शरमाएगी
वो सुबह कभी तो आएगी ...

बीतेंगे कभी तो दिन आख़िर ये भूख के और बेकारी के
टूटेंगे कभी तो बुत आख़िर दौलत की इजारागारी के
जब एक अनोखी दुनिया की बुनियाद उठाई जाएगी
वो सुबह कभी तो आएगी ...

मजबूर बुढ़ापा जब सूनी राहों की धूल न फाँकेगा
मासूम लड़कपन जब गन्दी गलियों में भीख न माँगेगा
हक़ माँगने वालों को जिस दिन सूली न दिखाई जाएगी
वो सुबह कभी तो आएगी ...

फ़ाक़ों की चिताओं पर जिस दिन इनसाँ न जलाए जाएँगे
सीनों के दहकते दोज़ख़ में अरमाँ न जलाए जाएँगे
ये नरक से भी गन्दी दुनिया जब स्वर्ग बनाई जाएगी
वो सुबह कभी तो आएगी ...

Part 3

जब धरती करवट बदलेगी, जब क़ैद से क़ैदी छुटेंगे
जब पाप घरौंदे फूटेंगे, जब ज़ुल्म के बँधन टूटेंगे
जेलों के बिना जब दुनिया की सरकार चलाई जाएगी 
उस सुबह को हम ही लाएँगे, वो सुबह हमीं से आएगी
वो सुबह हमीं से आएगी, वो सुबह हमीं से आएगी

 The following two verses may not have been recorded for the movie. 
 They appear in the original nazm, included in Sahir's Kulliyaat. 

मनहूस समाजी ढाँचों में जब ज़ुल्म न पाले जाएँगे 
जब हाथ न काटे जाएँगे जब सर न उछाले जाएँगे
जेलों के बिना जब दुनिया की सरकार चलाई जाएगी 
वो सुबह हमीं से आएगी

संसार के सारे मेहनतकश खेतों से मिलों से निकलेंगे
बेघर, बेदर, बेबस इन्साँ तारीक बिलों से निकलेंगे
दुनिया अम्न और ख़ुशहाली के फूलों से सजाई जाएगी
वो सुबह हमीं से आएगी

 ",Phir Subah Hogi,1958,Khayyam,Sahir,"Mukesh, Asha"
