Song,Film,YearMusic Director,Lyricist,Singers
"कुकड़ू कू  कुकड़ू कू
छुट्टी है
हे छुट्टी है
हे छुट्टी है
कुकड़ू कू
छुट्टी है
हाँ छुट्टी है
हे छुट्टी है

घंटी बजाओ बाप रे
घंटी बजाओ रे
बस्ता उठाओ बाप रे
बस्ता उठाओ भागो रे..

(है किताबों से कुट्टी
छुट्टी है
अरे छुट्टी है छुट्टी
छुट्टी है) -2

हे छुट्टी है
हे छुट्टी है
कुकड़ू कू

(सोमवार सुस्ती में कटता है
मंगल को मूड कहाँ बनता है) -2
बुध की चिंता में वीर की फ़िकर
शुक्कर का तम्बू शनि के घर
monday ko sunday की छुट्टी है
है किताबों से कुट्टी
छुट्टी है
अरे छुट्टी है छुट्टी
छुट्टी है
अरे monday ko sunday की
अरे छुट्टी है छुट्टी
छुट्टी है
हे छुट्टी है
हे छुट्टी है

(जून जुलाई तक गर्मियाँ, ओफ़्फ़ ओह
क्रिसमस दिसम्बर सर्दियाँ) -2
दीवाली दशहरा होली में थोड़ी
बादलों के हाथी, बारिश की घोड़ी
है किताबों से कुट्टी
छुट्टी है
अजी छुट्टी है छुट्टी
छुट्टी है
अरे बाकी छ.ः महीनों की
अरे छुट्टी है छुट्टी
छुट्टी है
हे छुट्टी है
हे छुट्टी है

छुट्टी है
हे छुट्टी है
हे छुट्टी है
कुकड़ू कू
घंटी बजाओ बाप रे
घंटी बजाओ रे
बस्ता उठाओ बाप रे
बस्ता उठाओ भागो रे
ट ड टा ट ट टा टाँ टाँ

 ",Makdee,2002,Vishal,Gulzar,"Upagna Pandya, Chorus"
"कुरते की बईयां को ऊपर चढ़ई के
मस्ती में रहते हैं पनवा चबई के
खैनी में थोड़ा सा चूना मिलई के
भैया तुम भी देखो ज़रा ठस्का लगई के
कुरते की बईयां ...

हम हैं बनारस के बांके बिहारी
आँखों से काजल चुरा लें तुम्हारी
दुनिया है नहला हम नहले पे दहला
हर बार अपना तो number है पहला
आगे ससुर के नाती सुन
आगे जो निकले कोई हम से छैला
ससुरे को दे उल्टा लाफ़ा जमई के
कुरते की बईयां ...

लहरें मारे मेरी जवानी गंगा घाट का पी के पानी
देखो नहीं करना नादानी ये आग है जिसे समझे हो पानी
रपट गया दिल तुझपे ओ रानी क्यों करती है आनाकानी
तुम जानते हो कि मैं हूँ दीवानी
महंगी पड़ेगी राजा नज़रें लड़ानी
कुरते की बईयां ...

ठुमका लगई के ये धरती हिलई दें
जिसको भी चाहें उसको नचई दें
घुंघटे में चेहरा छिपाती हैं गोरियां
हमको जो देखें तो खनकाए चूड़ियां
बचवा बजा ढोलकी रंग जमई के
रख दे करेजवा पे बर्छी चलई के
कुरते की बईयां ...

 ",Qilaa,1998,Anand Raj Anand,Dev Kohli,Udit Narayan
"ख़ुश रहो अहल-ए-चमन हम तो चमन छोड़ चले
ख़ुश रहो अहल-ए-चमन
ख़ाक़ परदेस की छानेंगे वतन छोड़ चले
ख़ुश रहो अहल-ए-चमन ...

भूल जाना हमें हम याद के क़ाबिल ही नहीं -2
क्या पता दें कि हमारी कोई मंज़िल ही नहीं
अपनी तक़दीर के दरिया का तो साहिल ही नहीं
ख़ुश रहो अहल-ए-चमन ...

कोई भूले से हमें पूछे तो समझा देना
एक बुझता हुआ दीपक उसे दिखला देना
आँख जो उसकी छलक जाए तो बहला देना
ख़ुश रहो अहल-ए-चमन ...

रोज़ जब रात के आँचल में सितारे होंगे -2
ये समझ लेना कि वो अश्क़ हमारे होंगे
और किस हाल में हम दर्द के मारे होंगे
ख़ुश रहो अहल-ए-चमन ...

 ",Main Chup Rahungi,1962,Chitragupt,Rajinder Krishan,Rafi
"वन्दे मातरम वन्दे मातरम
ख़ुश रहो ख़ुश रहो अहल-ए-वतन
हम अपना फ़र्ज़ निभाके चले

कभी बुझने न देना उस आग को
आग सीनों में हम जो लगाके चले

क्या हुआ नींद आई जो हम सो गए
हम तो सारे वतन को जगा के चले

याद आए हमारी तो रोना नहीं
तुमको आज़ादी का रंग लगाके चले

 ",23rd March 1931 Shaheed,23,Anand Raj Anand,Dev Kohli,"Hans Raj Hans, Chorus"
"कि: ख़ुश रहो साथियो तुम्हें छोड़के हम चले -2
ल: तुम्हें छोड़के हम चले हमें छोड़के ग़म चले
दोनों: खुश रहो साथियो ...

ल: मुझे तेरे दुख ने सैंयाँ कितना रुलाया है
कि: मुझे तेरे प्रेम ने गोरी मौत से बचाया है
ल: बहते बहते मगर ये आज आँसू थम चले
दोनों: ख़ुश रहो साथियो ...

कि: तुम्हें हम नहीं भूलेंगे हमें तुम भुलाना ना
ल: मिलेंगे कभी आशा के दीपक बुझाना ना
कि: हँसते हँसते तुम्हारी आँखें करके नम चले
दोनों: ख़ुश रहो साथियो ...

कि: गई रे जुदाई आईं प्रेम की रतियाँ
ल: गई रे जुदाई आईं प्रेम की रतियाँ
कि: किसी और के मुखड़े पे ठहरे न अँखियाँ
ल: तेरे मुख पे साँवरिया मेरे नैना जम चले
दोनों: ख़ुश रहो साथियो ...

 ",Zindagi Zindagi,1972,S D Burman,Anand Bakshi,"Lata, Kishore"
"ख़ुश्बू ग़ुँचे तलाश करती है
बीते रिश्ते तलाश करती है

जब गुज़रती है उस गली से सबा
ख़त के पुर्ज़े तलाश करती है

अपने माज़ी की जुस्तजू में बहार
पीले पत्ते तलाश करती है

एक उम्मीद बार बार आ कर
अपने टुकड़े तलाश करती है

 ",Visaal (Non-Film),2001,nan,Gulzar,Ghulam Ali
"ख़ुश्बू जैसे लोग मिले अफ़साने में
एक पुराना ख़त खोला अन्जाने में

शाम के साये बालिश्तों से नापे हैं
चाँद ने कितनी देर लगा दी आने में

दिल पर दस्तक देने ये कौन आया है
किसस्की आहट सुनता हूँ वीराने में

जाने किसका ज़िक्र है इस अफ़साने में
दर्द मज़े लेता है जो दोहराने में

 ",Visaal (Non-Film),2001,nan,Gulzar,Ghulam Ali
"रात ख़ामोशी से आती है, चली जाती है
ज़िन्दगी दर्द के साँचे में ढली जाती है

ख़ुशी भी मिली हमको तो ग़म से भरी
अजब है ये क़िस्मत की जादूगरी
ख़ुशी भी मिली हमको तो ग़म से भरी
अजब है ये क़िस्मत की जादूगरी

खोई खोई आजकल, दिल की हर उमंग है
जाने ज़िन्दगी का ये कैसा रंग है
कभी है अँधेरा कभी रोशनी
ख़ुशी भी मिली हमको तो ग़म से भरी
अजब है ये क़िस्मत की जादूगरी

हसरतें बुझीं बुझीं, हौसले थके थके
मिलके भी किसी से हम मिल नहीं सके
खिली न बहारों में दिल की कली
ख़ुशी भी मिली हमको तो ग़म से भरी
अजब है ये क़िस्मत की जादूगरी

प्यार की ख़ुशी हमें, मिल सकी ना प्यार में
कितने दिन गुज़र गये इन्तज़ार में
कहानी हमारी अधूरी रही
ख़ुशी भी मिली हमको तो ग़म से भरी
अजब है ये क़िस्मत की जादूगरी


 ",Bin Baadal Barsaat,1963,Hemant Kumar,Shakeel Badayuni,Lata
"ख़ुशी के फूल लिए आ गए बहार के दिन
यही बहार के दिन अब बनेंगे प्यार के दिन

ओ राजा आज मचा ले धूम
मैं भी झूमूँ तू भी झूम
कल की ख़बर किसको मालूम छम छम

ओ राजा सिंगार सजाए रुत की रानी आई
हँस ले गाले मौज बना ले रात सुहानी आ गई
दुनिया में मचा दे धूम

तू भँवरा बन के घूम
और एक फूल पर झूम छम छम

ओ दीवाने किसी का हो जा
ज़ुल्फ़ों की छाया में सो जा
जाम-ए-मुहब्बत पी कर झूम
कल की छम छम छम

 ",Jalpari,1952,Gobind Ram,nan,Shamshad
"ख़ुशी की वो रात आ गई कोई गीत जगने दो
गाओ रे झूम-झूम -2
कहीं कोई काँटा लगे जो पग में तो लगने दो
नाचो रे झूम-झूम -2

आज हँसूँ मैं इतना कि मेरी आँख लगे रोने
आज मैं इतना गाऊँ कि मन में दर्द लगे होने
ओ मज़े में सवेरे तलक़ यही गीत बजने दो
नाचो रे झूम ...

धूल हूँ मैं वो पवन बसंती क्यों मेरा संग धरे
मेरी नहीं तो और किसी की पैया में रंग भरे
ओ दो नैनों में आँसू लिए दुल्हनिया को सजने दो
नाचो रे झूम ...

 ",Dharti Kahe Pukar Ke,1969,Laxmikant-Pyarelal,Majrooh,Mukesh
"ख़ुशी तो क़ैद में है ये कोई जीना भी जीना है
अरे ज़ालिम ज़माने तू ने दिल का चैन छीना है

रोता है मेरा दिल
किसको पुकारूँ क्या करूँ
जीना भी है मुश्क़िल
किसको पुकारूँ क्या करूँ
किसको पुकारूँ क्या करूँ
क्या करूँ क्या करूँ
रोता है मेरा दिल
किसको पुकारूँ क्या करूँ

( तक़दीर ने मुझको लूट लिया
हर आस का सूरज डूब गया
हर आस का सूरज डूब गया ) -2
ये ग़म की घटायें ऐसी उठीं
उम्मीद पे पानी फेर दिया -2
अब दूर हुई मन्ज़िल
किसको पुकारूँ क्या करूँ

ये फूल ख़ुशी के काँटे हैं
हम चुपके-चुपके रोते हैं
चुपके-चुपके रोते हैं
ऐ मौत गवाही देना तू
हम प्यार पे क़ुर्बाँ होते हैं -2
दुनिया है बड़ी क़ातिल
किसको पुकारूँ क्या करूँ
किसको पुकारूँ क्या करूँ
क्या करूँ क्या करूँ
रोता है मेरा दिल
किसको पुकारूँ क्या करूँ

मर जायें तो इतना कर देना
दो आँसू आ के चढ़ा देना -2
इस प्यार की उजड़ी बस्ती में
इक याद का दीप जला देना -2
तुम हो ना सके हासिल
किसको पुकारूँ क्या करूँ
किसको पुकारूँ क्या करूँ
क्या करूँ क्या करूँ
रोता है मेरा दिल
किसको पुकारूँ क्या करूँ
रोता है मेरा दिल

 ",Baadal,1951,Shankar-Jaikishan,Hasrat,Lata
"कुशियां दा मींह वस्सिया
सजना दा ख़त आया, साडा रोंदा दिल हस्सिया

खजियां दियां पखियां ने 
मार फ़क़ीर कीता अए, कियां ज़ालिम अखियां ने

कोठे उत्तों उड कांवां
सद पटवारी नूं, जिन्द महिये दे नां लावां

जग रैन बसेरा अए
अस्सां केह्ड़ा मुड़ औना, सडा जोगी वला फेरा अए



 ",(Non-Film),1940,nan,Traditional,Zeenat Begum
"Pरेम ळत:Sतन्ज़ 1
ड़ज्कुमरि:Sतन्ज़ 2
षम्शद :Sतन्ज़ 3

ख़ुशियां मनाएं क्यों न हम, हम किसी से क्यों डरें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां डड्डां डड्डां डड्डां डड्डा ड्डां

मर्द हैं तो इस लिये कि ख़िद्मत करें वो और्तों की
हक़ तो चाहते हैं मगर अपना हक़ तो अदा करें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां ...

नाज़ुक हैं वो कलाइयां पत्ली कमर में बल पड़ें
अजी सौ डेढ़ सौ बल पड़ें
चलने में मोच आए गी पर्दे में वो रहा करें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां ...

जला करें मरा करें गला करें सड़ा करें
जला करें मरा करें गला करें सड़ा करें
अपनी मनहूस शकल ले हम को न वो दिखा करें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां ...

# ड़फ़ि अन्द चोरुस #

ख़ुशियान मनाएं क्यों न हम, हम किसी से क्यों डरें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां डड्डां डड्डां डड्डां डड्डा ड्डां

देखो तो उनकी शोख़ियां हम से करें मुक़ाबला
उनसे कहो के रोज़ वो दूध और घी पिया करें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां ...

नाज़ुक हैं वो कलाइयां पत्ली कमर में बल पड़ें
अजी सौ डेढ़ सौ बल पड़ें
चलने में मोच आए गी पर्दे में वो रहा करें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां ...

जला करें मरा करें गला करें सड़ा करें
जला करें मरा करें गला करें सड़ा करें
अपनी मन्हूस शकल ले हम को ना वो दिखा करें
क़िसमत हमारे साथ है जलने वाले जला करें
हो डड्डां डड्डां डड्डां ...

 ",Khidki,1948,C Ramchandra,P L Santoshi,"Shamshad, Mohantara, Lata, Cho..."
"ख़ुशियों का ज़माना बीत गया -2
मजबूर मुहब्बत रोती है रोती है
नाशाद है तू नाशाद हूँ मैं -2
क़िस्मत दोनों की सोती है सोती है
ख़ुशियों का ज़माना बीत गया -2

बरबाद उधर तेरा दिल है -2
रोती हैं इधर मेरी आँखें मेरी आँखें
वो कौन सी दुनिया है जिसमें -2
आबाद मोहब्बत होती है होती है

ख़ुशियों का ज़माना बीत गया -2
मजबूर मुहब्बत रोती है रोती है
ख़ुशियों का ज़माना बीत गया -2

तू ग़म की कहानी कहता जा -2
जो दर्द मिला है सहता जा सहता जा
ओ दर्द के मारे देखे जा -2
तक़दीर कहाँ तक सोती है सोती है

ख़ुशियों का ज़माना बीत गया -2
मजबूर मुहब्बत रोती है रोती है
ख़ुशियों का ज़माना बीत गया -2

 ",Amar Kahani/ ( Kanchan 1955),1955,Husnlal-Bhagatram,Rajinder Krishan,Suraiya
"ख़ुशियों के दिन मनये जा
दिल के तराने गाये जा
तुझ को जवानि की क़सम
दिल की लगी बुझाये जा

दुनिया मेरी बसाये जा
आजा पिया आजा पिया
अभी तो मैं जवान हूँ -3

अभी तो मैं जवान हूँ -3

ज़ाहिद यूँही बद्नाम है
ग़म से तुझे क्या काम है
यह मुस्कुराती ज़िन्दगी
ज़िन्दादिली का नाम है
दिल दिल से मुस्कुराये जा
कुछ गाये जा बल खाये जा
अभी तो मैं जवान हूँ -3

 ",Afsaanaa,1951,Husnlal-Bhagatram,Gaafil Haranaalwi,Lata
"ख़ुशियों के ज़माने आए दिल प्यार के गाने गाए
मैने जबसे नैन लगाए हाय

धीरे-धीरे तेरा-मेरा मेरा-तेरा प्यार हुआ
नैनों के भाग जागे तेरा दीदार हुआ
होंठों पर तराने आए
दिल प्यार के गाने ...

इस दिल को दिल में ले ले ले ले फिर जग जाएँ प्यार के मेले मेले
हो मेरे दिल में समा जा पिया दिल में समा जा तू आजा
अब काहे को देर लगाए
दिल प्यार के गाने ...

चोरी-चोरी तूने मेरे दिल को चुराए लिया
जोरा-जोरी तूने मोहे अपना बनाए लिया
तूने सपने मेरे सजाए
दिल प्यार के गाने ...

 ",Farmaaish,1953,Husnlal-Bhagatram,Khaawar Zamaan,"Rafi, Meena Mangeshkar"
"ख़ुशियों की सौगात है नारी -2

दुनिया में हम सब की जननी है नारी -2

भूमि पे भी स्वर्ग में भी अनमोल दौलत है नारी 

अनमोल दौलत है नारी 

हे लड़की देखी भूख उड़ गई 

लड़की देखी नींद उड़ गई 

लड़की देखी बात बन गई होय 

क क क क क क college के साथी

क college के साथी -4

साथी मिले प्यारे-प्यारे किस्से हुये दिल के सारे 

काश्मिर जैसा गुलशन capco king kaa garden 

हर दिन है fashion show 

college के साथी

आँखें silicon graphic la.Dakiiyo.n se jam hotaa traffic 

v channel choice hai ye to bhii voice है 

गाल ऐसे चमकें जैसे laser

तेरा love letter kahataa hai pager 

मैं प्यार का computer aur tuu hai software 

cell yaa phone jaisii hotii tuu agar baggy yaa pocket में हम रख लेते तुमको 

contact lens जैसी होती तू अगर पलकों में आहिस्ता से रख लेते तुमको 

सुंदर लड़की हर दम है inspiration aage ba.Dhatii unase younger generation 

college के साथी ही तो जीवन के प्यारे साथी 

cell yaa phone जैसी होती तू अगर
baggy yaa pocket में हम रख लेते तुमको 

dating kii Kaatir college gate pe waiting कर लेंगे हम 

o k ho to san francisco disco चलेंगे हम 

boys and girls mil-jul ke rock and roll करने के साथी यही साथी 

everyday love season मिलता है ऐसा प्यारा देख कहाँ

क क क क क क college के साथी
क college के साथी

 ",Duniya Dilwalon Ki,1996,A R Rahman,"P K Mishra, Mehboob","Hariharan, Kaykay, Aslam Mustafa"
"कू कू दिल ये बोले मैं तो जानूं ना
तेरे भी दिल में जो हुआ है तू वो माने ना
थोड़ी तू भी दीवानी थोड़ा मैं भी दीवाना
कू कू दिल ये बोले ...

थोड़ी मैं भी दीवानी थोड़ा तू भी दीवाना

मुझे ऐसा लगा दिल ने जैसे कहा आजा हम तुम करें दोस्ती
भूल कैसे गए कहा था जो तूने कि मैं हूँ बड़ी सिरफिरी
अरी छोड़ दे दीवानी खत्म कर दे वो कहानी
कैसे भूलूं मैं वो बातें जा जा छोड़ मेरा हाथ
अरे क्यूं तू अकड़ती है मुझसे झगड़ती है ऐसे बिगड़ती है क्यूं
कू कू दिल ये बोले ...

हो लाख कर लो जतन पिघले ना मेरा मन
लड़की हूं जी मैं तो शहर की
कोई रूप है ना रंग बात करने का न ढंग
अरे वाह री शहर की परी
माना तुमने क्यूं बुरा वो मजाक था मेरा
ये नखरे ये अदा किसी और को दिखा
क्यूं तू अकड़ता है मुझसे झगड़ता है ऐसे बिगड़ता है क्यूं
कू कू दिल ये बोले ...

थोड़ी ये भी दीवानी हाँ हाँ
थोड़ा वो भी दीवाना ओ हो

 ",Safaari,1999,Shyam Mohan,Rani Malik,"Kumar Sanu, Kavita Subramaniam..."
"कू-ब-कू मुझे तू नज़र आए -4

चाहता हूँ मैं तो तुझे रूह की गहराई तक
जाने कितना तड़पा हूँ मैं देखने को तेरी झलक
आ भी जाओ न यूँ सताओ ना -2  आओ

कू-ब-कू ...

तेरा चेहरा तेरी चाहत मेरी आरज़ू
कू-ब-कू मुझे तू नज़र आए

पल-पल-पल ढूँढ़े तुझे नज़र ओ जान-ए-जाँ, ओ जान-ए-जाँ
कैसा ये मोहब्बत का असर ओ जान-ए-जाँ, ओ जान-ए-जाँ
कहकशाँ की तरह आती जाती है तू हर जगह
मेरी जन्नत मेरा जहाँ -2 है बस तू ही तू


दिल दिल दिल बनाया क्यों ये दिल ओ रब्बा रे ओ रब्बा रे
मिलने की बड़ी ही मुश्किल ओ रब्बा रे ओ रब्बा रे
रूबरू जब भी आए मेरा इश्क़ जाती है जाँ
हाल-ए-दिल है कैसा  मेरा -2 कैसे मैं कहूँ

कू-ब-कू मुझे तू नज़र आए


 ",Dil Maange More,2005,Himesh Reshammiya,Sameer,"Shaan, Jayesh"
"ख़ूँरेज़ करिश्मा नाज़ सितम
ग़मज़ों  की झुकावट वैसी ही
पलकों की झपक पुतली की फिरत
सुरमे की घुलावट वैसी ही

बेदर्द सितमगर बेपरवा
बेकल चंचल चटकीली सी
दिल सख़्त क़यामत पत्थर सा
और बातें नर्म रसीली सी

चेहरे पर हुस्न की गर्मी से
हर आन चमकते मोती से
ख़ुशरंग पसीने की बूँदें
सौ बार झमकते मोती से

 ",Husn-e-Jaana (Non-film),1997,Muzaffar Ali,Nazeer Akbarabadi,Chhaya Ganguli
"ये इनायतें ग़ज़ब की ये बला की मेहरबानी
मेरी ख़ैरियत भी पूछी किसी और की ज़बानी
कभी इल्तिफ़ात-ए-पैहम कभी मुझसे बदग़ुमानी
तेरी वो भी मेहरबानी तेरी ये भी मेहरबानी

ख़ूब-रूयों से यारियाँ न गईं
दिल की बे-इख़्तियारियाँ न गईं

अक्ल सब्र-आशना से कुछ न हुआ
शौक़ की बेकरारियाँ न गईं

दिन की सेहरा-नवर्दियाँ न छुटीं
शब की अख़्तर-शुमारियाँ न गईं

थे जो हमरंग-ए-नाज़ उनके सितम
जिनकी उम्मीदवरियाँ न गईं

तर्ज़-ए-मोमिन में मरहबा 'हसरत्'
तेरी रंगी-निगारियाँ न गईं

 ",Suraag (Non-Film),1989,nan,Hasrat Mohani,Ghulam Ali
"ख़ूबसूरत है वो इतना सहा नहीं जाता
कैसे हम ख़ुद को रोक लें रहा नहीं जाता
चाँद में दाग़ है ये जानते हैं हम लेकिन
रात भर देखे बिना उसको रहा नहीं जाता
ख़ूबसूरत है वो इतना ...

जो मेरा हो नहीं पाएगा इस जहाँ में कहीं
रूह बनकर मिलूँगा उसको आसमाँ में कहीं
प्यार धरती पर फ़रिश्तों से किया नहीं जाता
ख़ूबसूरत है वो इतना ...

उन निगाहों में मोहब्बत नहीं तो कहो और क्या है
पर वो मुझसे ये कह रहा वो किसी और का है
ज़रा-सा झूठ भी ढंग से कहा नहीं जाता
ख़ूबसूरत है वो इतना ...

आँख में क़ैद किये बैठा मैं एक हसीं लम्हा
जब मैं इस नींद से जागूँग तो दिल टूटेगा
वो मुझे ख़्वाब कोई क्यूँ दिखा नहीं जाता
ख़ूबसूरत है वो इतना ...


 ",Rog,2004,M M Kreem,Saeed Quadri,M M Kreem / Udit Narayan
"कि : ख़ूबसूरत हसीना जान-ए-जाँ जान-ए-मन
 रंग जिसके लबों का ढूँढता है चमन
 तू नही तू नहीं वो हसीं तो सनम कोई और ही है
ल : ख़ूबसूरत दीवाना जान-ए-जाँ जान-ए-मन
 सुन के जिसके फ़साने झूम उठा मेरा मन
 तू नही तू नहीं वो हसीं तो सनम कोई और ही है

कि : कल वो मिली थी तो शब बातों में ढली थी
ल : हो मुझे छेड़ो ना ऐसे तो बता दो कौन थी वो
कि : ( ह हा ) -2 नाज़ों पली थी वो शबनम थी या कली थी 
 हो हो हो हो हो हो
 जैसी वो थी वैसी
 तू नही तू नहीं ...
ल : ख़ूबसूरत दीवाना ...

 ख़्वाबों में अक्सर वो आने-जाने लगा है
कि : ओ चलो छोड़ो रहने दो नहीं ये दिल्लगी अच्छी
ल : इस दिल्लगी में ये दिल जल जाने लगा है
 हो हो हो हो हो हो
 कैसे कह दूँ तू है
 तू नही तू नहीं ...
कि : ख़ूबसूरत हसीना ...

 झूमे नज़ारे अगर वो ज़ुल्फ़ें सवारे
ल : ओ मेरा दिल ना जला सुन ले
 मेरे बदले उसे चुन ले
कि : ( हा हा ) -2 समझी नहीं तू तेरी जानिब हैं इशारे
 हो हो हो हो हो हो
 हाँ हाँ तू ही है वो
दो : तू नही तू नहीं ...
कि : ख़ूबसूरत हसीना ...
ल : सुन के जिसके फ़साने ...
दो : तू नही तू नहीं वो हसीं तो सनम ( तेरा प्यार है ) -2

 ",Mr. X in Bombay,1964,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Lata"
"कूकत कोयलिया कुंजन में
कौन घड़ी तू आके अटरिया
बोली बैरनिया

मेरे घर पर बसंत मेरा
सहूँना गुमान तेरा
पिया रिझाने दे अब मोहे
जा री सौतनिया

साँझ सवेरे कूक कोयलिया
कूक न आधी रतिया
आधी रात मोरे रसिया सोये
फूलन सेजरिया

 ",Bharthari,1944,Khemchand Prakash,Pt Indra,Jahanara Kajjan
"( कुवें में ) -2 कूद के मर जाना
यार तुम शादी मत करना -2
मत करना -3
कुवें में कूद के ...

देखी दिल्ली की एक लड़की जिसको देख तबीयत फड़की
मुख से आह निकल गई ठंडी अन्दर-अन्दर आग सी भड़की
उसका नाम घराना पूछा उसका ठौर-ठिकाना पूछा
अपने दिल की उमंगे लेकर पहुँचा मैं उसके बंगले पर -2
जाते ही झुक के सलाम बजाया daddy को दिल का बयान सुनाया
भोले-भाले daddy बोले हाँ हाँ जी -2
हाँ हाँ जी 
अच्छा ख़्याल है आपका दीजिए मुझे पता अपने बाप का
आपके बाप को चिट्ठी के ज़रिए बता दूँगा
जी अच्छा ख़्याल है आपका

चाय पिलाऊँ के ठंडा मंगाऊँ ओय होय ओय होय
चाय पिलाऊँ के ठंडा मंगाऊँ
के मुरगी के अंडे की भुरजी बनाऊँ
चाय पिलाऊँ के ठंडा मंगाऊँ
के अंडे खिलाउँ के भुरजी बनाऊँ

हँस कर जब वो लड़की बोली मेरे दिल पे चल गई गोली
मेरे मन के बताशे टूटे आखिर मान गए प्रभु रूठे
तेरी जय-जय हो करतार -3
हो तेरी जय-जय हो करतार हो -3
तेरी जय-जय हो करतार
अरे बाप रे
इतने में आ गया उसका भाई ज़ालिम निकला बड़ा ही कसाई
कहने लगा
मुँह और मसूर की दाल वे ( निकल जा ) -2 यहाँ से चंडाल के बच्चे
( उसका भाई था बाक्सर भारी ) -2 उसने की हमले की तैयारी
मैं तो दुम को दबाकर भागा रस्ते में बोला मन का कागा
क्या क्या
( कुवें में ) -2 कूद के मर जाना ...

 ",Parivaar,1956,Salil Chowdhury,Shailendra,Kishore
"चूम कर रात जो सुलायेगी तो नींद आयेगी
ख़्वाब बन कर कोई आयेगा तो नींद आयेगी
अब वही आ के सुलायेगा तो नींद आयेगी
ख़्वाब बन कर ...

बात जो सिर्फ़ निगाहों से कही जाती है
कोई होंठों से सुनायेगा तो नींद आयेगी
ख़्वाब बन कर ...

नर्म ज़ुल्फ़ों की महक गर्म बदन की खुशबू
चुपके चुपके वो चुरायेगा तो नींद आयेगी
ख़्वाब बन कर ...

जिस्म हाथों की हरारत से पिघल जायेगा
आग रग रग में लगायेगा तो नींद आयेगी
ख़्वाब बन कर ...


 ",Raziaa Sultaan,1983,Khayyam,nan,Lata
"ख़्वाब हो तुम या कोई हक़ीक़त
कौन हो तुम बतलाओ
देर से कितनी दूर खड़ी हो
और करीब आ जाओ

सुबह पे जिस तरह, शाम का हो गुमार - (2)
ज़ुल्फ़ों में एक चेहरा, कुछ ज़ाहिर कुछ निहार

धड़कनों ने सुनी, एक सदा पाओं की - (2)
और दिल पे लहराई, आँचल की छाओं सी

मिल ही जाती हो तुम, मुझको हर मोड़ पे - (2)
चल देती हो कितने, अफ़साने छोड़ के

फिर पुकारो मुझे, फिर मेरा नाम लो - (2)
गिरता हूँ फिर अपनी, बाहों में थाम लो

 ",Teen Deviyan,1965,S D Burman,Majrooh,Kishore
"ख़्वाब में हमको बुलाते हो
ये क्या करते हो, हो ये क्या करते हो
प्यार की नींद चुराते हो
ये क्या करते हो, हो ये क्या करते हो

देखके एक नज़र -2 
मुझपे गिराके बिजली -2
आग पानी में लगाते हो
ये क्या करते हो, हो ये क्या करते हो

देख लो ढूँढ़के 
हम सा न मिलेगा तुमको -2
जाओ तुम हमको बनाते हो
ये क्या करते हो, हो ये क्या करते हो

छींटें पानी के न दो -3
नींद मेरी आँखों में -2
सोये किस्मत को जगाते हो
ये क्या करते हो, हो ये क्या करते हो



 ",Toofan,1954,S D Batish,Kaif Irfani,Lata
"( ख़्वाबों को सच मैं कर लूं
एक रात ऐसी दे दो ) 2
( जो उम्र भर न भूले
सौगात ऐसी दे दो ) 2

( मुझे ढक लो गेसुओं में
तुम बन के प्यार बरसो ) 2
तुम बन के प्यार बरसो
( दो दिल रहे न प्यासे
बरसात ऐसी दे दो ) 2

( ये हुस्न का ख़ज़ाना
ये मेरा ख़ाली दामन ) 2
ये मेरा ख़ाली दामन
( शाहों को मात कर दे
ख़ैरात ऐसी दे दो ) 2

ख़्वाबों को ...
जो उम्र भर ...

 ",Prem Geet,1981,Jagjit Singh,Indeevar,Suresh Wadkar
"क्या आपको एहसास है बात अब ये ही खास है
आपका दिल हमारे पास है हमारा दिल आपके पास है
आपका दिल हमारे ...

ये क्यूं आज रेशम सी है रोशनी
ये क्या गीत सा इन हवाओं में है
तुम्हें छू के रेशम हुई रोशनी
मेरे दिल की धड़कन फ़िज़ाओं में है
बहके बहके कई दिल में जज़्बात हैं
जागी जागी कोई अनकही प्यास है
आपका दिल हमारे ...

वो बादल उतरने लगे झील में
परिन्दे दरख्तों पे गाने लगे
जो तुम हमसफ़र हो तो ऐ हमसफ़र
हमें सारे मंज़र सुहाने लगे
मंज़िलों से गले रास्ते मिल गए
सपने सच हो गए पूरी हर आस है
आपका दिल हमारे ...

 ",Hamaaraa Dil Aapke Paas Hai,2000,Sanjeev-Darshan,Javed Akhtar,"Udit Narayan, Alka Yagnik"
