Song,Film,YearMusic Director,Lyricist,Singers
"गोरी हो काली हो, या नखरेवाली हो
कैसी भी दुल्हन दिला दे
हाथों में तेरे, सबकी है डोरी
अपना भी चक्कर चला दे   
गोरी हो काली हो   ...

बाजा बजेगा, शादी रचेगी
घ्हूँघट में गोरी हँसेगी
तूने सभी का जोड़ा बनाया
अपना भी टाँका भिड़ा दे
गोरी हो काली हो   ...

जीवन की गाड़ी, दो पहियों वाली
घर को चलाये घर वाली
है दूर मंज़िल, बेचैन है दिल
गाड़ी को धक्का लगा दे
गोरी हो काली हो   ...

बम्बई का जादू, कैसा है न्यारा
कोई रहे न कुँवारा
अरमान सारे हो जाये पूरे
जल्दी से दुल्हा बना दे
गोरी हो काली हो   ...

 ",Biwi O Biwi,1981,R D Burman,Nida Fazli(?),Kishore
"गोरी का साजन साजन की गोरी
लो जी शुरू हो गयी लव्‌्‌ स्टोरी
वो जा रही है मेरी हिरोइन्‌्‌
हीरो का दिल कर के चोरी

माका नाका गो
रोको न मुझे, टोको न मुझे
छुओ न मुझे, छेड़ो न मुझे
मत कर मेरे संग जोरा-जोरी

हे, गोरी का साजन, साजन की गोरी   ...

अपनी इस लव स्टोरी में कोई विलन न आ जाये
अपनी प्रेम तपस्या में कोई विघ्न न आ जाये
दिल की पतंगें, नयनों की डोरी
लो जी शुरू हो गयी लव स्टोरी
तारा रम पम पम
वो जा रही है मेरी हिरोइन्‌्‌   ...

याद करो तो फ़िल्मों में क्या क्या सीन दिखाते हैं
क्या क्या सीन दिखाते हैं
लेट के बातें करते हैं दौड़ के गाना गाते हैं
मैं पीछे भागा, तू आगे दौड़ी
लो जी शुरू हो गयी लव स्टोरी
तारा रम पम पम
वो जा रही है मेरी हिरोइन्‌्‌   ...

हे, गोरी का साजन
हे-हे
साजन की गोरी
हे-हे
लो जी शुरू हो गयी लव स्टोरी
तारा रम पम पम
वो जा रहे हैं हीरो-हिरोइन्‌्‌
एक दूजे का दिल करके चोरी


 ",Aakhree Raasta,1986,Laxmikant-Pyarelal,Anand Bakshi,"Asha, ???, chorus"
"र : गोरी के हाथ में
 जैसे ये छल्ला
 वैसी हो क़िसमत
 मेरी भी अल्ला

र : गोरी के हाथ में
को : गोरी के हाथ में
र : जैसे ये छल्ला
को : जैसे ये छल्ला
र : वैसी हो क़िसमत
 मेरी भी अल्ला

ल : छूने न दूँगी
 उँगली मैं बाबू
 बन जाओ चाहें रे
 चाँदी का छल्ला
ल : छूने न दूँगी
लो : छूने न दूँगी
ल : उँगली मैं बाबू
को : उँगली मैं बाबू
ल : बन जाओ चाहें रे
 चाँदी का छल्ला

ल : जा रे जा रे हाथ को हमारे
 हाथ लगा ना
 हो दिल्लगी ना समझना
र : कोई लुटे कोई मर मिटे
 जग हो दीवाना
 हो मैं जो बनूँ तेरा गहना
ल : तू जो बने गहना सँवरना छोड़ दूँ
 मोहे तू सजाये तो दरपन तोड़ दूँ
र : हो ऐसा ग़ुस्सा भई रे वल्लाह

र : गोरी के हाथ में
 जैसे ये छल्ला
 वैसी हो क़िसमत
 मेरी भी अल्ला
ल : छूने न दूँगी
लो : छूने न दूँगी
ल : उँगली मैं बाबू
को : उँगली मैं बाबू
ल : बन जाओ चाहें रे
 चाँदी का छल्ला

र : चाहूँ तुझे डोली में बिठा के
 कहीं ले जाऊँ
 ए हाय सोच में पड़ गई क्या
ल : जो मैं तेरी दुलहनिया बनूँ
 घूँघटा जला दूँ
 ओ हाय ये मैं कह गई क्या
र : जो मैं चाहूँ रे तू भी वो ही चाहे
 फिर तू ज़ालिम सताये मुझे काहे
ल : हो जा-जा इतना तू ना चिल्ला

ल : छूने न दूँगी
 उँगली मैं बाबू
 बन जाओ चाहें रे
 चाँदी का छल्ला

र : गोरी के हाथ में
को : गोरी के हाथ में
र : जैसे ये छल्ला
को : जैसे ये छल्ला
र : वैसी हो क़िसमत
 मेरी भी अल्ला

ल : छूने न दूँगी
लो : छूने न दूँगी
ल : उँगली मैं बाबू
को : उँगली मैं बाबू
ल : बन जाओ चाहें रे
 चाँदी का छल्ला

 ",Melaa,1971,R D Burman,Majrooh,"Rafi, Lata"
"श: (गोरी के नैनों में निंदिया भरी
     आ जा री सपनों की नीलम परी)-2
कि: अरे ओ मेरे ज़्हकमों की फिट्करी
    आ भी जा क्यों देर इतनी करी

श: ओ नीलम परी रूठ जाऊँगी मैं
    ? किया तो न आऊँगी मैं
    खामोश रहने में है बेहतरी
    आती हूँ, आती हूँ, दम लो घड़ी(?)
कि: आ भी जा क्यों देर इतनी करी
श: गोरी के नैनों में निंदिया भरी
    आ जा री सपनों की नीलम परी

कि: तू हूर है और मैं लँगूर
    तू हूर है और मैं लँगूर हूँ
    उल्फ़त के हाथों से मजबूर हूँ
    गुस्सा न कर, न कर, गुस्सा न कर
    ओ मेरी बेसुरी, ओ मेरी बेसुरी
    आ भी जा क्यों देर इतनी करी
श: आती हूँ, आ ती हूँ, दम लो घड़ी(?)
कि: आ भी जा क्यों देर इतनी करी
श: गोरी के नैनों में निंदिया भरी
    आजा री सपनों की नीलम परी


 ",Angaarey,1954,S D Burman,Sahir,"Kishore, Shamshad"
"गोरी नैन तुम्हारे क्या कहने -2
बालों में सावन की घटा
गालों पे पूनम की छटा
घुँघटा हटा
गोरी नैन तुम्हारे ...

चंचल-चंचल चाल तुम्हारी हिरनी धोखा खाए
गोरा-गोरा देखके मुखड़ा चन्दा छुप-छुप जाए
बात करे तो फूल झरें मुस्काए तो रंग भरें
ज़ुल्म करें
गोरी नैन तुम्हारे ...

पल में मारे पल में जिलाए छुप-छुप बान चलाए
नीलकमल से इन नैनों का भेद समझ ना आए
कभी-कभी तो प्यार करें कभी-कभी तकरार करें
रस के भरे
गोरी नैन तुम्हारे ...

 ",Purnima,1965,Kalyanji-Anandji,Bharat Vyas,Mukesh
"र : गोरी ओढ़ के मलमल निकली हाय
 गोरी ओढ़ के मलमल निकली के दिल मेरा मल-मल गई
 अरे रे रे के दिल मेरा मल मल गई
 देखो देखो के दिल मेरा मल मल गई
ल : ये किसकी नजरिया मचली हो
 ये किसकी नजरिया मचली चुनर मेरी ढल ढल गई
 अरे रामा चुनर मेरी ढल ढल गई
 देखो देखो चुनर मेरी ढल ढल गई

 ओ पग उलझे मेरा दिल धड़के -2
र : नस नस में शोला भड़के -2
ल : बल खाए कमरिया मोरी हो
 बल खाए कमरिया मोरी तो काहे जी बेकल पड़ गए
 अरे रामा तो काहे जी बेकल पड़ गए
 देखो देखो तो काहे जी बेकल पड़ गए हो जी
र : इक दिल ही बेकल नहीं गोरी हाय 
 इक दिल ही बेकल नहीं गोरी के पगड़ी में बल पड़ गए
 अरे रे के पगड़ी में बल पड़ गए
 ओ देखो के पगड़ी में बल पड़ गए हो जी

ल : हो छोड़ मोहे तेरा हाथ जले -2
र : अरे वाह अब तो चाहे तलवार चले -2
ल : हाय छोड़ दे मेरा रास्ता हो
 हाय छोड़ दे मेरा रास्ता के गाली दूंगी चुन चुन के
 अरे रामा के गाली दूंगी चुन चुन के
 देखो देखो के गाली दूंगी चुन चुन के हो जी
र : रानी चलो न बजाती बिछुआ हो
 रानी चलो न बजाती बिछुआ ज़हर चड़े सुन सुन के
 अरे रे रे ज़हर चड़े सुन सुन के
 देखो देखो ज़हर चड़े सुन सुन के हो जी

र : ओ उतरा उतरा रूप है क्यूँ -2
ल : बोलो चढ़ती धूप है क्यूँ -2
र : किन गलियों से होकर आई हो
 किन गलियों से होकर आई के मुख तेरा मैला है
 अरे रे रे के मुख तेरा मैला है
 ओ देखो देखो के मुख तेरा मैला है हो जी
ल : जब से तूने आँख लड़ाई हो
 जब से तूने आँख लड़ाई काजर मेरा फैला है
 अरे रामा काजर मेरा फैला है
 देखो देखो काजर मेरा फैला है हो जी

 ",Kaali Topi Laal Roomaal,1959,Chitragupt,Majrooh,"Rafi, Lata"
"को : आ ऐ आ 

गोरी पैंजणिया उतार चली रे
चोरी से नदिया के पार चली रे
हाय गोरी पैंजणिया उतार चली रे
चोरी से नदिया के पार चली रे

कोई देख ना कोई है रात सोई-सोई
अरे देख ना कोई है रात सोई-सोई
देखो हरजाई सजणा के द्वार चली रे

को : हैया -14

गोरी पैंजणिया उतार चली रे
चोरी से नदिया के पार चली रे

को : हो ओ ओ ढोला सारी रात जागे-सतावे
 ढोला नौ तन ऐसा कहो कोई लै आवे

वक़्त का तक़ाज़ा है दर्द का फ़साना है
हो ओ ओ वक़्त का तक़ाज़ा है दर्द का फ़साना है
कौन किसे समझेगा संगदिल ज़माना है
अँखियन से अंसुवन की धार चले रे
को : हो हो हो
गोरी पैंजणिया उतार चली रे
चोरी से नदिया के पार चली रे
देख ना कोई है रात सोई-सोई
हाँ आँ आँ
अरे देख ना कोई है रात सोई-सोई
देखो हरजाई सजणा के द्वार चली रे
ऐ ऐ ऐ ऐ

को : हैया -14

दूर बड़ी मंज़िल है राह बड़ी मुश्क़िल है
हाँ आँ
दूर बड़ी मंज़िल है राह बड़ी मुश्क़िल है
राज़ कोई जाने ना सोच में पड़ा दिल है
आई बेचारी लाचार चली रे
गोरी पैंजणिया उतार चली रे
चोरी से नदिया के पार चली रे
देख ना कोई है रात सोई-सोई
हाँ आँ
अरे देख ना कोई है रात सोई-सोई
देखो हरजाई सजणा के द्वार चली रे
ऐ ऐ ऐ ऐ

को : हैया -14

गोरी पैंजणिया
चोरी से नदिया

को : हैया -14
 ओ ढोला ढोला

 ",Surya,2003,Aadesh Srivastava,Sameer,"Vasundhara, Kirti Sagathia"
"गोरी तेरा गाँव बड़ा प्यारा
मैं तो गया मारा
आके यहाँ रे, आके यहाँ रे
उसपर रूप तेरा सादा
चन्द्रमधु आधा
आधा जवाँ रे, आधा जवाँ रे

जी करता है मोर कि पैरों में पायलिया पहना दूँ
कुहू कुहू गाति कोयलिया को, फूलों क गहना दूँ
झर झर झरते हुए झरने, मन को लगे हरने
ऐसा कहाँ रे, ऐसा कहाँ रे
उसपर रूप तेरा सादा   ...

रंग बिरंगे फूल खिले हैं, लोग भी फूलों जैसे
आ जाये इक बार यहाँ जो, जायेगा फिर कैसे
यहीं घर अपना बनाने को, पंछी करे देखो
तिनके जमा रे, तिनके जमा रे
उसपर रूप तेरा सादा   ...

परदेसी अन्जान को ऐसे कोई नहीं अपनाता
तुम लोगों से जुड़ गया जैसे जनम जनम का नाता
अपने धुन में मगन डोले, लोग यहाँ बोले
दिल की ज़बाँ रे, दिल की ज़बाँ रे
उसपर रूप तेरा सादा   ...

 ",Chitchor,1976,Ravindra Jain,Ravindra Jain,Yesudas
"ये ये ये ये
गोरी तेरा नखरा दिल को भाए
तेरी अदा तो आग लगाए
I love you दिल ये कहता है
दिल में तू ही रहता है
साँसों में तेरा प्यार बहता है
हे गोरी तेरा नखरा ...

thinking about you, talking about you, every night and day,
ye, ye, thinking about and talking about you, honey!
Keep it up, you do.

देखो देखो देखो दिल ये मेरा कैसी कैसी बातें करता है
देख के तुझको जीता है ये चेहरे पे तेरे मरता है
रह के तुझ से दूर सनम मैं भी आहें भरती हूँ
सिर्फ़ तुम्हारी चाहत है पर कहने से डरती हूँ
ऐसा कह के मुझको यारा तूने किया घायल
हे गोरी तेरा नखरा ...

दुनिया में लाखों हुस्न वाले कोई नहीं तेरे जैसा है
होंगे बड़े मजनू इस जहां में कोई नहीं आशिक़ ऐसा है
देख के ये दीवानापन तेरी बातें मान गई
तू मेरा सच्चा आशिक़ है जान-ए-मन पहचान गई
प्यार में तेरे जान-ए-जानां मैं तो हुआ पागल
हे गोरी तेरा नखरा ...

 ",Aashiq,2001,Sanjeev-Darshan,Sameer,"Udit Narayan, Alka Yagnik, Cho..."
"कि : गोरी तेरे अंग अंग में रूप रंग के भरे हुए हैं कलसे
       हाँ हाँ कलसे
आ : जवानी तूफ़ानी बहका के ये मानी देखो न इसके जलसे
         धिम तारा धिम तारा धिम तारा
         मेरे नज़ारे ने मारा
कि :  धिम तारा धिम तारा धिम तारा
         तेरा नज़ारा बड़ा प्यारा
         गोरी तेरे अंग अंग में ...

आ : होगा घायल कि नाचे पायल कि गाए कंगन मेरा
कि :  तेरी अदा है मीठी सदा है गूंजे आँगन मेरा
        पहले तो दिल में तू आना ना
        आई तो दिल से तू जाना ना
आ : छेड़ छेड़ मुझको सता ना ना ना
कि :  गोरी तेरे अंग अंग में ...
आ : जवानी तूफ़ानी ...
        धिम तारा ...
कि :  धिम तारा ...

         भंवरा जिसे नहीं छू सका है तू वो कुंवारी कली
आ : खिंचती गई मैं तेरी तरफ़ कि आ पहुँची तेरी गली
        कब से खड़ी मैं तेरी राहों में
        तू जो चाहे भर ले मुझे बाहों में
कि : तू ही तू है मेरी भी निगाहों में
       गोरी तेरे अंग अंग में ...
आ : जवानी तूफ़ानी ...
        धिम तारा ...
कि :  धिम तारा ...

 ",Tohfaa,1984,Bappi Lahiri,Indeevar,"Kishore, Asha"
"गोरी तेरे चलने पे मेरा दिल क़ुर्बाँ -2
तेरा चलना तेरा रुकना तेरा मुड़ना तौबा
गोरी तेरे चलने ...

पायल बजाना उस पे लहराना लचकना -2
ज़ुल्फ़ें उड़ाना और मेरा दूर से तकना
मुझे डर है लुट ना जाए कहीं मेरा ईमान
मेरा दिल क़ुर्बान ...

तेरा दीवाना तेरी आरज़ू करता है तेरा दीवाना
तेरा सौदाई तेरे नाम पे मरता है
ज़रा थम जा ज़रा रुक जा तेरा होगा एहसान
मेरा दिल क़ुर्बान ...

 ",Faisla,1965,Usha Khanna,Asad Bhopali,Mukesh
"ल :  गोरी तेरे सपनों के सजना
 आये तेरे अन्गना
 कर ले सोलह सिन्गार
 हो
 हो जा जाने को अब तैयार
 हो
 ले के डोली खड़े हैं कहार

को : गोरी तेरे सपनों के सजना
 आये तेरे अन्गना
 कर ले सोलह सिन्गार
 हो
 हो जा जाने को अब तैयार
 हो
 ले के डोली खड़े हैं कहार

ल : कल से बालम के रंग रंग जायेगी
 उनके मन के महल को सजायेगी तू
को : ओ सजायेगी तू
ल : बीते वो दिन भूल जाना सखी
को : हो
 बीते वो दिन भूल जाना सखी
ल : भूल जाना वो बचपन का प्यार

को :  ले के डोली खड़े हैं कहार
 गोरी तेरे सपनों के सजना
 आये तेरे अन्गना
 कर ले सोलह सिन्गार
 हो
 हो जा जाने को अब तैयार
 हो
 ले के डोली खड़े हैं कहार

ल : गोरी काहे को अब तेरे नैना भरे
 एक दिन तो सभी को बिछड़ना पड़े
को : ओ बिछड़ना पड़े
ल : नैहर में रहना है दिन चार का
को : ओ नैहर में रहना है दिन चार का
ल : सबको जाना है साजन के द्वार

को :  ले के डोली खड़े हैं कहार
 गोरी तेरे सपनों के सजना
 आये तेरे अन्गना
 कर ले सोलह सिन्गार
 हो
 हो जा जाने को अब तैयार
 हो
 ले के डोली खड़े हैं कहार

 ",Nai Dilli / New Delhi,1956,Shankar-Jaikishan,Shailendra,"Lata, Chorus"
"गोरों की न कालों की, ये दुनिया है दिलवालों की
हा गोरों की न कालों की दुनिया है दिलवालों की
हँसके जियें हँसके मरें हम जैसे दिलवालों की
(हो गोरों की न कालों की, ये दुनिया है दिलवालों की) 2

(गली गली में गीत हमारे गूँजें सुबह-ओ-शाम
हम गीतों के सौदागर हैं यही हमारा काम) 2
(न सोना न चाँदी, गीतों से हमको प्यार) 2

(गोरों की न कालों की, ये दुनिया है दिलवालों की) 2

(हाँ जीना है दिन चार यहाँ ख़ुश होके जी ले यार 
करना है कुछ अगर तुझे जी भरके कर ले प्यार) 2
(क्या तेरा क्या मेरा भुला दे मेरे यार) 2

गोरों की न कालों की, ये दुनिया है दिलवालों की
हँसके जियें हँसके मरें हम जैसे दिलवालों की
(हो गोरों की न कालों की, ये दुनिया है दिलवालों की) 2

 ",Disco Dancer,1982,Bappi Lahiri,nan,"Suresh Wadkar, Usha Mangeshkar"
"र : गोविंदा आला रे आला ज़रा मटकी संभाल बृजबाला
को : गोविंदा आला रे ...
र : अरे एक दो तीन चार संग पाँच छः सात हैं ग्वाला
को : अरे एक दो तीन ...

र : आई माखन के चोरों की सेना
को : आई माखन के चोरों की सेना
र : ज़रा बचके संभल के जी रहना
को : ज़रा बचके संभल के जी रहना
र : बड़ी नटखट है फ़ौज कहीं आई जो मौज
 ( नहीं बचने का ) -2 कोई भी ताला ताला
 गोविंदा आला रे ...

 हो कैसी निकली है झूम के ये टोली
को : हो कैसी निकली है झूम के ये टोली
र : आज खेलेगी दूध से ये होली
को : आज खेलेगी दूध से ये होली
र : भीगे कितना भी अंग ठंडी हो ना उमंग
 ( पड़े इनसे ) -2 किसी का न पाला पाला
 गोविंदा आला रे ...

 ",Bluff Master,1963,Kalyanji-Anandji,Rajinder Krishan,Rafi
"को : गोविन्द बोलो हरि गोपाल बोलो
 राधा-रमन हरि गोपाल बोलो
 गोविन्द बोलो हरि गोपाल बोलो
 जय-जय श्याम ( राधेश्याम ) -3

ल : ओ री ओ
 मोसे मोरा श्याम रूठा
 काहे मोरा भाग फूटा
 काहे मैने पाप ढोए
 अँसुवन बीज बोए
 छुप-छुप मीरा रोए
 दर्द न जाने कोए
 ओ री ओ
 मोसे मोरा ...
को : जय-जय श्याम ( राधेश्याम ) -3

ल : विष का प्याला पीना पड़ा है
 मरकर भी मोहे जीना पड़ा है
 नैन मिलाए गिरधर से
 गिर गई जो अपनी ही नज़र से
 रो-रो नैना खोए
 छुप-छुप मीरा ...
को : जय-जय श्याम ( राधेश्याम ) -3

 ",Johny Mera Naam,1970,Kalyanji-Anandji,Indeevar,Lata
"को: गोया के चुनाँचे, गोया के चुनाँचे -2

ल: हो, नाचें गाएँ झूमके, आ गोया के चुनाँचे -2
कि: कितना प्यारा गीत है, ये गोया के चुनाँचे -2
को: गोया के चुनाँचे ...

ल: (किया मैं ने प्यार यूँ तो कई बार
दिल का सौदा तुझसे पहली बार किया) -2
अँधेरा खो गया सवेरा हो गया
मैं तेरी हो गई तू मेरा हो गया
बन गई मेरी ज़िन्दगी, बस गोया के चुनाँचे
को: गोया के चुनाँचे ...

कि: (लब पे तेरा नाम दिल में तेरी याद
आँखों में तेरी तसवीर बसी) -2
ये दिल क्यूँ हो गया दीवाना क्या कहूँ
दीवाने दिल का मैं फ़साना क्या कहूँ
मुझको अपना होश नहीं, बस गोया के चुनाँचे
को: गोया के चुनाँचे ...

म: (आशिक़ उसका नाम हाथ जो ले थाम
दुनिया छोड़े यार यारी ना तोड़े) -2
ख़ुशी के दिन हों या ग़मों की शाम हो
उसी की याद हो उसी का नाम हो
सौ बातों की एक बात, ये गोया के चुनाँचे

नाचें गाएँ झूमके, आ गोया के चुनाँचे

 ",Manoranjan,1974,R D Burman,Anand Bakshi,"Lata, Kishore, Manna Dey"
"( गुड़िया
हमसे रूठी रहोगी
कब तक न हँसोगी
देखो जी किरन सी लहराई
आई रे आई रे हँसी आई
देखो जी किरन सी लहराई
आई रे आई रे हँसी आई ) -2
गुड़िया

( झुकी-झुकी पलकों में आ के
देखो गुपचुप आँखों से झाँके
तुम्हारी हँसी
गुपचुप आँखों से झाँके ) -2
फिर भी
अँखियाँ बन्द करोगी

कब तक न हँसोगी
( देखो जी किरन सी लहराई
आई रे आई रे हँसी आई ) -2
गुड़िया

( अभी-अभी आँखों से छलके
अभी कुछ-कुछ होंठों पे झलके
तुम्हारी हँसी
कुछ-कुछ होंठों पे झलके ) -2
फिर भी
मुख पे हाथ धरोगी

कब तक न हँसोगी
( देखो जी किरन सी लहराई
आई रे आई रे हँसी आई ) -2
गुड़िया
हमसे रूठी रहोगी
कब तक न हँसोगी
( देखो जी किरन सी लहराई
आई रे आई रे हँसी आई ) -2

 ",Dosti,1964,Laxmikant-Pyarelal,Majrooh,Rafi
"गुड़िया रानी बिटिया रानी परियों की नगरी से एक दिन
राजकुंवर जी आएंगे महलों में ले जाएंगे
गुड़िया रानी बिटिया रानी ...

आगे पीछे घोड़े हाथी बीच में होंगे सौ बाराती
इतनी आज अकेली हो तुम तेरे कितने होंगे साथी
कितनी खुश हूँ मैं मेरी आँख में पानी
गुड़िया रानी बिटिया रानी ...

तू मेरी छोटी सी गुड़िया बन जाएगी जादू की पुड़िया
तुझपे आ जाएगी जवानी मैं तो हो जाऊंगी बुढ़िया
भूल ना जाना प्रीत पुरानी
गुड़िया रानी बिटिया रानी ...

 ",Lamhe,1991,Shiv-Hari,Anand Bakshi,Lata
"ग़ुंचा कोई ...
ग़ुंचा कोई मेरे नाम कर दिया (2)
साक़ी ने फिर से मेरा जाम भर दिया (2)
ग़ुंचा कोई, हम्म ...

तुम जैसा कोई नहीं इस जहान में (2)
सुबह को तेरी ज़ुल्फ़ ने शाम कर दिया (2)
साक़ी ने फिर से मेरा जाम भर दिया 
ग़ुंचा कोई, हम्म ...

महफ़िल में बार बार इधर देखा किये (2)
आँखों के जज़ीरों को मेरे नाम कर दिया (2)
साक़ी ने फिर से मेरा जाम भर दिया
ग़ुंचा कोई, हम्म ...

होश बेख़बर से हुए उनके बग़ैर (3)
वो जो हमसे कह न सके दिल ने कह दिया (2)
साक़ी ने फिर से मेरा जाम भर दिया
ग़ुंचा कोई, हम्म ...

ग़ुंचा कोई मेरे नाम कर दिया
साक़ी ने फिर से मेरा जाम भर दिया


 ","Main, Meri Patni aur Woh",2005,Rajendra Shiv,Rocky Khanna,Mohit Chauhan
"ग़ुंचे लगे हैं कहने
फूलों से भी सुना है तराना प्यार का
कहता है दिल आके मिल ओ मेरी ज़िंदगी
तनहा न बीत जाये दिन बहार का

(अभी अभी इक हवा का झोंका 
याद तेरी ले आया
याद के साज़ों पर दिल ने 
इक प्रीत का गीत सुनाया) -2
ओ मेरी दिलरुबा सुन ले ज़रा
कहता है दिल तुझसे ये क्या अफ़साना
ग़ुंचे लगे हैं कहने ...

(दिलबर मेरे दिल में क्या है
तू जो इसे सुन लेती
मेरे संग जीवन के कितने
सपने तू बुन लेती) -2
ओ मेरी दिलरुबा तू बन शमा
और देख जा जलता हुआ परवाना
ग़ुंचे लगे हैं कहने ...


 ",Taranaa,1979,Ram Laxman,Ravindra Rawal,Shailendra Singh
"गुँजा रे ... 
गुँजा रे ... चन्दन चन्दन चन्दन ... 
हम दोनो में दोनो खो गए 
देखो एक दूसरे के हो गए 
राम जाने वो घड़ी कब आएगी जब 
होगा हमारा गठबँधन, गुँजा रे ... 

1) हो सोना नदी के पानी हिलोर मारे 
प्रीत मनवा मा हमरी जोर मारे 
है ऐसन कइसन होई गवारे, राम जाने, हो राम जाने वो ... 

2) तेरे सपनों मैं डूबी रहे आँखें 
तेरे खुशबू से महक उठी रातें 
रंग तेरे पाँव का लग के मेरे पाँव कहें 
हर दिन बीते तेरे रँगों की छाँव में 
हो, बूढ़े बरगद की माटी को सीस धर ले 
दीपा सत्ती को सौ सौ प्रणाम कर ले 
ओ देगी आसीस तो जलदी बियाहेगी राम जाने, 
राम जाने, हो वो घड़ी ... 

 ",Nadiyaa Ke Paar,1982,Ravindra Jain,Ravindra Jain,"Hemlata, Suresh Wadkar"
"गुलाबी आँखें जो तेरी देखीं शराबी ये दिल हो गया
संभालो मुझको ओ मेरे यारों संभलना मुश्किल हो गया
गुलाबी आँखें जो ...

दिल में मेरे ख़्वाब तेरे तस्वीरें जैसे हों दीवार पे
तुझपे फ़िदा मैं क्यूँ हुआ आता है गुस्सा मुझे प्यार पे
मैं लुट गया मान के दिल का कहा
मैं कहीं का ना रहा क्या करूँ मैं दिलरुबा
बुरा ये जादू तेरी आँखों का ये मेरा क़ातिल हो गया
गुलाबी आँखें जो ...

मैने सदा चाहा यही दामन बचा लूं हसीनों से मैं
तेरी क़सम ख़्वाबों में भी बचता फिरा नाज़नीनों से मैं
तौबा मगर मिल गई तुझसे नज़र मिल गया दर्द-ए-जिगर
सुन ज़रा ओ बेख़बर
ज़रा सा हँस के जो देखा तूने मैं तेरा बिस्मिल हो गया
गुलाबी आँखें जो ...

 ",The Train,1970,R D Burman,Anand Bakshi,Rafi
"गुलामी का घना अँधेरा भारत में था छाया
इन्क़लाब का नारा गांधी नेहरू ने दोहराया
भगतसिंह आज़ाद ने अपने लहू की नदी बहा दी
जानें लुटा के वीरों ने आज़ादी हमें दिला दी
रोको ज़ुल्मों की आंधी को नफ़रत का लहू मत बहने दो
कम से कम प्यार की धरती पर तो प्यार को ज़िंदा रहने दो
रोको ज़ुल्मों की आंधी ...

भूख गरीबी भारी चौराहों पर लुट गई नारी
घर में घुस कर गोली मारी पकड़ा गया न अत्याचारी
इन्सानी रूहों के अन्दर समा गया है हैवान दरिंदा
बेच रहा बेटी की अस्मत जला दिया दुल्हन को ज़िंदा
जिनकी कोख से पैदा हुए उसे इज़्ज़त के गहने दो
रोको ज़ुल्मों की आंधी ...

कटे जिस्म को और कहां तक काटोगे बतलाओ
इक माँ को कितने हिस्सों में बांटोगे बतलाओ
कटे हुए टुकड़ों को गर तुम जोड़ सको तो जोड़ो
मार के पत्थर अपनी माँ का सर ऐसे न फोड़ो
अंग अंग ज़ख्मी है क्यों ज़ख्मों को सहने दो
रोको ज़ुल्मों की आंधी ...

चीख रही है भारत माता गांधी गांधी वापस आओ
आज़ाद देश की मैं गुलाम आज़ादी मुझे दिलाओ
लिपट गई है तुमसे आकर अपनी भारत माता
बचा लो इसकी लाज मेरे भारत के भाग्य विधाता

 ",Aazaad Desh Ke Ghulaam,1990,Laxmikant-Pyarelal,Sameer,"Kavita Subramaniam, Mohammed A..."
"कि : गुलमोहर गर तुम्हारा नाम होता 
मौसम-ए-गुल लो हंसाना भी हमारा काम होता 
गुलमोहर गर तुम्हारा ... 

क : आयेंगी बहारें तो, अबके उन्हे कहना ज़रा, इतना सुने 
आयेंगी बहारें तो, अबके उन्हे कहना ज़रा, इतना सुने - 2
मेरे गुल बिना, उनका कहाँ बहार नाम होता 
ल: गुलमोहर गर तुम्हारा नाम होता 
मौसम-ए-गुल लो हंसाना भी हमारा काम होता 
गुलमोहर गर तुम्हारा ...

ल : शाम की गुलाबी से, आँचल में ये दिया जला है चाँद सा 
शाम की गुलाबी से, आँचल में ये दिया जल है चाँद सा 
मेरे गुल बिना, उनका भला क्या नाम होता 
क : गुलमोहर गर तुम्हारा नाम होता 
मौसम-ए-गुल लो हंसाना भी हमारा काम होता 
ल: गुलमोहर गर तुम्हारा नाम होता 
मौसम-ए-गुल लो हंसाना भी हमारा काम होता 

 ",Devta,1978,R D Burman,Gulzar,"Lata, Kishore"
"गुलशन गुलशन शोला-ए-गुल की ज़ुल्फ़-ए-सबा की बात चली
हर्फ़-ए-जुनूँ की बन्द-ए-गिराँ की जुर्म-ओ-सज़ा की बात चली

ज़िंदाँ ज़िंदाँ शोर-ए-जुनूँ है मौसम-ए-गुल के आने से
महफ़िल महफ़िल अब के बरस हर बाग़-ए-वफ़ा की बात चली

अहद-ए-सितम है देखें हम आशुफ़्ता-सरों पर क्या गुज़रे
शहर में उसके बन्द-ए-कबा की रंग-ए-हिना की बात चली

एक हुआ दीवाना एक ने सर तेशे से फोड़ लिया
कैसे कैसे लोग थे जिनसे रस्म-ए-वफ़ा की बात चली

 ",The Finest Ghazals of Mehdi Hassan (Non-Film),1985,Mehdi Hasan,Asghar Saleem,Mehdi Hasan
"गुलशन में लेके चल किसी सेहरा में लेके चल
ऐ दिल मगर सुकून की दुनिया में लेके चल

कोई तो होगा जिसको मेरा इंतेज़ार है
जी टूटता है शहर-ए-तमन्ना में लेके चल

ये प्यास बुझ न पाई तो मैं डूब जाऊँगा
साहिल से दूर तू मुझे दरिया में लेके चल

हर शहर में मिली है हमें बेवफ़ाइयाँ
चल अब किसी भी वादी-ए-तन्हा में लेके चल

 ",(Non-film),1986,Raghunath Seth,Ibrahim Ashk,Talat Mahmood
