Song,Film,YearMusic Director,Lyricist,Singers
"ओ प्राणी क्या सोचे क्या होए
भाग्य के हैं खेल निराले पल जागे पल सोए
ओ प्राणी क्या सोचे ...

किन चाहों से बाग़ लगाए
आशाओं के दीप जलाए
हँसने के सामान बनाए
पास खड़ा फिर रोए
क्या सोचे क्या होए -2
ओ प्राणी क्या सोचे ...

माटी का इक दीया जले आँधी बढ़ती जाए
छलनी सी ओढ़नी कब तक इसे बचाए
जो होए सो होए तेरी पेश न जाने कोए
क्या सोचे क्या होए -2
ओ प्राणी क्या सोचे ...

 ",Chehra,1946,M A Mukhtar,Ishwar Chandra Kapoor,Mukesh
"ओ प्रीतम प्यारे
छोड़ चली घर-बार
तुझसे दूर तुझसे दूर

भर आये नैना
नैन-नैन का प्यार
जब से दूर जब से दूर

( क्यूँ आफ़त सर पे मोल ले
तू मेरे वास्ते
तू अपने महल में राज कर
मैं अपने रास्ते ) -2
तुझ को सुख हो तो
मुझको पिया परदेस भी
मन्ज़ूर है मन्ज़ूर

( करती थी तुझको प्यार मैं
बदनामी ले चली
चोरी-चोरी का खेल था 
जुरमाना दे चली ) -2
इक दिल था मेरा
वो भी ठोकरें खा के
चकनाचूर चकनाचूर

( फागुन में होली खेलना
सावन में झूलना
जब-जब चमकेगा चाँद तू
मुझको ना भूलना ) -2
मेरे टूटे मन में
अभी तुम्हारा प्यार
है भरपूर है भरपूर

ओ प्रीतम प्यारे
छोड़ चली घर-बार
तुझसे दूर तुझसे दूर

 ",Leela,1947,C Ramchandra,G S Nepali,Amirbai
"ओ प्रिया ओ प्रिया प्रिया तुम सा नहीं कोई प्रिया
तू खुश रहे जहां भी रहे ये मेरे दिल की दुआ ओ
ओ प्रिया ...

तुम को मिल गया साथी प्यार का
हमसे छिन गया दामन यार का
कहना बहुत है लेकिन घड़ियां आज हैं कम
तेरी हर बात वो पहली मुलाकात हमको रुलाएगी तेरे बाद
ओ प्रिया ...

मिलना बिछड़ना उसके हाथ है
बनना संवरना किस्मत की बात है
कठपुतली हैं हम सारे कर ले तू यकीं
दिलवाले कभी माने नहीं हार कर ले तू भरोसा मेरे यार
ओ प्रिया ...

अपने दिल की बात कह दी सभी ने
मेरे दिल की बात न जानी किसी ने
तुम क्या हमारे हो ये कोई जाने ना
बीते हुए पल वो हँसता हुआ कल कैसे भूल पाएंगे भला
ओ प्रिया ...

 ",Kahin Pyaar Na Ho Jaaye,2000,Himesh Reshammiya,Sudhakar Sharma,"Kumar Sanu, Nitin Mukesh, Alka..."
"ओ प्रिया जब जब तू मेरे सामने आती है
मेरे दिल में इक अजीब सी हलचल होने लगती है
तू मेरा प्यार मेरी पूजा मेरी ज़िंदगी है
आ देख देख तू मेरा पागलपन
कि मैं हर चेहरे में तेरा चेहरा तलाश करता हूँ
ये मुझे क्या हो गया है
क्या कहूं बस तुझे छूने को दिल करे
तुझे पाने को दिल करे बस

तुझे छूने को दिल करे
तुझे पाने को दिल करे बस
जो बात मेरे दिल में छुपी वो बताने को दिल करे
ओ प्रिया ओ प्रिया प्रिया प्रिया 
तुझे छूने को ...

ये रूप महका ये ज़ुल्फ़ बिखरी ये दिल लुभाना तेरा
मदहोश मुझको करने लगा है यूं मुस्कुराना तेरा
तेरी धड़कन में आज तो बस जाने को दिल करे
तुझे छूने को ...

जज़्बात दिल के फिर आज बदले मौसम है रंगों भरा
फूलों के जैसे खिलते बदन को आ चूम लूं मैं ज़रा
तुझे छूने को ...

 ",Jaan (Non-Film),2000,Nikhil-Vinay,Faiz Anwar,Sonu Nigam
"पुरुष:
ओ प्रिया प्रिया, क्यूँ भुला दिया
बेवफ़ा या बेरहम, क्या कहूँ तुझे सनम
तूने दिल तोड़ा है, भूल क्या हुई ये बता जा
ओ प्रिया प्रिया ...

स्त्री:
ओ पीया पीया, मैं तेरी पीया
आँसुओं को पी गई, जाने कैसे जी गई
क्या है मेरी मजबूरी, कैसे मैं बताऊँ हुआ क्या

पुरुष:
ओ प्रिया प्रिया...

(तू बेवफ़ा है जो, मैं जान जाता
 तुझ से कभी भी, दिल न लगाता) -2
स्त्री:
मुझ पे यकीं कर, यूँ न इल्ज़ाम दे
दे कोई सज़ा मगर, बेवफ़ा न नाम दे
पुरुष:
मेरी दिलरुबा, तूने कि जफ़ा
पर तुझे भूलेगी न मेरी वफ़ा
स्त्री:
ओ पीया पीया...

पुरुष:
जी चाहता है कि ख़ुदको जला दूँ
मौत को अपने दिल से लगा लूँ
स्त्री:
आके ज़रा देख ले, दिल मेरा चीर के
रँग मिलेंगे तुझे, तेरी तस्वीर के
पुरुष:
मेरे साथिया, तेरा हो भला
ये ही मेरे टूटे हुए दिल की सज़ा
स्त्री:
ओ पीया पीया...

 ",Dil,1990,Anand-Milind,Sameer,nan
"आ आ
ओ प्रिया सुनो प्रिया सुनो प्रिया सुनो प्रिया
ओ प्रिया सुनो प्रिया मेरे नैनों में रहो प्रिया
सपने जो देखे हैं मैने तुम भी तो देखो प्रिया
ओ प्रिया ...

बहकी हुई हवाएं कहती हैं हम भी गाएं
प्यार के जो गीत हैं
बहता नदी का पानी कहता है ये कहानी
जन्मों के हम मीत हैं हाय
ओ प्रिया सुनो प्रिया जब भी मैं जन्मूं ये हो प्रिया
जाऊं किसी भी दिशा में
पाऊं तुम्ही को प्रिया हो प्रिया
ओ प्रिया ...

कितना मधुर है जीवन कितना समय है पावन
खोए हैं हम चाह में
कितनी शांत हैं घड़ियां कितनी कुंवारी कलियां
खिल रही हैं राह में हाय
ओ प्रिया सुनो प्रिया चाहें कोई रुत भी हो प्रिया
महकी रहें प्रेम कलियां
और तुम महको प्रिया ओ प्रिया
ओ प्रिया ...

 ",Arjun Pandit,1999,Dilip Sen-Sameer Sen,Javed Akhtar,"Kumar Sanu, Alka Yagnik/ Harih..."
"गी : ओ राजा मोहे
 राजा मोहे ले चल तू दिल्ली की सैर को -2
मु : रानी तोहे ले जाऊँ मैं दिल्ली की सैर को -2

गी : गरवा लगाऊँ ( तोहे वारी-वारी जाऊँ ) -2
 ओ राजा मोहे ...

मु : दिल्ली ही क्या तोहे लखनऊ दिखा दूँ
 सुरमा मिस्सी तोहे बरेली का ला दूँ
 नयनों पे तोरे तन-मन लुटा दूँ
 चल-चल दिल्ली की ...
 रानी तोहे ...

गी : लखनऊ भी देखा बरेली भी देखी
 साजन पर हमने ( रसीना न देखी ) -2
 ले चल तू दिल्ली की ...

मु : दिल्ली दिखाऊँ तोहे मोटर में फिराऊँ
 रानी बनाऊँ ( तोहे नैना बिठाऊँ ) -2
 चल-चल दिल्ली की ...
 रानी तोहे ...

 ",Toote Tare,1948,Nashad,nan,"Mukesh, Geeta"
"ओ राजु
ओ Daddy
Mummy से तुम मेरी सुलह करा दो
इक पप्पी से सारा झगड़ा मिटा दो
मैं तुम से कल मुलाक़ात करूँगा
अच्छा मैं Mummy से बात करूँगा ...

कहना भूल जाये मेरी इक भूल को
भूल? कैसी भूल Daddy?
तुम नहीं समझोगे बेटा
कहना भूल जाये मेरी इक भूल को
धूल में न फेंके किसी ऐसी भूल को
मेरी तारीफ़ें करना
- हाँ
मेरी तारीफ़ें करना बेहिसाब तुम
ले के आना कोई अच्छा साथ जवाब तुम
मैं तुम से कल मुलाक़ात करूँगा
अच्छा मैं Mummy से बात करूँगा ...

Mummy मुझ को मारेगी
आखिर तुम से हारेगी
Daddy माफ़ी माँगोगे?
मुझको छत पर टाँगोगे!
जुर्माना भरना होगा
इक वादा करना होगा
Mummy को मनाओगे
फिर न मुझे सताओगे
मुझ को सब मन्ज़ूर है
फिर दिल्ली क्या दूर है
मुझे अकेला छोड़ा तो तुम ने वादा तोड़ा तो
कट्टी मैं तुम्हारे साथ करूँगा
अच्छा मैं Mummy से बात करूँगा ...

Daddy फिर देखो सपने सलोने
पहले मुझे ले दो ढेर से खिलोने
ओ ओ ओ चलेगा ऐसे काम न पैसे निकालो
हाथ डालो जेब में पैसे निकालो
निकालो पैसे निकालो
पैसों की तो मैं बरसात करूँगा
अच्छा मैं Mummy से बात करूँगा ...


 ",Ek Hi Bhool,1981,Laxmikant-Pyarelal,Anand Bakshi,S P Balasubramaniam
"ओ राम जी बड़ा दुख दीना तेरे लखन ने बड़ा दुख दीना
सुध बुध बिसराई मेरी नींद चुराई मेरा मुश्किल कर दिया जीना
हो राम जी बड़ा दुख ...

वो दीपक है मैं ज्योति हूं वो हँसता है मैं रोती हूँ हूँ हूँ
मेरे प्यार की कदर उसे होगी मगर मुझे ज़हर पड़ेगा पीना
बड़ा दुख दीना ...

मेरी अंखियां मेरे सपने ले गया सब कुछ साथ वो अपने
ये जान निगोड़ी जाने काहे को छोड़ी छलिए ने सब कुछ छीना
बड़ा दुख दीना ...

सुनकर मेरी राम दुहाई देखो वो आया हरजाई
निर्मोही ये कैसा जो मैं जानती ऐसा तो मैं करती प्यार कभी ना
बड़ा दुख दीना ...

किस लखन की बात करती हो तुम
लखन ने लखन ने मेरे लखन ने 
सजन ने सजन ने मेरे सजन ने
सजनों के सजन ने मेरे लखन ने

 ",Raam Lakhan,1989,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Manhar Udhas..."
"ओ रात के मुसाफ़िर चन्दा ज़रा बता दे
मेरा क़ुसूर क्या है, तू फ़ैसला सुना दे

है भूल कोई दिल की आँखों की या ख़ता है
कुछ भी नहीं तो फिर क्यों मुझसे कोई खफ़ा है
मंज़ूर है वो मुझको जो कुछ भी तू सज़ा दे
मेरा क़ुसूर क्या है   ...

दिल पे किसी को अपने क़ाबू नहीं रहा है
ये राज़ मेरे दिल से आँखों ने ही कहा है
आँखों ने जो है देखा दिल किस तरह भुला दे
मेरा क़ुसूर क्या है   ...

ओ चाँद आसमां के, दम भर ज़मीं पे आजा
भूला हुआ है राही, तू रास्ता दिखा जा
भटकी हुई है नैया साहिल इसे दिखा दे
मेरा क़ुसूर क्या है   ...


 ",Miss Mary,1957,Hemant Kumar,Rajinder Krishan,"Rafi, Lata"
"ओ रब्बा हो
ओ रब्बा कोई तो बताए
ओ रब्बा कोई तो बताए प्यार होता है क्या
जैसा मुझे हो गया सबको होता है क्या
ओ रब्बा कोई तो बताए ...

ये कौन आया लगे मन भाया
ज़िंदगी के पास मुझे कौन ले आया
ओ रब्बा कोई तो बताए चैन होता है क्या
जैसा मेरा खो गया सबका खोता है क्या
ओ रब्बा कोई तो बताए ...

ख्यालों के बागों में मैं जब खड़ी थी
तभी एक गुल ने आवाज़ दी थी
कली सी महकने लगी तू क्यों गोरी
छलकने लगी क्यों ये गागर तोरी
फूल पूछता रहा मैं सोचती रही
ओ रब्बा कोई तो बताए रूप होता है क्या
जैसा मेरा खिल गया सबका खिलता है क्या
ओ रब्बा कोई तो बताए ...

हम तो ऊंचे गगन में उड़ने लगे
एक दूजे से जुड़ने लगे
ओ रब्बा कोई तो बताए मीत होता है क्या
जैसा मुझे मिल गया सबको मिलता है क्या
ओ रब्बा कोई तो बताए ...

 ",Sangeet,1992,Anand-Milind,Santosh Anand,"Suresh Wadkar, Anuradha Paudwal"
"ओ रब्बा मुझे प्यार हो गया
मिली जब से नज़र हुआ ऐसा असर दिल ना जाने कहाँ खो गया
देखते देखते आँखों ही आँखों में मेरा दिल ले गया वो गया
ओ रब्बा मुझे ...

खुश्बू हो या कोई जादू कैसे कहूं क्या हो तुम
मिलते ही आँखों से आंखें हो गए होश गुम
ओ जान-ए-जानां हो के दीवाना चूमे है दिल आसमां
खुश हूँ अकेली पर ये लगे क्या मुझे ये सारा जहां
ओ रब्बा मुझे ...

बातों से तेरी साँसों पे मेरी छाने लगी बेखुदी
हो जबसे छुई हैं रेशम सी बाहें ख्वाबों में हलचल मची
रात दिन अब ये दिल बोले पिया पिया
तेरे बिन अब कहीं लागे नहीं जिया
हो लहराता आंचल करता है पागल
दिल में है बस तू ही तू
तेरे ख्यालों में उलझा रहे दिल है बस यही आरज़ू
ओ रब्बा मुझे ...

 ",Paapaa The Great,2000,Nikhil-Vinay,Faiz Anwar,"Anuradha Paudwal, Udit Narayan"
"झूम चमेली झूम चमेली झांझर वाली झूम झूम
घूम चमेली घूम चमेली झांझर वाली घूम झूम
ओ रे काँची
काँच की गुड़िया
होंठों में बाँधे प्रेम की पुड़िया
ना उसे खोले ना मुँह से बोले
पलकों पे रख के आँखों से तौले
सुनियो सुनियो
ओ रे काँची ...

सुनियो सुनिया मिश्री से मीठी
आँखों में बंद है बात रसीली
हाँ ना उसे खोले ...

पहाड़ी पार चलना है तो परबत हटा दूँ
घटाओं में कहीं छुपना है तो सावन बुला दूँ
महुआ महुआ महका महका
महका महका महुआ महुआ 
पहाड़ी पार ...
कोई उड़ता हुआ पंछी बता देगा ठिकाना
जहाँ से दिन निकलता है उसी टीले पे आ जाना
महुआ महुआ ...
ओ रे काँची ...

तेरा कोई परिचय हो तो ऐ सुंदरी बता दे
बड़ी मीठी मुस्कान है मुंदरी बना दे
महुआ महुआ ...
तेरा कोई ...
है परदेसी मुझे भूल जाएगा कहीं पे
दे वचन मैं पहन लूँ उसे गहना समझ के
महुआ महुआ ...
ओ रे काँची ...

 ",Asoka,2002,Annu Malik,Gulzar,"Shaan, Alka Yagnik, Chorus"
"ओ रे पाखी
ओ रे पाखी
कैसा ये तेरा फ़साना
ढूँढे है क्यूँ
डारी डारी
हर पल इक नया ठिकाना 

ओ रे पाखी
ओ रे पाखी
किस देस तुझे है जाना
ओ रे पाखी
अच्छा नहीं
यूँ दर्द को आज़माना

ओ रे पाखी ...

इस दीवाने दिल ने भी
जुल्म ये क्या ग़ज़ब किया
बेइंतहा था जिनसे प्यार
बेइंतहा उन्हें ग़म दिया
कैसा था दिल का नज़राना
ओ रे पाखी
ओ रे पाखी

ओ रे पाखी ...

आँखों ने फिर इशारों से
भेजा है इक पैग़ाम सुन
कँपकँपाते होंठों ने
गाई है इक नई सी धुन
तूफ़ाँ में ज़ुल्फ़ों का आशियाना
ओ रे पाखी
ओ रे पाखी

 ",Khoya Khoya Chand,2007,Shantanu Moitra,Swanand Kirkire,Sonu Nigam
"सज़ा ये कैसी मिली हम को दिल लगाने की
कि रो रहे हैं तमन्ना थी मुस्कराने की

ओ रे सनम दिल ये कैसे बताए
पयार में बेरी हो गए अपने पराए
ओ रे सनम दिल ...

सब कुछ लुटा के हम ने कुछ भी ना पाया
दिल का लगाना हमें रास न आया
ओ रे सनम दिल ...

बीते दिनों की बातें हम को रुलाएं
पलकों से तारे टूटें दामन पे आयें
ओ रे सनम दिल ...

 ",Tauba (Pakistan),1964,A Hamid,Faiyaz Hashmi,Noorjehan
"ओ री छोरी

ओ री छोरी मान भी ले बात मोरी

मैंने प्यार तुझी से है किया

तेरे बिन मैं जिया तो क्या जिया

तेरे नैनों में ये जो काजल है

सपनों का बादल है

मन तेरे हि कारन पागल है

ओ गोरिया

ओ रे छोरे

ओ रे छोरे दिल से निकले बोल मेरे

मैंने प्यार तुझी से है किया

मैंने तुझको ही माना है पिया

तू ने थामा आज ये आँचल है

मन में एक हलचल है

मैं न भूलूँगी ये वो पल है

साँवरिया



my heart speaks a thousand words

I feel eternal bliss

the roses pout, their scarlet mouths

like offering a kiss

No drop of rain, no glowing flame

has ever been so pure

if being in love can ever feel like this

then i am in love for sure

मोरे मन में थी जो बात छुपी आई है जबान पर

मोरे दिल में कहीं एक तीर जो था आया है कमान पर

सुन-सुन रे सजन रहें जनम-जनम हम प्रेम-नगर के बासी

थामें-थामें हाथ रहें साथ-साथ कभी दूरी हो न जरा सी

चलूँ मैं संग-संग तेरी राह में बस तेरी चाह में

ओ रे छोरे
ओ री छोरी

कोई पूछे तो मैं बोलूँ क्या कि मुझको हुआ है क्या

मोरे अंग-अंग में है सुगंध जो तूने है छू लिया

तन महका-महका मन दहका-दहका मुझे तू गुलाब सी लागे

जो है ये निखार और ये सिंगार तो क्यूँ न कामन मन में जागे

तेरा उजला-उजला जो रूप है यौवन की धूप है

ओ री छोरी

i am in love

ओ रे छोरे

 ",Lagaan,2001,A R Rahman,Javed Akhtar,"Udit Narayan, Alka Yagnik, Vas..."
"ओ रूठे हुये भगवान -3
तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान
( तू ही नहीं सुनता तो किसको
हाल सुनायूँ ) -2

तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान
तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान

तूफ़ान में डाली से कली टूट रही है -2
इक आस थी वो आस भी अब छूट रही है -2
इस टूटी हुई आस को लेकर कहाँ जाऊँ -2
लेकर कहाँ जाऊँ

तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान -2
तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान

दिल कहता है बेटे के लिये जान भी देकर -2
इक माँ का तड़पता हुआ दिल हाथ में लेकर -2
मैं रोती तड़पती तेरे दरबार में आऊँ -2

तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान
तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान

जब जाग उठे मेरे तड़पने से तेरा दिल -2
दामन को पकड़ कर ये पुकारेगा मेरा दिल -2
दिल तोड़ ही देना था तो क्यूँ माँ को दिया दिल
क्यूँ माँ को दिया दिल
दुनिया की हर इक माँ का तुझको दर्द सुनाऊँ -2

तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान
तुमको कैसे मनाऊँ -2
ओ रूठे हुये भगवान

 ",Sindoor,1947,Khemchand Prakash,Qamar Jalalabadi,Amirbai
"ओ संसार बनाने वाले हो सबके भगवान
तुझे न आई लाज छीन कर एक कली के प्राण

हो ओ हमें इतना बता दे भगवान -2
यहाँ मरता है क्यों इनसान -2
तू देकर क्यों लेता है जान 
यहाँ मरता है ...
हाय यहाँ मरता है ...

तू ही माटी से पुतला बनाता है -2
कई रंगों से उसको सजाता है
फिर बनाकर मिटाने में ओ देवता -2
कौन सी बढ़ी है तेरी शान
हमें इतना बता दे ...

तुझे भगवान होने का अभिमान है -2
सभी दुखियों के दुख से तू अनजान है
जब न आती है तुझको किसी पर दया -2
काहे कहलाए करुणानिधान
हमें इतना बता दे ...

 ",Ratna Manjari,1955,S N Tripathi,B D Mishra,Rafi
"ओ साँवली ओ साँवली ओ साँवली मतवाली
तूने है क्यूँ चुरा ली मुझको मुझ से बचा ली

दिल में बसी थी कल तक फ़रियाद और आहें
मेहमान हो गयी थीं इस घर में सौ बलायें
इन सब से कह दिया है दिल क्यूँ न कर दे खाली

है आज मेरे घर में एक हुस्न का ख़ज़ाना
बिखरी हुई हैं ज़ुल्फ़ें छेड़ा जो मुस्कुराना
कुछ बिजलियाँ गिरी हों जैसे कि घटा काली

आने से यहाँ तेरे ये साँवली खिली है
मौसम पलट गया है दुनिया बदल गयी है
आँखों मे जाग उठी है मस्ती की सौ दिवाली


 ",(Non-film),1940,Kamal Dasgupta,nan,Kamal Dasgupta
"ओ साएबा ओ साएबा
मिलेंगे तुमसे तो बताएँगे के कितना प्यार है हमें
ओ साएबा ...

कैसे कटी रातें कैसे कटे वो दिन
कैसे जिये तन्हा कैसे रहे तेरे बिन
चारों तरफ़ फैली दर्द की तन्हाई
शाम सहर हमको याद तेरी आई
ओ साएबा ...

अपनी निगाहों में तुमको बसा लेंगे
दिल की धड़कन में तुमको छुपा लेंगे
हमपे जो गुज़री है तुमको बताएँगे
चीर के दिल अपना तुमको दिखाएँगे
ओ साएबा ...

 ",Dil Hai Tumhaara,2002,Nadeem-Shravan,Sameer,"Kavita Subramaniam, Sonu Nigam"
"ओ साजन देख इस दुनिया से क्या-क्या ले के जाते हैं -2
तेरे क़दमों में मरने की तमन्ना ले के जाते हैं
ओ साजन देख इस दुनिया से क्या-क्या ले के जाते हैं
ओ साजन देख

तुम्हीं से प्यार करने की तमन्ना ले के आये थे -2
तुम्हीं से प्यार करने की तमन्ना ले के जाते हैं -2
ओ साजन देख इस दुनिया से क्या-क्या ले के जाते हैं
ओ साजन देख

ये दुनिया प्यार के क़ाबिल न थी -2
हम किस तरह मिलते -2
मिलेंगे फिर कभी बस ये तमन्ना ले के जाते हैं -2
ओ साजन देख इस दुनिया से क्या-क्या ले के जाते हैं
ओ साजन देख

 ",Do Sitaare,1951,Anil Biswas,Rajinder Krishan,Suraiya
"ओ साजना न पूछ मुझसे प्यार क्या है
किताबें दिल में पढ़ के देख ले
कि ( प्यार क्या है ) -2

तारों से रात को जब दिल की बात हो
जान लो कि जिया खो गया
कि दिल्लगी में दिल किसी का हो गया
ओ साजना न पूछ ...

सपनों में हर घड़ी आते जो अजनबी
जान लो कि अब तो नींद भी गई
कि अपनी रात भी पराई
ओ साजना न पूछ ...

 ",Krorepati,1961,Shankar-Jaikishan,Shailendra,Lata
"गी: ओ साजना, छूटा है जो दामन तेरा
     मंज़िल-मंज़िल है अँधेरा, ओ साजना

हे:  जा दिलरुबा, तेरे साथ चला दिल मेरा
     रहे प्यार निगहबाँ तेरा, जा दिलरुबा
     जा दिलरुबा

को:  प्रीत लगा के ग़म से आहें भरना क्या
     राह चले तो काँटों से फिर डरना क्या

गी: अई ओ, दिल की तमन्ना पूरी होने न पाई
     आ के जीगर पे लगा तीर-ए-जुदाई, ओ साजना
     ज़रा देख तड़पना मेरा,
     मंज़िल-मंज़िल है अँधेरा, ओ साजना

हे:  जा दिलरुबा, दिल को तेरे बहलाऊँगा
     उम्मीद का तारा बन के
     झूमूँगा आँखों में तेरी
     मंज़िल का नज़ारा बन के
     जा दिलरुबा, नहीं दूर मिलन का डेरा
     रहे प्यार निगहबाँ तेरा, जा दिलरुबा

को:  प्रीत लगा के...

गी: अई ओ, होंगीं जो सूनी-सूनी उल्फ़त की राहें
     ढूँढा करेंगी तुझको मेरी निगाहें
     ओ साजना, मैं ले के चली ग़म तेरा
     मंज़िल-मंज़िल है अँधेरा, ओ साजना

हे:  जा दिलरुबा, याद हमारी बन के चाँदनी
     राह में खिल जाएगी
     क़दम-क़दम पर तुझको धड़कते दिल की सदा आएगी
     जा दिलरुबा, तेरी राह में सब कुछ मेरा
     रहे प्यार निगहबाँ तेरा, जा दिलरुबा

गी: ओ साजना, छूटा है जो दामन तेरा
     मंज़िल-मंज़िल है अँधेरा, ओ साजना

हे:  जा दिलरुबा


 ",Heer,1956,Anil Biswas,Majrooh,"Hemant, Geeta, chorus"
"ओ साथी रे
दिन डूबे ना
आ चल दिन को रोकें
धूप के पीछे दौड़ें
छाँव छुए ना
ओ साथी रे

वि:
थका-थका सूरज जब
नदी से होकर निकलेगा
श्रे:
हरी-हरी काई पे
पाँव पड़ा तो फिसलेगा
वि:
तुम रोक के रखना
मैं जाल गिराऊँ
श्रे:
तुम पीठ पे लेना
मैं हाथ लगाऊँ
दिन डूबे ना
तेरी मेरी अट्टी-बट्टी
दाँत से काटी कट्टी
रे जइयो ना
ओ पीहू रे
ओ पीहू रे
ना जइयो ना

श्रे:
होऽ
कभी-कभी यूँ करना
मैं डाँटूँ और तुम डरना
वि:
उबल पड़े आँखों से
मीठे पानी का झरना
श्रे:
तेरे दोहरे बदन में
सिल जाऊँगी रे
जब करवट लेगा 
छिल जाऊँगी रे
वि:
संग ले जाऊँगा
तेरी मेरी अँगनी-मँगनी
अंग संग लागी संगनी
संग ले जाऊँ
ओ पीहू रे

दोनों:
ओ साथी रे ...

 ",Omkara,2006,Vishal,Gulzar,"Vishal Bhardwaj, Shreya Ghoshal"
"(ओ साथी रे, तेरे बिना भी क्या जीना
 फूलों में कलियों में, सपनों की गलियों में
 तेरे बिना कुछ कहीं न
 तेरे बिना भी क्या जीना)   -2

ओ साथी रे, तेरे बिना भी क्या जीना
तेरे बिना भी क्या जीना

जाने कैसे अनजाने ही, आन बसा कोई प्यासे मन में
अपना सब कुछ खो बैठे हैं, पागल मन के पागलपन में
दिल के अफ़साने...
दिल के अफ़साने, मैं जानूँ तू जाने, और ये जाने कोई न
तेरे बिना भी क्या जीना
ओ साथी रे...

हर धड़कन में प्यास है तेरी, साँसों में तेरी खुशबू है
इस धरती से उस अम्बर तक, मेरी नज़र में तू ही तू है
प्यार ये टूटे न ...
प्यार ये टूटे न, तू मुझसे रूठे न, साथ ये छूटे कभी न
तेरे बिना भी क्या जीना
ओ साथी रे ...

तुझ बिन जोगन मेरी रातें, तुझ बिन मेरे दिन बंजारन
मेरा जीवन जलती बूँदें, बुझे-बुझे मेरे सपने सारे
तेरे बिना मेरी थ्रीदोत्स
तेरे बिना मेरी, मेरे बिना तेरी, ये ज़िंदगी ज़िंदगी न
तेरे बिना भी क्या जीना
ओ साथी रे...

 ",Muqaddar Ka Sikandar,1978,Kalyanji-Anandji,Anjaan,"Kishore, Asha"
"उ: ओ साथिया, ओ बेलिया
देखी है पहली बार, आँखों ने ये बहार
रुत मस्त-मस्त ये दिन ये वक़्त
मौसम ने क्या जादू किया
दिल चुरा लिया, साथिया (2)
अ: देखी है पहली बार
रुत मस्त-मस्त ये दिन ये वक़्त
मौसम ने क्या जादू किया
दिल चुरा लिया, साथिया (2)

उ: दिल था प्यासा, बस हमने सारा
सागर दो घूँट में पी लिया
पल-दो-पल में बस आज ही कल में
सौ सालों का जनम जी लिया
देखा है पहली बार, जीवन के आरपार
रुत मस्त-मस्त ये दिन ये वक़्त
मौसम ने क्या जादू किया
दिल चुरा लिया, साथिया (2)

अ: फूलों को तो खिलते देखा था
काँटे भी आज तो खिल गए
लोगों को तो मिलते देखा था
ये धरती आसमाँ मिल गए
आया है पहली बार, क़िस्मत पे ऐतबार
रुत मस्त-मस्त ये दिन ये वक़्त
मौसम ने क्या जादू किया
दिल चुरा लिया, साथिया (2)

उ: देखी है पहली बार आँखों ने ये बहार
दो: रुत मस्त-मस्त ये दिन ये वक़्त
मौसम ने क्या जादू किया
दिल चुरा लिया, साथिया (2)

 ",Saaya,2003,M M Kreem,Anand Bakshi,"Alka Yagnik, Udit Narayan"
"ओ साथिया -2
सारे सहारे टूट जाएँ रूठ जाएँ लोग हमसे क्या हुआ
तेरा सहारा हूँ मैं मेरा सहारा है तू
तेरा सहारा हूँ मैं
ओ साथिया ...

इक दूजे के हो जाएँ इक दूजे में खो जाएँ -2
महलों से अच्छी गलियाँ चल अपने घर जाएँ
हो आ थाम ले तू मेरी बाँहें सब निगाहें फेर लें तो क्या हुआ
प्यार की धारा हूँ मैं मेरा किनारा है तू
प्यार की धारा हूँ मैं
ओ साथिया ...

जीना है हम जी लेंगे ज़ख़्मों को भी सी लेंगे -2
आया जो प्यासा सावन अपने आँसू पी लेंगे
ओ बन जाएँ काँटे फूल सारे ये नज़ारे डूब जाएँ क्या हुआ
तेरी नज़र हूँ मैं मेरा नज़ारा है तू
तेरी नज़र हूँ मैं
ओ साथिया ...

 ",Vidhaataa/ Creator Of Universe,1982,Kalyanji-Anandji,Anand Bakshi,Lata
