Song,Film,YearMusic Director,Lyricist,Singers
"न रो ऐ दिल कहीं रोने से तक़दीरें बदलती हैं -2
कहीं आँसू बहाने से तमन्नएं निकलती हैं
न रो ऐ दिल -2

नतीजा मिल गया हमको किसी से दिल लगाने का -2
सितम देखा नसीबों का करम देखा ज़माने का -2
मुहब्बत आह भरती है, वफ़ाएं हाथ मलती हैं
न रो ऐ दिल ...

लिये जाते थे ऐ दिल हम तेरी नैय्या किनारे पर -2
मुहब्बत के भरोसे पर, उम्मीदों के सहारे पर -2
खबर क्या थी के ज़ालिम आँधियाँ भी साथ चलती है
न रो ऐ दिल ...


 ",Udan Khatolaa,1955,Naushad,Shakeel,Lata
"न रो तू यहाँ ऐसे पगला कहीं का
मुसीबत को अपने गले से लगा ले
तेरे ग़म की दुनिया तुझे दे गए हैं
यहाँ से वहाँ रूठ कर जाने वाले

ऐ मेरे दिल यहाँ तू अकेला नहीं
और भी हैं बहुत ग़म के मारे हुए -2
ऐ मेरे दिल यहाँ ...

हर क़दम पर यहाँ हर मोड़ पर
ग़म की इक दास्ताँ ( कह रही हर नज़र ) -2
कितनी बेचैनियाँ रह के ख़ामोश भी
दे रही हैं सदा बिन पुकारे हुए
ऐ मेरे दिल यहाँ ...

प्यार जिसने किया उसको पागल कहा
अपनी दुनिया में ये ( ज़ुल्म होता रहा ) -2
सैकड़ों बार ये खेल खेला गया
सैकड़ों बार ऐसे नज़ारे हुए
ऐ मेरे दिल यहाँ ...

ऐसे इन्सान भी मैने देखे कई
मौत जिनके लिए ज़िन्दगी बन गई
जिनकी आहों से है ( गूँजती ये फ़िज़ा ) -2
जिनके आँसू गगन के सितारे हुए
ऐ मेरे दिल यहाँ ...

 ",Pagla Kahin Ka,1970,Shankar-Jaikishan,S H Bihari,Rafi
"र : न रूठो न रूठो न रूठो मेरी जान
 इसी बहाने आज तेरी-मेरी हो गई पहचान
आ : मैं रूठूँगी तुमसे रूठूँगी मैं रूठूँगी तुमसे
 मेरा दिल छीनकर भी बनते हो जैसे कोई अनजान
र : न रूठो ...
आ : मैं रूठूँगी ...

र : तुम्हारे रूठने से ज़िन्दगानी रूठ जाएगी
 न फिर ऐसा समाँ होगा न क़िस्मत जगमगाएगी
 ज़रा सी बात का आख़िर बनाती हो क्यों अफ़साना
 ये दिल का राज़ है दिल में रखो मेरे दिलबर जानाँ -2
 न रूठो ...
आ : मैं रूठूँगी ...

 छुपाया राज़-ए-दिल मुझसे मुझे तुमसे शिक़ायत है
 तुम्हें उसकी ख़बर क्या है कि जो कुछ दिल की हालत है
 तुम्हारी बेरुख़ी ने हाय मुझको मार डाला है
 बड़ी मुश्क़िल से मैने ये दिल-ए-नादाँ संभाला है -2
र : न रूठो ...
आ : मैं रूठूँगी ...

र : चलो अच्छा हुआ उलझन दिलों की रंग ले आई
 ख़ुशी आँखों में चमकी है हँसी होंठों पे लहराई
आ : लड़ाई ऐसी अच्छी है कि जिसमें प्यार हो जाए
 उमर भर साथ रहने का अभी इकरार हो जाए -2
र : न रूठो ...
आ : मैं रूठूँगी ...

 ",Jawaan Mohabbat,1971,Shankar-Jaikishan,Hasrat,"Rafi, Asha"
"न शिकवा है कोई
न कोई गिला है
न शिकवा है कोई न कोई गिला है -2
सलामत रहे तू ये मेरी दुआ है
न शिकवा है कोई
बहुत ही कठिन हैं मुहब्बत की राहें -2
ज़रा बच के चलना ज़माना बुरा है
न शिकवा है कोई

(अजब तेरी महफ़िल में देखा तमाशा
कहीं रोशनी है कहीं है अँधेरा) -2
कहीं है अँधेरा
मुक़द्दर चिराग़ों के बदले हुए हैं -2
कोई बुझ रहा है कोई जल रहा है
न शिकवा है कोई

(मुबारक तुझे हो तेरे दिल की दुनिया
मेरी ज़िंदगी का कोई ग़म न करना) -2
कोई ग़म न करना
ये सब गर्दिशें हैं नसीबों की प्यारे -2
न मेरी ख़ता है न तेरी ख़ता है
न शिकवा है कोई


 ",Amar,1954,Naushad,Shakeel Badayuni,Lata
"न सोचा था ये -2
दिल लगाने से पहले -2
के टूटेगा दिल -2
मुस्कुराने से पहले -2

उम्मिदों का सूरज -2
ना चमका ना डूबा -2
गहन पड़ गया -2
जगमगाने से पहले -2

न सोचा था ये -2
दिल लगाने से पहले -2

अगर ग़म उठाना -2
था क़िसमत में अपनी -2
ख़ुशी क्यूँ मिली -2
ग़म उठाने से पहले -2

न सोचा था ये -2
दिल लगाने से पहले -2

कहो बिजलियों से -2
न दिल को जलायें -2
मुझे फूँक दें -2
घर जलाने से पहले -2

न सोचा था ये -2
दिल लगाने से पहले -2

 ",Babul,1950,Naushad,Shakeel,Shamshad
"न तेल और न बाती न काबू हवा पर
दिये क्यों जलाये चला जा रहा है

उजालों को तेरे सियाही ने घेरा
निगल जायेगा रोशनि को अन्धेरा
चिरगों की लौ पर धुआँ चा रहा है
दिये क्यों जलाये चला जा रहा है
न तेल और ...

न दे दोश भगवान को भोले भाले
खुशी की तमन्ना में ग़म तूने पाले
तू अपने किये की सज़ा पा रहा है
दिये क्यों जलाये चला जा रहा है
न तेल और ...

तेरे भूल पर कल यह दुनिया हँसेगी
निशानी हर इक दाग़ बनकर रहेगी
तू भरने की खातिर मिटा जा रहा है
दिये क्यों जलाये चला जा रहा है
न तेल और ...


 ",Ek Ke Baad Ek,1960,S D Burman,Kaifi Azmi,Manna Dey
"न थमते हैं आँसू न रुकते हैं नाले
मेरी ज़िन्दगानी है ग़म के हवाले
न थमते हैं ...

कहो दर्द दे कर चले जाने वाले -2
कोई कब तलक़ ये अमानत संभाले
न थमते हैं ...

अभी चुप हुए थे अभी रो रहे हैं -2
ओ तेरी याद में हमने यूँ दिन निकाले
न थमते हैं ...

सिसकती हैं हसरतें तड़पते हैं अरमाँ
बड़े बेवफ़ा हो अरे जाने वाले
न थमते हैं ...

 ",Meena Bazar,1950,Husnlal-Bhagatram,D N Madhok,Rafi
"न तो दिन ही दिन वो रहे मेरे
न वो रात रात मेरी रही
किसे शौक़ ज़िंदगी का है अब
मेरी साज़ बेसुर ही सही
न तो दिन ही दिन वो रहे मेरे ...

न तो चाँद पे वो निखार है
न वो चाँदनी में बहार है
न वो जोश पासी-ए-इश्क़ में
न वो जिस्म ही में तड़प रही
न तो दिन ही दिन वो रहे मेरे ...

न है इंतज़ार मुझे कोई 
झूठे ज़िंदगी के फ़रेब से
न किसी की याद से वास्ता
न किसी के दिल में है कल रही
किसे शौक़ ज़िंदगी का है अब ...


 ",Dard-e-Dil,1953,R C Boral,D N Madhok,Lata
"ना तो कारवाँ की तलाश है, ना तो हमसफ़र की तलाश है
मेरे शौक़-ए-खाना खराब को, तेरी रहगुज़र की तलाश है

मेरे नामुराद जुनून का है इलाज कोई तो मौत है
जो दवा के नाम पे ज़हर दे उसी चारागर की तलाश है

तेरा इश्क़ है मेरी आरज़ू, तेरा इश्क़ है मेरी आबरू
दिल इश्क़ जिस्म इश्क़ है और जान इश्क़ है
ईमान की जो पूछो तो ईमान इश्क़ है
तेरा इश्क़ है मेरी आरज़ू, तेरा इश्क़ है मेरी आबरू,
तेरा इश्क़ मैं कैसे छोड़ दूँ, मेरी उम्र भर की तलाश है

इश्क़ इश्क़ तेरा इश्क़ इश्क़ ...

ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

जाँसोज़ की हालत को जाँसोज़ ही समझेगा
मैं शमा से कहता हूँ महफ़िल से नहीं कहता क्योंकि
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

सहर तक सबका है अंजाम जल कर खाक हो जाना,
भरी महफ़िल में कोई शम्मा या परवाना हो जाए क्योंकि
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

वहशत-ए-दिल रस्म-ओ-दीदार से रोकी ना गई
किसी खंजर, किसी तलवार से रोकी ना गई
इश्क़ मजनू की वो आवाज़ है जिसके आगे
कोई लैला किसी दीवार से रोकी ना गई, क्योंकि
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

वो हँसके अगर माँगें तो हम जान भी देदें,
हाँ ये जान तो क्या चीज़ है ईमान भी देदें क्योंकि
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

नाज़-ओ-अंदाज़ से कहते हैं कि जीना होगा,
ज़हर भी देते हैं तो कहते हैं कि पीना होगा
जब मैं पीता हूँ तो कहतें है कि मरता भी नहीं,
जब मैं मरता हूँ तो कहते हैं कि जीना होगा
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

मज़हब-ए-इश्क़ की हर रस्म कड़ी होती है,
हर कदम पर कोई दीवार खड़ी होती है
इश्क़ आज़ाद है, हिंदू ना मुसलमान है इश्क़,
आप ही धम.र है और आप ही ईमान है इश्क़
जिससे आगाह नही शेख-ओ-बरहामन दोनो,
उस हक़ीक़त का गरजता हुआ ऐलान है इश्क़

इश्क़ ना पुच्छे दीन धरम नू, इश्क़ ना पुच्छे जाताँ
इश्क़ दे हाथों गरम लहू विच, डुबियां लख बराताँ   
के ... दे इश्क़ 
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

राह उल्फ़त की कठिन है इसे आसाँ ना समझ
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

बहुत कठिन है डगर पनघट की
अब क्या भर लाऊँ मै जमुना से मटकी
मै जो चली जल जमुना भरन को
देखो सखी जी मै जो चली जल जमुना भरन को
नंदकिशोर मोहे रोके झाड़ों तो
क्या भर लाऊँ मै जमुना से मटकी
अब लाज राखो मोरे घूँघट पट की

जब जब कृष्ण की बंसी बाजी, निकली राधा सज के
जान अजान का मान भुला के, लोक लाज को तज के
जनक दुलारी बन बन डोली, पहन के प्रेम की माला
दश.र्न जल की प्यासी मीरा पी गई विष का प्याला
और फिर अरज करी के
लाज राखो राखो राखो, लाज राखो देखो देखो, 
लाज राखो राखो, हे हे हे, 
लाज राखो राखो, हे हे हे, 
लाज राखो राखो
ये इश्क़ इश्क़ है इश्क़ इश्क़,  ये इश्क़ इश्क़ है इश्क़ इश्क़

अल्लाह रसूल का फ़रमान इश्क़ है
याने हफ़ीज़ इश्क़ है, क़ुरान इश्क़ है
गौतम का और मसीह का अरमान इश्क़ है
ये कायनात जिस्म है और जान इश्क़ है
इश्क़ सरमद, इश्क़ ही मंसूर है
इश्क़ मूसा, इश्क़ कोह-ए-नूर है
ख़ाक़ को बुत, और बुत को देवता करता है इश्क़
इन्तहा ये है के बंदे को ख़ुदा करता है इश्क़

हाँ इश्क़ इश्क़ तेरा इश्क़ इश्क़
तेरा इश्क़ इश्क़, इश्क़ इश्क़ ...

 ",Barsaat Ki Raat,1960,Roshan,Sahir,"Manna Dey, Asha, S D Batish, S..."
"न तुम बेवफ़ा हो न हम बेवफ़ा हैं -2
मगर क्या करें अपनी राहें जुदा हैं
न तुम बेवफ़ा ...

जहाँ ठंडी-ठंडी हवा चल रही है -2
किसी की मोहब्बत वहाँ जल रही है
ज़मीं-आसमां हमसे दोनों खफ़ा हैं
न तुम बेवफ़ा ...

अभी कल तलक़ तो मुहब्बत जवाँ थी -2
मिलन ही मिलन था जुदाई कहाँ थी
मगर आज दोनों ही बेआसरा हैं
न तुम बेवफ़ा ...

ज़माना कहे मेरी राहों में आजा -2
मुहब्बत कहे मेरी बाँहों में आजा
वो समझें ना मजबूरियाँ अपनी क्या हैं
न तुम बेवफ़ा ...

 ",Ek Kali Muskayee,1968,Madan Mohan,Rajinder Krishan,Lata
" hmmmmm   ...
मगर लगता है कुछ ऐसा, मेरा हमदम मिल गया
न तुम हमें जानो, न हम तुम्हें जानें
मगर लगता है कुछ ऐसा, मेरा हमदम मिल गया
न तुम ...

(ये मौसम ये रात चुप है, ये होंठों की बात चुप है 
खामोशी सुनाने लगी, है दास्तां ) - (2)
नज़र बन गई है, दिल की ज़ुबां
न तुम ...

(मुहब्बत के मोड़ पे हम, मिले सबको छोड़ के हम 
धड़कते दिलों का लेके, ये कारवां  ) - (2)
चले आज दोनो, जाने कहाँ
न तुम ...

 ",Baat Ek Raat Ki,1962,S D Burman,Majrooh,"Hemant, Suman Kalyanpur / Suma..."
"न तू ज़मीं के लिए है न आसमाँ के लिए -2
( तेरा वजूद है  ) -2 अब सिर्फ़ दास्ताँ के लिए
न तू ज़मीं के ...

पलत के सू-ए-चमन देखने से क्या होगा -2
वो शाख़ ही न रही जो थी आशियाँ के लिए
न तू ज़मीं के ...

ग़रज़-परस्त जहाँ में वफ़ा तलाश न कर -2
ये शै बनी है किसी दूसरे जहाँ के लिए
न तू ज़मीं के ...

 ",Daastaan,1972,Laxmikant-Pyarelal,Sahir,Rafi
"न वादे पे आना कोई उनसे सीखे
बहाने बनाना कोई उनसे सीखे

कभी प्यार करना कभी रूठ जाना
किसीको सताना कोई उनसे सीखे

इशारों-इशारों में दिल को चुराके
निगाहें चुराना कोई उनसे सीखे

मिले हैं वो जबसे नशे में हूँ तबसे
शराबी बनाना कोई उनसे सीखे 

न आहट न दस्तक न कोई इजाज़त
ख़यालों में आना कोई उनसे सीखे

 ",Dilkash (Non-film),2002,Kuldip Singh,Surya Bhanu Gupt,Jasvinder Singh
"This is the Indian version. Lyrics of the Pakistani version are also available on this site.

Hemant Kumar

आऽऽ 
न ये चाँद होगा न तारे रहेंगे
मगर हम हमेशा तुम्हारे रहेंगे
न ये चाँद होगा ...

बिछड़कर चले जाएँ तुमसे कहीं
तो ये ना समझना मुहब्बत नहीं
जहाँ भी रहें हम तुम्हारे रहेंगे
न ये चाँद होगा ...

ज़माना अगर कुछ कहे भी तो क्या
मगर तुम न कहना हमें बेवफ़ा
तुम्हारे लिए हैं तुम्हारे रहेंगे
न ये चाँद होगा ...

ये होगा सितम हमने पहले न जाना
बना भी न था जल गया आशियाना
कहाँ अब मुहब्बत के मारे रहेंगे
न ये चाँद होगा ...

----
Geeta Dutt

आऽऽ 
न ये चाँद होगा न तारे रहेंगे
मगर हम हमेशा तुम्हारे रहेंगे
न ये चाँद होगा ...

नज़र ढूँढती थी जिसे पा लिया है
उम्मीदों के फूलों से दामन भरा है
ये दिन हमको सब दिन से प्यारे रहेंगे
न ये चाँद होगा ...

कहूँ क्या मेरे दिल का अरमान क्या है
तुम्हें हर घड़ी चूमना चाहता है
कहाँ तक भला जी को मारे रहेंगे
न ये चाँद होगा ...

सहारा मिले जो तुम्हारी हँसी का
भुला देंगे हम सारा ग़म ज़िन्दगी का
तुम्हारे लिए हैं तुम्हारे रहेंगे
न ये चाँद होगा ...

 ",Shart,1954,Hemant Kumar,S H Bihari,Geeta
"This is the Pakistani version. Lyrics of the Indian version are also available on this site.

न ये चाँद होगा न तारे रहेंगे
मगर हम हमेशा तुम्हारे रहेंगे
न ये चाँद होगा ...

न तुम मीत न मेरे ग़म का फ़साना
सुलगता रहा प्यार का आशियाना
कहाँ अब तेरे ग़म के मारे रहेंगे
न ये चाँद होगा ...

तुम्हें हमने देखे बिना दिल दिया है
तुम्हें प्यार ख़्वाबों में हमने किया है
तुम्हारे लिए हैं तुम्हारे रहेंगे
न ये चाँद होगा ...

तुम्हें चूमना चाहती हैं निगाहें
न छोड़ें ये दामन तुम्हारा ये बाँहें
हमारे हो तुम हम तुम्हारे रहेंगे
न ये चाँद होगा ...

 ",Shart,1954,Hemant Kumar,S H Bihari,Hemant
"नई दुल्हन -2
मैं हूँ नन्ही नई दुल्हन -2
दिन गिन गिन गिन कर दिन दिन दिन -2
आज बनी हूँ नई दुल्हन
नई दुल्हन -2
मैं हूँ नन्ही नई दुल्हन -2

ओ मेरी माँ -2
लगे है डर, नया है घर -2

(आया मेरा दुल्हा
ना जाने क्या होगा) -2
आया आया धन धन धन
थर थर थर थर काँपे बदन

नई दुल्हन -2
मैं हूँ नन्ही नई दुल्हन -2

ना घबरा ना शरमा
सर तो उठा, देख ज़रा
ख़ुश हो जा ऐ दुल्हन -2
तेरे घर तेरा धन
तेरा सपना तेरा अपना
घर आया
आया आया
छम छम छम
हाँ
खिल खिल जाये मन का चमन

नई दुल्हन -2
मैं हूँ नन्ही नई दुल्हन

(ओ मेरी माँ
देख ये चाँद) -2
मेरा चाँद, मेरा चाँद
जिस से सूरज की हो मात
वोही है जो रातों को
नींद में आता था
जब सारे सो जाते
मुझ को आन जगाता था
आया चाँद, मेरा चाँद
शान लिये आन लिये
आया चाँद, मेरा चाँद
आया आया छम छम छम
हाँ 
ख़ुशी ख़ुशी से नाचे दुल्हन
नाचे दुल्हन -2

नई दुल्हन -2
मैं हूँ नन्ही नई दुल्हन -2

 ",Dr Kotnis Ki Amar Kahani,1946,Vasant Desai,Dewan Sharar,Jayashree
"Duet version

नई मंज़िल नई राहें नया है महरबाँ अपना
न जाने जाके ठहरेगा कहाँ यह कारवाँ अपना

न चमकेगी जहाँ बिजली न आएगा जहाँ तूफ़ाँ
बनाएँगे उसी डाली पे जाके आशियाँ अपना

भरोसा है मुक़द्दर पर तुम्हारा भी सहारा है
कहीं दुश्मन न बन जाए यह ज़ालिम आसमाँ अपना

दिखाएँगे हमें ये चाँद-तारे राह मंज़िल की
बनाते हो अगर दुश्मन तो हो सारा जहाँ अपना

-----

Lata solo

नई मंज़िल नई राहें नया है महरबाँ अपना
न जाने जाके ठहरेगा कहाँ यह कारवाँ अपना

बहार आई है गुलशन में, खिली हैं हर तरफ़ कलियाँ
कमी क्या है जो रूठा है चमन से बाग़बाँ अपना

लगी मेहँदी, बनी दुल्हन, बजी शहनाईयाँ लेकिन
यह मेरी बदनसीबी है कि सूना है जहाँ अपना

 ",Hill Station,1957,Hemant Kumar,S H Bihari,"Lata, Hemant"
"नई री लगन और मीठी बतियाँ
पिया जाने और जिया मोरा जाने, सखी
किस किस बात पे धड़के छतियाँ
पिया जाने और जिया मोरा जाने, सखी   ...

बाल भी उलझे हैं सपने भी
दूजे लागे हैं अपने भी
हो गये हम क्यों ऐसे दीवाने
पिया जाने और जिया मोरा जाने, सखी   ...

कागा जा, जा जा जा (2)
जा रे कागा जा, जा जा जा, जा रे

न दे मोरे पिया को संदेसवा
जा जा जा रे जा रे
कागा जा
पिया नाहि आये, पिया नाहि आये
मोरे आली कैसे करे मन कब जाऊँ
पिया नाहि आये, पिया नाहि आये

बरसे बदरैया सावन की
सावन में गुम क्यों मेरा मनवा
भनक सुनी पिया आवन की
उमड़ घुमड़ चहूँ दिश सो आयो
बिजुरी चमके झर लावन की
बरसे बदरैया सावन की


 ",Aalaap,1977,Jaidev,Dr. Rahi Masoom Reza,"Yesudas, Madhurani, Kumari Fai..."
"नई उमर की कलियों तुमको देख रही दुनिया सारी
तुमपे बड़ी ज़िम्मेदारी
घर-घर को तुम स्वर्ग बनाना -2
हर आँगन को फुलवारी
हमपे बड़ी ज़िम्मेदारी
देख रही दुनिया सारी

तुम उस देश में जन्मी हो जिस देश में जन्मी थी सीता -2
तुम उस देश की कन्या हो जिस देश में गूँज रही गीता
कभी भूल कर भी न लगाना -2
जीवन में तुम चिनगारी

घर-घर को तुम स्वर्ग बनाना
हर आँगन को फुलवारी
हमपे बड़ी ज़िम्मेदारी
देख रही दुनिया सारी

ये न भूलना जहाँ जहाँ है फूल वहाँ हैं काँटे भी -2
जहाँ जहाँ पर होते हैं तूफ़ान वहाँ सन्नाटे भी
तुम इस जग में हँस हँस जीना मत करना मन को भारी

घर-घर को तुम स्वर्ग बनाना
हर आँगन को फुलवारी
हमपे बड़ी ज़िम्मेदारी
देख रही दुनिया सारी

देखो कहीं भटक मत जान झूठे हास विलासों में -2
करना ऐसे काम तुम्हारा नाम रहे इतिहासों में
सावधान रहना बहनो -2
आ रही तुम्हारी भी बारी

घर-घर को तुम स्वर्ग बनाना
हर आँगन को फुलवारी
( हमपे बड़ी ज़िम्मेदारी
देख रही दुनिया सारी ) -2

 ",Talaaq,1958,C Ramchandra,Pradeep,"Asha, Chorus/ Asha"
"र : हो ओ ओ
 नई ज़िन्दगी से प्यार कर के देख
 इसके रूप का सिंगार कर के देख
 इसपे जो भी है निसार कर के देख
 नई ज़िन्दगी से प्यार कर के देख
को : नई ज़िन्दगी से ...

र : सच कभी तो होंगे ख़्वाब और ख़याल तेरे ख़्वाब और ख़याल
को : हो तेरे ख़्वाब और ख़याल
र : कब तलक रहेंगे बेक़सी के जाल दिल पे बेक़सी के जाल
को : हो दिल पे बेक़सी के जाल
र : वक़्त सुन चुका है तेरे दिल का हाल तेरे दिल का हाल
को : वक़्त सुन चुका है तेरे दिल का हाल तेरे दिल का हाल
र : और चार दिन गुज़ार कर के देख
को : नई ज़िन्दगी से प्यार कर के देख
र : इसपे जो भी है निसार कर के देख
को : नई ज़िन्दगी से प्यार कर के देख

ल : दिल के तार छू के गा रहा है कौन गीत गा रहा है कौन
को : हो गीत गा रहा है कौन
ल : ले के ये बहारें आ रहा है कौन मुस्कुरा रहा है कौन
को : हो मुस्कुरा रहा है कौन
ल : तन पे और मन पे छा रहा है कौन छा रहा है कौन
को : तन पे और मन पे छा रहा है कौन छा रहा है कौन
र : अपना दिल किसी पे हार कर के देख
को : नई ज़िन्दगी से प्यार कर के देख
र : इसपे जो भी है निसार कर के देख
को : नई ज़िन्दगी से ...
ल : हो ओ ओ
 नई ज़िन्दगी से प्यार कर के देख
 इसके रूप का सिंगार कर के देख
 इसपे जो भी है निसार कर के देख
 नई ज़िन्दगी से प्यार कर के देख
को : नई ज़िन्दगी से ...

ल : नींद से धरती को जो जगायेगा ज़मीं को जो जगायेगा
को : ज़मीं को जो जगायेगा
ल : बीज आँसुओं के जो बिछायेगा जो मेहनतें लुटायेगा
को : जो मेहनतें लुटायेगा
ल : फूल उसके आँगन में मुस्कुरायेगा मुस्कुरायेगा
को : फूल उसके आँगन में मुस्कुरायेगा मुस्कुरायेगा
ल : और चार दिन गुज़ार कर के देख
को : नई ज़िन्दगी से प्यार कर के देख
ल : इसपे जो भी है निसार कर के देख
को : नई ज़िन्दगी से प्यार कर के देख

ल : गा रही है धरती गीत प्यार के सुहाने गीत प्यार के
को : सुहाने गीत प्यार के
ल : दिन गुज़र चुके हैं इंतज़ार के हो तेरे इंतज़ार के
को : हो तेरे इंतज़ार के
ल : चुप न रह पपीहे ये मन को मार के मन को मार के
को : चुप न रह पपीहे मन को मार के मन को मार के
ल : आयेंगे पिया पुकार कर के देख
को : नई ज़िन्दगी से प्यार कर के देख
ल : आयेंगे पिया पुकार कर के देख
को : नई ज़िन्दगी से ...

 ",Shikast,1953,Shankar-Jaikishan,Shailendra,"Rafi, Lata, Chours/ Lata, Chorus"
"सु : ना आह है ना राह है
 ना जिस्म है ना जाँ है
 अंधेरा हूँ प्यास हूँ मैं
 भूत हूँ मैं -4

 ना दर्द है ना उमंग है
 ना आस है ना साँस है
 रौंदी हुई आग हूँ मैं
 भूत हूँ मैं -3
 भूत हूँ

 मैं हूँ ज़िन्दा हूँ ज़िन्दा सोई नहीं
को : भूत हूँ मैं -4

सु : बेचैन सा सैलाब है
 ज़ालिमाना तेज़ाब है
 ज़हर ला-इलाज है मैं
 भूत हूँ मैं -7
को : कोई नहीं जो
 क्या यहाँ है
सु : ना आह है ना राह है
 ना जिस्म है ना जाँ है
 अंधेरा हूँ प्यास हूँ मैं
 भूत हूँ मैं -4

को : कोई नहीं
सु : ना दर्द है ना उमंग है
 ना आस है ना साँस है
 रौंदी हुई आग हूँ मैं
 मैं मैं मैं मैं
 भूत हूँ मैं भूत -3
 भूत हूँ

 मैं हूँ ज़िन्दा हूँ ज़िन्दा सोई नहीं

सु : बेचैन सा सैलाब है
 ज़ालिमाना तेज़ाब है
 ज़हर ला-इलाज है मैं
 भूत हूँ मैं -7
 कोई नहीं

 ",Bhoot,2003,Salim-Sulaiman,Lalit Marathe,"Sunidhi Chauhan, Vijay Prakash..."
"ना बाबा ना बाबा ऐसे न हाथ लगाओ
मेरी जान-ए-जानां मेरे पास आओ
ना बाबा ...

पहली मोहब्बत का पहला असर है
छोड़ो हटो जाओ मुझको लगता डर है
मेरी जान-ए-जानां ...

कैसे दिखाऊं कोई जलन हो मेरे दिल में
ऐसे न देखो पलकें झुका लो
कुछ हो रहा है मेरे बदन में बेचैनी बढ़ने लगी
दीवाना दिल खो गया हमको खबर ही नहीं
न जाने क्या हो गया क्या समा है आशिक़ाना
ऐसे में जाऊं कहां मेरी जां

ऐसे अगर तुम बातें करोगे बोलूंगी फिर न तुमसे कभी भी
तुमको कसम है गुस्सा करो तो कुछ न कहूंगा तुमसे अभी मैं
मुझको पता है सनम दीवाने झूठे हो तुम
जाने भी दो साथिया ऐसे क्यों रूठे हो तुम
भूल कोई हो न जाए
मेरी जान-ए-जानां ...

 ",Mr. Bond,1992,Anand-Milind,Sameer,"Anuradha Paudwal, Suresh Wadkar"
"र : ना भँवरा ना कोई गुल
 अकेला हूँ मैं तेरा बुलबुल
 है एक तनहाई
 मेरी जाँ मेरे जहाँ में आ
आ : मेरे जहाँ में रंग-ओ-बू
 कहीं पर हँसी कहीं आँसू
 ये ही बता सौदाई
 मैं ये ज़िंदगी भुला दूँ क्या

 उल्फ़त की है यहाँ बू बास
 मन में लगी लबों पर प्यास
को : मन में लगी लबों पर प्यास
आ : चाँदी सोना हो न हो
 दिल है अपने पास 
र : मेरी दुनिया और हसीं है
 यहाँ दंगा शोर नहीं है
 
 है एक तनहाई
 मेरी जाँ मेरे जहाँ में आ
 ना भँवरा ना कोई गुल
 अकेला हूँ मैं तेरा बुलबुल
 है एक तनहाई
 मेरी जाँ मेरे जहाँ में आ

 तेरा जहाँ है जिसका नाम
 ग़म की सुबह दुखों की शाम
को : हो no no no
र : मामूली सी बात पे
 लड़ना इसका काम
आ : फिर भी ये सब हैं अपने
 मिल जुल कर देखें सपने

 ये ही बता सौदाई
 मैं ये ज़िंदगी भुला दूँ क्या
 मेरे जहाँ में रंग-ओ-बू
 कहीं पर हँसी कहीं आँसू
 ये ही बता सौदाई
 मैं ये ज़िंदगी भुला दूँ क्या

र : ना भँवरा ना कोई गुल
 अकेला हूँ मैं तेरा बुलबुल
 है एक तनहाई
 मेरी जाँ मेरे जहाँ में आ

 ",Aarti,1962,Roshan,Majrooh,"Rafi, Asha, Chorus"
"drop the needle
let the brakes go

( ना बीवी ना बच्चा
बाप बड़ा ना मईया
the whole thing is that
कि भईया सबसे बड़ा रुपईया ) -2

बिन रुपईया तो mister terii mummy का प्यार
जो पैदा करता तुझे तो कभी ना कर सकता मेरे यार
doctor lauT jaataa fee ना मिलती अगर
तू माँ के गोटे के अंदर पड़ा ही रह जाता हर बार
वो किया जिसने पैदा वो ईश्वर है ना मईया
the whole thing is that
कि भईया सबसे बड़ा रुपईया

rap piece

हाथ खाली अगर तू मर गया मेरी जान
ना अगनी तुझको छुयेगी ना धरती ही देगी मान
हद ये है मेरे भाई ये ख़ुदाओं का घर
तेरी दौलत ने बनाया तो हुये ख़ुश अल्लाह भगवान
तू इस दुनिया की ख़ातिर जोड़े जा आना पइया
the whole thing is that
कि भईया सबसे बड़ा रुपईया

एक leader ko dekho is looking for very grand
उड़ाता-फिरता dinner hai in the hotel sun and sand
उसके लड़के की शादी देखे जाइये ना पूछ
कहाँ से लाया ये हाथी from where ye english band
आज कहाँ का nation काहे की धरती मईया
the whole thing is that
कि भईया सबसे बड़ा रुपईया

 ",Paisa Vasool,2003,nan,nan,Jojo
