Song,Film,YearMusic Director,Lyricist,Singers
"अरमानों की नगरी उजड़ गयी
अपनी ही क़िसमत से हम छले गये
जो आशा बनकर आये थे
वो आँसू बनकर चले गये

मेरे छोटे से दिल को तोड़ चले
किस ओर जी किस ओर
वो तो हमसे यूँ मुखड़ा मोड़ चले
किस ओर जी किस ओर

दो दिन भी तो मिलके रह न सके
बात दिल की ज़ुबान से कह न सके
वो तो हमसे यूँ नाता तोड़ चले
किस ओर जी किस ओर
मेरे छोटे से दिल को   ...

ओऽ ओऽ ओऽ
मेरी नैय्या से रूठा किनारा
मेरी क़िसमत का डूबा सितारा
वो तो हमको अकेला छोड़ चले
किस ओर जी किस ओर
मेरे छोटे से दिल को   ...


 ",Tamaashaa,1952,Manna Dey,Bharat Vyas,Lata
"मेरे देस में हो मेरे देस में पवन चले पुरवाई
मेरे देस को देखने भई सारी दुनिया आई
मेरे देस में ...

झिलमिल झिलमिल तारा चमके 
डगमग डगमग नैया डोले
रिमझिम बादल बरसे, रामा हो

गुनगुन गुनगुन भँवरे घूमें
झरझर झरझर झरने झूमें 
छमछम पायल बाजे रामा हो

हे गइया नाचे, बाँसुरी बजाये रे कन्हाई
मेरे देस में ...

अमवा की डाली पे कोयल
गीत सुनाये कोमल कोमल
मेरे बाग की कलियों के हो! 

पतझड़ मस्त बहारों जैसे
पत्थर भी हैं तारों जैसे
मेरे गाँव की गलियों के हो!
हे मेरे खेत की मिट्टी ने सोने की मूरत पाई
मेरे देस में ...

 ",Jigri Dost,1969,Laxmikant-Pyarelal,Anand Bakshi,Rafi
"मेरे देश की धरती सोना उगले, उगले हीरे मोती
मेरे देश की धरती ...

बैलों के गले में जब घुंघरू जीवन का राग सुनाते हैं
ग़म कोस दूर हो जाता है खुशियों के कंवल मुस्काते हैं
सुनके रहट की आवाज़ें यूँ लगे कहीं शहनाई बजे
आते ही मस्त बहारों के दुल्हन की तरह हर खेत सजे,
मेरे देश ...

जब चलते हैं इस धरती पे हल ममता अंगड़ाइयाँ लेती है
क्यूँ ना पूजे इस माटी को जो जीवन का सुख देती है
इस धरती पे जिसने जनम लिया, उसने ही पाया प्यार तेरा
यहाँ अपना पराया कोई नहीं है सब पे है माँ उपकार तेरा,
मेरे देश ...

ये बाग़ है गौतम नानक का खिलते हैं चमन के फूल यहाँ
गांधी, सुभाष, टैगोर, तिलक, ऐसे हैं अमन के फूल यहाँ
रंग हरा हरी सिंह नलवे से रंग लाल है लाल बहादुर से
रंग बना बसंती भगत सिंह रंग अमन का वीर जवाहर से,
मेरे देश ...

 ",Upkar,1967,Kalyanji-Anandji,Gulshan Bawra,"Mahendra Kapoor, chorus"
"कोरस:
धा न धा न धगद धगद
तिटक तान तिटक तान धधिगिण
ता क ती ट क ता न

(धिरकिट तिरकिटतक तिरकिटतक धा
धिरकिट तिरकिटतक तिरकिटतक धा
धिरकिट तिरकिटतक तिरकिटतक धा) 3

श्रेया:
मेरे ढोलना सुन मेरे प्यार की धुन
मेरे ढोलना सुन

कोरस:
(तत धित धिरकिट तिरकिटतक धा
धिरकिटतक धा
धिरकिटतक धा) 3

श्रेया:
मेरे ढोलना सुन मेरे प्यार की धुन
मेरे ढोलना सुन
मेरी चाहतें तो फ़िज़ा में बहेंगी
ज़िंदा रहेंगी होके फ़ना

तननन तोम तननन तोम तननन तोम तननन तोम
तान देरे तान देरे देरे ना  

मेरे ढोलना सुन मेरे प्यार की धुन
मेरे ढोलना 

कोरस:
धगिट तिक धगेत्रकिटतिरकिटतक
तरिकिटतक धुम तरिकिटतक धुम तरिकिटतिकतक
तरिकिटतक धुम तरिकिटतक धुम तरिकिटतिकतक
धोम तिरकिट धोम तिरकिट धोम तिरकिट धा ...

श्रेया:
(साथिरे साथिरे मरके भी तुझको चाहेगा दिल
तुझे ही बेचैनियों में पायेगा दिल) 2
मेरे गेसुओं के साए में तेरी राहतों की ख़ुश्बू है
तेरे बग़ैर क्या जीना मेरे रोम रोम में तू है
मेरी चूडियों की खन खन से तेरी सदाएँ आती हैं
ये दूरियाँ हमेशा ही नज़दीक हमको लाती हैं
ओ पिया ...

श्री:
सा नि ध नि ध प
म ग सा नि ध नि सा ग म

म ग सा नि ध नि सा ग
म ग सा नि ध नि सा ग
म   ग    म   ग

सा नि ध प ग म ध नि
सा नि ध प ग म ध नि
सा    नि   ध   नि

ध नि सा  ध नि सा  ध नि सा  ध नि सा 
म ध नि   म ध नि   म ध नि   म ध नि
ध नि   सा  ध नि   सा  ध नि   सा
म ध   नि   म ध   नि   म ध   नि
म ध नि सा   म ध नि सा   म ध नि सा   म ध नि सा
सा नि ध म   सा नि ध म   सा नि ध म   सा नि ध म
म म ग ग  सा सा नि नि   सा सा नि नि  ध ध नि नि
स स नि नि  ध ध प म  ग ग सा सा  नि नि ध ध
ध नि सा  सा  सा
नि ध सा  सा  सा
म ध सा  सा  सा

श्रेया और श्री:
मेरे ढोलना सुन मेरे प्यार की धुन
मेरे ढोलना सुन

कोरस:
(तरिकिट धोम तरिकिटतक धोम
तरिकिटतक तरिकिटतक धोम
तरिकिटतक तिक तरिकिटकतक धोम
धोमकिटतक धोमकिटतक धोमकिटतक धोमकिटतक धा)

श्रेया:
साँसों में साँसों में तेरी सरगमें हैं अब रात दिन
ज़िंदगी मेरी तो कुछ ना अब तेरे बिन

श्री:
साँसों में साँसों में तेरी सरगमें हैं अब रात दिन
ज़िंदगी मेरी तो कुछ ना अब तेरे बिन

श्रेया:
तेरी धडकनों की सरगोशी मेरी धडकनों मे बजती है
श्री:
मेरी जागती निगाहों में ख़्वाहिश तेरी ही सजती है
श्रेया:
मेरे ख़यालों में हर पल तेरे ख़याल शामिल है
श्री:
लम्हे जुदाईयों वाले मुश्किल बड़े ही मुश्किल हैं
श्रेया:
ओ पिया ...

श्री के बाद श्रेया:
(नि सा  नि सा  नि सा  नि सा 
 ध नि  ध नि  ध नि  ध नि
 प ध  प ध  प ध  प ध
 ग म प ध    नि रे सा

प नि नि सा   प नि नि सा   प नि नि सा   प नि नि सा
ग म प ध   नि ध प ध  नि ध प ध  नि सा
ग प प ध   नि ध प ध  प म ग म    रे रे सा नि
सा नि सा ग  म ग सा ग   म प ध प   ध नि सा)

श्री:
नि सा नि सा नि सा नि सा नि सा 
श्रेया:
ध नि ध नि ध नि ध नि ध नि

श्री:
ग म प ध नि ध प म ग म प ध नि ध प म
श्रेया:
ग म प म ग म ग रे सा रे सा नि ध नि सा
श्री:
ध ध नि नि सा सा ग ग म ग
श्रेया:
सा सा ग ग म प ध ध नि ध
श्री:
ध नि सा ग सा नि ध नि
सा नि ध नि स म म ग
म ध नि स ध नि ध म
ग म ग रे सा नि ध नि

(सा ग म ध नि सा नि ध
प म ग म नि रे सा नि) 2

सा सा नि नि सा सा ग ग
नि नि सा सा ग ग म म 
सा सा ग ग म म ध ध
ग ग म म ध ध नि नि
म प ध ध नि नि सा सा
ध ध नि नि सा सा गऽ

श्रेया:
मेरे ढोलना सुन मेरे प्यार की धुन
मेरे ढोलना सुन

 ",Bhool Bhulaiyaa,2007,Pritam,Sameer,"Shreya Goshal, M G Sreekumar"
"मेरे दीवानेपन की भी दवा नहीं -2
मैने जाने क्या सुन लिया तूने तो कुछ कहा नहीं
मेरे दीवानेपन की ...

मैं ये समझा मेरे दिल की कोई हसरत निकल गई -2
तूने देखा मुझे ऐसे के तबियत मचल गई
वरना तेरे सर की क़सम आदमी मैं बुरा नहीं
मेरे दीवानेपन की ...

बे-अदब हूँ मैं दीवाना किस कदर तू ख़फ़ा हुई -2
छू लिया क्यों बदन तेरा तौबा कैसी ख़ता हुई
सारी दुनिया में कोई मेरे लायक सज़ा नहीं
मेरे दीवानेपन की ...

चाँदनी रात में जैसे रुख़-ए-गुल पे किरण पड़ी -2
बे-सबब रूठ कर तेरे माथे पे यूँ शिकन पड़ी
मेरे महबूब ये तेरी बेरुख़ी है अदा नहीं
मेरे दीवानेपन की ...

 ",Mehboob Ki Mehandi,1971,Laxmikant-Pyarelal,Anand Bakshi,Kishore
"हाय मेरे दिल बता मेरे दिल बता तुझको तो होगा पता
जहाँ वो लड़की मिल जाए हर दूरी मिट जाए
है कौन सा वो रस्ता so nice
मेरे दिल बता ...

जिस लड़की से प्यार है मुझे
क्या वो मुझे प्यार करेगी
मेरे ख्वाबों की तस्वीरों में
क्या वो लड़की रंग भरेगी
क्या कभी नहीं ये होगा
क्या कभी कहीं ये होगा
क्या लगता है क्या होना है
अच्छा होगा या बुरा
हो मेरे दिल बता ...

मेरे दिल जो तमन्ना है मेरी
क्या पूरी हो पाएगी
मैं जिसका दीवाना हूँ वो
क्या मेरी हो जाएगी
हम दोनों क्या साथ होंगे
क्या हाथों में हाथ होंगे
क्या लगता है क्या होना है
मेरे दिल मुझसे ना छुपा
हाय मेरे दिल बता ...

 ",Badhaai Ho Badhaai,2002,Annu Malik,Javed Akhtar,"Sonu Nigam, Chorus"
"मेरे दिल का पता तुम्हें किसने दिया
क्या तुम भी अकेले थे मेरी तरह
जानम जानम ओ जानम मेरी जानम

तेरे दिल का पता मेरे दिल ने दिया
हाँ हम भी अकेले थे तेरी तरह
जानम जानम ...

मैं अकेला जी रहा था जीवन बेइरादा था
न किसी से थी मुहब्बत न कोई भी वायदा था
तुम मेरी राह में जाने कब आ गये
क्या तुम भी अकेले ...

ज़िंदगी के ये हसीं पल बस यूं ही गुज़र जाते
और कुछ दिन जो तुम्हें हम न मिलते तो मर जाते
वायदा है ये मेरा तुमसे क्या है छुपा
हाँ हम भी अकेले ...

 ",Jaanam,1993,Annu Malik,Faiz Anwar,"Anuradha Paudwal, Vipin Sachdeva"
"( मेरे दिल का तुमसे है कहना
बस मेरे ही रहना
नहीं तो समझे ) -2
ओ अपनी हो ये दास्ताँ
बनके रहें हम यहाँ
दो जिस्म और एक जाँ
समझो जो कहती हूँ
मेरे दिल का तुमसे है कहना ... समझे -2

मैं तो यही बस चाहूँ
के मुझको चाहो हर घड़ी तुम
कितनी मैं हसीं हूँ
मुझे समझाओ हर घड़ी तुम
हूँ दिल में समाओ मुझे
पास बुलाओ मुझे
देखे ही जाओ मुझे
समझो जो कहती हूँ
मेरे दिल का तुमसे है कहना ... समझे

हो हो आ हा हा हा हा

तुमसे कहूँ मैं कैसे
हैं कैसे-कैसे अरमाँ जागे
हाँ हाँ गुम से होश हैं जैसे
के अब आँखों से नींद भागे
हाँ बढ़ती हैं बेचैनियाँ
महकी हैं तनहाइयाँ
अब क्योँ रहें दूरियाँ
समझो जो कहती हूँ
मेरे दिल का तुमसे है कहना ... समझे -2
ओ अपनी हो ये दास्ताँ ... और एक जाँ
समझो
मेरे दिल का तुमसे है कहना ... समझे
समझे -3

 ",Armaan,2003,Shankar-Ehsaan-Loy,Javed Akhtar,Chitra
"मेरे दिल का वो शहज़ादा मेरा दिलबर मेरा प्रेमी

कभी न कभी तो आयेगा वो कभी न कभी मैं बनूँगी उसकी

मेरे दिल का वो शहज़ादा मेरा दिलबर मेरा प्रेमी
कभी न कभी तो आयेगा वो कभी न कभी मैं बनूँगी उसकी

दुनिया में वो सबसे प्यारा मेरी क़िस्मत का वो तारा

मेरे दिल का वो शहज़ादा मेरा दिलबर मेरा प्रेमी
कभी न कभी तो आयेगा वो कभी न कभी मैं बनूँगी उसकी
हो दुनिया में वो सबसे प्यारा मेरी क़िस्मत का वो तारा

कौन है वो नहीं जानूँ मैं उसको जानूँ ना पहचानूँ मैं

करूँ क्या ये बता कैसे निकलेगा अरमाँ दिल से

कैसे जा के मिलेगा मंज़िल से रास्ता ये बता

मेरे दिल का वो शहज़ादा मेरा दिलबर मेरा प्रेमी
कभी न कभी तो आयेगा वो कभी न कभी मैं बनूँगी उसकी
हो दुनिया में वो सबसे प्यारा मेरी क़िस्मत का वो तारा

कौन है किस से होगा प्यार मुझे -2

जानें किस का है इंतज़ार मुझे

जानें

मेरी हैरानी मेरी परेशानी समझे ना

किसको मैं चाहूँ ये भी नहीं जानूँ समझे ना

तुम ही कहो जाऊँ कहाँ उसका न कोई पता न कोई निशाँ

फिर भी मेरा दिल कहता है सपनों में जो रहता है

इक न इक दिन तो वो मिलने आयेगा

मेरे दिल का वो शहज़ादा मेरा दिलबर मेरा प्रेमी
कभी न कभी तो आयेगा वो कभी न कभी मैं बनूँगी उसकी आ अ आ
हो
दुनिया में वो सबसे प्यारा मेरी क़िस्मत का वो तारा

मेरे दिल का वो शहज़ादा मेरा दिलबर मेरा प्रेमी

 ",Kabhi Na Kabhi,1997,A R Rahman,Javed Akhtar,Asha
"मेरे दिल कभी तो कोई आयेगा
हमदम जो तेरा बन जायेगा

ऐ बेक़रार अब इंतज़ार
कुछ रंग ला रहा है
कहता है प्यार तेरा राज़दार
तेरे पास आ रहा है

होगी हसीन वो चाँद रात
हम साथ साथ होंगे
बरसेगा नूर ख़ुशियों में चूर
हाथों में हाथ होंगे

बदलेगा दौर कुछ देर और
तू ग़म का ज़हर पी ले
होगा मिलाप फिर अपने आप
जैसे भी चाहे जी ले

मेरे दिल ...


 ",Main Chup Rahungi,1962,Chitragupt,Rajinder Krishan,Lata
"मेरे दिल के अरमान मर कर न निकले
जो दिल में चुभे फिर वो निश्तर न निकले

कलीम आये तो खुल के जलवा दिखाया
हम आये तो परदे के बाहर न निकले

नशेमन में गुज़रे कई मौसम-ए-गुल
क़फ़स में जो टूटे थे वो पर न निकले

बिठाया 'रियाज़्' इस तरह जोफ़-ए-दिल ने
बहार आई हम घर से बाहर न निकले

 ",Golden Greatest of Mehdi Hassan (Non-Film),1994,nan,Riyaz,Mehdi Hasan
"मेरे दिल के गीत चुप थे -2
तुम साज़ बन के आए -2
मेरे दिल की धड़कनों की -2
आवाज़ बन के आए

तुम ने ही मुझ पे खोलें सब राज़ ज़िन्दगी के, सब राज़ ज़िन्दगी के
-2
और तुम ही ज़िन्दगी का इक़रार बन के आए
मेरे दिल के गीत चुप थे ...

सूनी थी दिल की महफ़िल हर शय में कुछ कमी थी -2
तुम आए तो सरापा इक नाज़ बन के आए
मेरे दिल के गीत चुप थे ...

 ",Aakash,1953,Anil Biswas,Prem Dhawan,Meena Kapoor
"मेरे दिल के तड़पने का तमाशा देखने वाले
तुझे क्या मिल गया मेरा तड़पना देखने वाले

मेरी नाकामियों पर मुस्कुरा ले जितना जी चाहे
मेरी ख़ुशियों की बस्ती का उजड़ना देखने वाले

हज़ारों हसरतें ले कर तेरी महफ़िल से जाते हैं
सहारा दे के दिल को बेसहारा देखने वाले

 ",Sabz Baagh,1951,Vinod,Aziz Kashmiri,Lata
"ओ जट्ट लुटेया गया ओय
मेरे दिल की चिड़ी फ़ुर्र करके उड़ी
मैने देखी हाय इक सोणी कुड़ी
की करां की करां ओय ओय पटेया गया
जट्ट लुटेया गया हो जट्ट लुटेया गया ओय ओय
जट्ट लुटेया हा गया हाय
ये you you ना आना मेरे रू ब रू
मेरे दिल की चिड़ी ...

हाय क्या करूं क्या ना करूं क्या कहूं क्या ना कहूं
मैं जियूं या मैं मरूं कब तलक आहें भरूं
मैं भी तो जानूं ज़रा ये तुम्हें क्या हो गया
हो गया हो गया कुछ ना कुछ तो हो गया
क्या हुआ क्या इक पल में सब कुछ बदल गया
लुटेया गया हो जट्ट ...

ये हे हो हो
दिल मेरा ले कर सनम जाओ ना ऐसे कहीं
ढूंढ लो दिल को कहीं पास मेरे वो नहीं
ये समझ लो आज से हमें प्यार तुमसे हो गया
जा दीवाने भूल जा तू दीवाना हो गया
सर से पाँव तक तुम्हें देखा मैं खो गया
लुटेया गया हो जट्ट ...

तेरे दिल की चिड़ी फ़ुर्र करके उड़ी
तूने देखी जब इक सोणी कुड़ी
की करां ...

ओ बादशाह पट्टे गए ओय
ओय जट्ट लुटेया गया ओय

 ",Champion,2000,Anand Raj Anand,Anand Raj Anand,"Shankar Saini, Hema Sardesai"
"मेरे दिल की धड़कन क्या बोले? 
  - क्या बोले?
मैं जानूँ और तू जाने
मैं जानूँ और तू जाने
मेरा प्यार भरा मन क्यों डोले?
  - क्यों डोले?
मैं जानूँ और तू जाने
मैं जानूँ और तू जाने

चली गयी रात मदभरी हवाओं के डोले पे हो के सवार
दे गयी चाँद की परि निगाहों को सपनों का पागल ख़ुमार
हमें किस ने दिये ये नज़राने
  - कौन जाने
मैं जानूँ और तू जाने ...

महकी थी रात की रानी खिले थे गगन में चमेली के फूल
पूछा मैं ने कान में तुम से मुहब्बत है कैसी मज़ेदार भूल
मैं सुन के लगी क्यों शरमाने?
  - कौन जाने
मैं जानूँ और तू जाने ...


 ",Anhonee,1952,Roshan,Shailendra,"Talat, Lata"
"मेरे दिल की दुनिया उजड़ गई -2
समझे थे दिल की लगी हुई
आं आं

दिल ही दिल में रह जायेगी
क्या ख़बर थी ये ज्वाला बन कर
जीवन में आग़ लगायेगी
मेरी प्रेम-नगरिया उजड़ गयी

मेरे दिल की दुनिया उजड़ गई -2

 ",Janmabhoomi,1936,Saraswati Devi,J S Kashyap 'Natawa',Ashok Kumar
"मेरे दिल की गलियों में कब से तू आबाद है
मुझे थोड़ा थोड़ा याद है
सदियों पहले तू ही था तू ही सदियों के बाद है
मुझे थोड़ा थोड़ा याद है
मेरे दिल की गलियों में ...

भूली बिसरी यादों से इक तस्वीर बनाई है
गुज़रा हुआ ज़माना है लम्बी बड़ी जुदाई है
दिल में तेरी याद है होंठों पे तेरी फ़रियाद है
मुझे थोड़ा थोड़ा ...

हम इक दूजे के होंगे कब यह मेरे सजन होगा
हम सौ बार मिले बिछड़े अब की बार मिलन होगा
तेरा मेरा प्यार अमर है क्या ये तुझको याद है
मुझे थोड़ा थोड़ा ...

तोड़ के सारी दीवारें इस दुनियां की रस्मों की
झूम के वापस आई है ये रुत वापस दो कसमों की
टूट गया ग़म का पिंजरा पंछी अब आज़ाद है
मुझे थोड़ा थोड़ा ...

 ",Banjaaran,1991,Laxmikant-Pyarelal,Anand Bakshi,Anuradha Paudwal
"मेरे दिल की घड़ी करे टिक-टिक-टिक
ओ बजे रात के बारह, हाय तेरी याद ने मारा

खामोश ज़माना सोये
इक मेरा ही दिल रोये (क्ष्2)
और दिल पर तीर चलाये (क्ष्2)
एक झिलमिल करता तारा, हाय तेरी याद ने मारा   ...

न बने बात कुछ कह के
और जले जिया चुप रह के (क्ष्2)
बस चुपके चुपके तड़पे (क्ष्2)
मजबूर कोई बेचारा, हाय तेरी याद ने मारा   ...

अखियों से निन्दिया भागी
पलकों में रिमझिम लागी (क्ष्2)
अब आन मिलो ओ सजना (क्ष्2)
दिल तड़प तड़प कर हारा, हाय तेरी याद ने मारा   ...


 ",Albela,1951,C Ramchandra,Rajinder Krishan,"Lata, Chitalkar"
"मेरे दिल की नगरिया में आना
न आ के जाना बलम परदेसिया
दिल त.ड्पाये मोहे चैन न आए
मोहे एक झलक दिखलाना, दिखलाना
मेरे दिल की ...

रुत मिलने की आई सुहानी
आ जाओ तो बड़ी महर्बानी
गुप चुप गुप चुप
दुनिया से छुप छुप
मैं तो आ गई कर के बहाना
मेरे दिल की ...

जिस दिन से हुई मैं तुमहारी
मीठी मीठी सी मुझे बेक़रारी
प्यारी पयारी सी है पीड़
जिया धरे नहीं धीर
ज़रा आ के इसे समझाना
मेरे दिल की ...

देखो देखो जी हमें न सताओ
आना है तो अब आ जाओ
हमें बड़ा इन्तेज़ार, दिल बड़ा बेक़रार
तुम्हें हमरी क़सम ज़रा आना
मेरे दिल की ...

 ",Madhosh,1951,Madan Mohan,Raja Mehdi Ali Khan,Lata
"( मेरे दिल को ये क्या हो गया
मैं ना जानूँ कहाँ खो गया
क्यों लगे दिन में भी रात है
धूप में जैसे बरसात है
ऐसा क्यों होता है बार-बार
क्या इसको ही कहते हैं प्यार ) -2

आ आ आ आ आ

हो सपने नए सजने लगे दुनिया नई लगने लगी
पहले कभी ऐसा ना हुआ क्या प्यास ये जगने लगी
मदहोशियों का है समा
वो झुकने लगा आसमाँ
ख़ामोशी बनी है ज़ुबाँ
छेड़े है कोई दास्ताँ
धड़कन पे भी छाया है ख़ुमार
ऐसा क्यों होता है बार-बार

हो आईने में जो देखा तुझको
आई शरम आँखें झुकीं
धक से मेरा धड़का जिया
एक पल को ये साँसें रुकीं
अब चूड़ी सताने लगी
रातों को जगाने लगी
मैं यूँही मचलने लगी
कुछ-कुछ बदलने लगी
जाने रहती हूँ क्यों बेक़रार
ऐसा क्यों होता है बार-बार

मेरे दिल को ये क्या हो गया ... कहते हैं प्यार
ऐसा क्यों होता है बार-बार
क्या इसको ही कहते हैं प्यार

 ",Ishq Vishk,2003,Annu Malik,Sameer,Alka Yagnik
"मेरे दिल में आज क्या है
तू कहे तो मैं बता दूँ
तेरी ज़ुल्फ़ फिर सवारूँ
तेरी माँग फिर सजा दूँ
मेरे दिल में ...

मुझे देवता बनाकर, तेरी चाहतों ने पूजा - (2)
मेरा प्यार कह रहा है,
मैं तुझे खुदा बना दूँ
तेरी ज़ुल्फ़ फिर ...

कोई ढूँढ्ने भी आए, तो हमें ना ढूँढ़ पाए - (2)
तू मुझे कहीं छुपा दे,
मैं तुझे कहीं छुपा दूँ
तेरी ज़ुल्फ़ फिर ...

मेरे बाज़ुओं मे आकर, तेरा दर्द चैन पाए - (2)
तेरे गेसुओं मे छुपकर,
मैं जहाँ के ग़म भुला दूँ
तेरी ज़ुल्फ़ फिर ...

 ",Daagh,1973,Laxmikant-Pyarelal,Sahir,Kishore
"( मेरे दिल में आवो और बस जावो
आ के फिर ना जाना ) -2
मुझे न सताना गुइया
मुझे न रुलाना
कर के कुछ बहाना
मेरे दिल में आवो और बस जावो
आ के फिर ना जाना

( ओ ओ 
बादल घिर-घिर आये क्यूँ
कोयल गीत सुनाये क्यूँ ) -2
कली भी खिल-खिल जाये क्यूँ -2
बुलबुल ऐसे गाये क्यूँ
गाये क्यूँ

( मेरे दिल में आवो और बस जावो
आ के फिर ना जाना ) -2

( ओ ओ
पंछी खेलें आँख-मिचोली
बातें कर के भोली-भोली ) -2
अपनी बना कर टोली-टोली -2
बोलत हैं सब प्यार की बोली
प्यार की बोली

( मेरे दिल में आवो और बस जावो
आ के फिर ना जाना ) -2
मुझे न सताना गुइया
मुझे न रुलाना
कर के कुछ बहाना
मेरे दिल में आवो और बस जावो
आ के फिर ना जाना

 ",Duniya,1949,C Ramchandra,nan,Suraiya
"मेरे दिल में दिल का प्यारा है मगर मिलता नहीं
चश्म में उसका नज़ारा है मगर मिलता नहीं

ढूँढ़ता फिरता हूँ उसको दर-ब-दर और कू-ब-कू
हर जगह वो आशकारा है मगर मिलता नहीं

मेरे दिल में वो ही खेले और खिलावे मुझको वो
घर में दुल्हन का दुलारा (?) है मगर मिलता नहीं

 ",(Non-film),1930,Dilip Kumar Roy,nan,Dilip Kumar Roy
"म : मेरे दिल में है एक बात कह दो तो भला क्या है
ल : घड़ी में ये घड़ी में वो हर रंग की हर अदा है
 तेरे दिल में है क्या बात कैसे बताऊँ क्या है
म : मेरे दिल में है ...

 लगती मुझे दुनिया हसीं जब पास होती हो
ल : लगता नहीं है दिल कहीं जब दूर होते हो
 है राज़ क्या इसमें कहो आख़िर ये बात क्या है
म : मेरे दिल में है ...

ल : जैसा कहा तुमने मुझे वैसा ही होता है
म : कहते हैं जिसको प्यार वो ऐसा ही होता है
ल : है ये प्यार की दुनिया नई इसमें दिल मेरा बसा है
म : मेरे दिल में है ...

 ",Post Box 999,999,Kalyanji-Anandji,P L Santoshi,"Lata, Manna Day"
"कि : मेरे दिल में जो होता है
र : तेरे दिल में क्या होता है
कि : होता है तो
र : ये प्यार है
कि : इकरार है
ल : हाँ थोड़ा कुछ होता तो है
 जाने क्या इसका नाम मैं हूँ मुश्क़िल में
कि : मेरे दिल में ...

कि : अपनी मुश्क़िल को आसान कर लो
 आँखों में झाँको पहचान कर लो
र : इस दोस्ती को कुछ नाम दे दो
 आग़ाज़ दे दो अन्जाम दे दो
ल : तुम जो चाहो इसको समझो
 जो समझो वो मुझको कह दो
 मुझको कहाँ इन्कार है इकरार है

कि : कुछ तो बता दो अपनी ज़ुबानी
 हम जोड़ लेंगे आगे कहानी
र : बेचैन सी है क्या ज़िन्दगानी
 बस प्यार की है ये ही निशानी
ल : ऐसा है तो रहने भी दो जाने भी दो
 कुछ और तो कहना अभी दुश्वार है

र : कर दो नज़र से कोई इशारा
कि : क्या फ़ैसला है बोलो तुम्हारा
ल : अपने दिलों को ऐसे न तोड़ो
 क़िस्मत की बातें क़िस्मत पे छोड़ो
 मौसम भी फ़ुरसत भी है
 आओ मिल के झूमें-गाएँ
 हम फिर कभी सोचेंगे क्या प्यार है
कि : मेरे दिल में ...

 ",Aap Ke Deewaane,1980,Rajesh Roshan,Anand Bakshi,"Rafi, Kishore, Lata"
"( मेरे दिल में कोई न आये
आये ना मेरे दिल में
मेरे दिल में कोई न आये
के नन्हा मोरा नाज़ुक दिल हाय रे हाय रे ) -2

मुझे किसी ने कहा था उलफ़त न किसी से करना -2
बड़ा बुरा है ज़माना डरना -2
पर क्या करूँ जिया जाये -2
अब दिल में कोई बल खाये
हाय रे मेरे दिल में
अब दिल में कोई बल खाये
के नन्हा मोरा नाज़ुक दिल हाय रे हाय रे

( मोरे नैनों में पिया
मोरे नैनों में पिया काजल जल मुसकाये ) -2
मैंने झट से आँख बन्द कर ली कहीं न जाये -2
दिल नाचे है और गाये -2
कोई जा के उन्हें ले आये
हाय रे कोई जा के
कोई जा के उन्हें ले आये
के नन्हा मोरा नाज़ुक दिल हाय रे हाय रे

मेरे दिल में कोई न आये
आये ना मेरे दिल में
मेरे दिल में कोई न आये
के नन्हा मोरा नाज़ुक दिल हाय रे हाय रे

 ",Kajal,1948,Ghulam Mohammad,nan,Suraiya
"मेरे दिल में रहने वाली मुझे अपना कहने वाली
धड़कनों का एहसास तू है
हर इक लम्हा मेरे पास तू है
तेरे सिवा ना चाहत है कोई न है कोई अरमां
ओ मेरी जान मेरी जान

हूँ बहुत चाहने लगा हूँ मेरी जां तुझे
हां के अब आज़मा रही है मुहब्बत मुझे
कैसा है ये मेरा दीवानापन
हर तरफ़ है तेरा नज़ारा तुझको पाया तो दिल पुकारा
तेरे सिवा ना चाहत ...

लरज़ते लबों से तेरा वो कहना सनम
हो मेरे साथ साथ हर पल तू रहना सनम
तेरे बिन मुझे अब नहीं जीना
किस जनम का ये सिलसिला है
तू मिली तो सब कुछ मिला है
तेरे सिवा ना चाहत ...

 ",Jaan (Non-Film),2000,Nikhil-Vinay,Faiz Anwar,Sonu Nigam
"मेरे दिल में तेरी तसवीर सदा रहती है
मेरी तक़दीर में तू है या नहीं क्या जानूँ

तेरे हाथों की हरारत है मेरे हाथों में 
ख़्वाब बनकर तू बस गया है मेरी रातों में
मैं तसव्वुर में तेरे हूँ या नहीं क्या जानूँ

प्यार के फूल निगाहों में खिला करते थे
कभी हम तुम यहीं हर रोज़ मिला करते थे
फिर तेरे मन में मिलेंगे या नहीं क्या जानूँ

फिर यूँ ही चाँद के मुखड़े पे जवानी होगी
फिर यूँ ही झूमती नदियों में रवानी होगी
तू मेरे सामने होगा या नहीं क्या जानूँ

 ",Ek Hans Ka Jodaa,1975,Jaidev,Indeevar,Asha
