Song,Film,Year,Music Director,Lyricist,Singers
http://giitaayan.com/viewisbsong.asp?id=20846,Yaatrik,1952,Pankaj Mullick,Pt. Bhushan,Pankaj Mullick ?
http://giitaayan.com/viewisbsong.asp?id=856,Aap Ki Kasam,1974,R D Burman,Anand Bakshi,"Kishore, Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=rmim0574,(Non-Film),1983,Laxmi Shankar ?,,Laxmi Shankar
http://giitaayan.com/viewisbsong.asp?id=12418,Kohraam/ The Explosion,1999,Dilip Sen-Sameer Sen,Dev Kohli,"Sukhwinder Singh, Sanjivani, C..."
http://giitaayan.com/viewisbsong.asp?id=11618,Gharaana,1961,Ravi,Shakeel,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=11603,Ganga Ki Lahren,1964,Chitragupt,Majrooh,Lata
http://giitaayan.com/viewisbsong.asp?id=3104,Aanand Math,1952,Hemant Kumar,Jayadeva,"Hemant, Geeta"
http://giitaayan.com/viewisbsong.asp?id=12966,Main Shadi Karne Chala,1962,Chitragupt,Majrooh,"Rafi, Suman/ Suman"
http://giitaayan.com/viewisbsong.asp?id=11269,Dharti Kahe Pukar Ke,1969,Laxmikant-Pyarelal,Majrooh,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=21004,Netaji Subhash Chandra Bose,1966,Salil Chowdhury,Pradeep,"Hemant Kumar, Sabita Chowdhury..."
http://giitaayan.com/viewisbsong.asp?id=10831,Chorani (Non-Film),2000,Anand Raj Anand,Babu Singh Maan,"Hans Raj Hans, Chorus"
http://giitaayan.com/viewisbsong.asp?id=10808,Champion,2000,Annu Malik,Javed Akhtar,"Udit Narayan, Alka Yagnik, Pra..."
http://giitaayan.com/viewisbsong.asp?id=12482,Krishnaa,1996,Annu Malik,Anand Raj Anand,Abhijit
http://giitaayan.com/viewisbsong.asp?id=rmim0450,Manzil Manzil,1984,R D Burman,Majrooh,Shailendra Singh
http://giitaayan.com/viewisbsong.asp?id=3105,Buzdil,1951,S D Burman,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=13226,Nazraanaa,1987,Laxmikant-Pyarelal,Anand Bakshi,"Lata, Mohammed Aziz, Suresh Wa..."
http://giitaayan.com/viewisbsong.asp?id=14337,Shakti,1948,Ram Prasad/ Aazam Beg,Asad Jafry,Suraiya
http://giitaayan.com/viewisbsong.asp?id=2604,Mere Huzoor,1968,Shankar-Jaikishan,Hasrat,Manna Dey
http://giitaayan.com/viewisbsong.asp?id=14852,Jhanak Jhanak Paayal Baaje,1955,Vasant Desai,Hasrat,Amir Khan
http://giitaayan.com/viewisbsong.asp?id=rmim0874,Chand Aur Suraj,1965,Salil Chowdhury,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=14823,Bharat Milap,1942,Shankar Rao Vyas,Balam,Chorus
http://giitaayan.com/viewisbsong.asp?id=11192,Dosti Dushmani,1986,Laxmikant-Pyarelal,Anand Bakshi,"Kavita Subramaniam, Mohammed A..."
http://giitaayan.com/viewisbsong.asp?id=10444,Aashirwad,1968,Vasant Desai,Harindranath Chattopadhyay,Ashok Kumar
http://giitaayan.com/viewisbsong.asp?id=2605,Teesraa Kinaaraa,1986,,,Suresh Wadkar
http://giitaayan.com/viewisbsong.asp?id=12986,Maashooqaa,1953,Roshan,Shailendra,"Suraiya, Mukesh, Chorus"
http://giitaayan.com/viewisbsong.asp?id=857,Jeewan Mrityu,1970,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=2108,Naaz,1954,Anil Biswas,Satyendra Athaiya,Lata
http://giitaayan.com/viewisbsong.asp?id=3106,Maashooqaa,1953,Roshan,Shailendra,"Mukesh, Suraiya"
http://giitaayan.com/viewisbsong.asp?id=rmim0086,Stree,1961,C Ramchandra,Bharat Vyas,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0155,Maashooqaa,1953,Roshan,Shailendra,"Mukesh, Suraiya"
http://giitaayan.com/viewisbsong.asp?id=2109,Parivaar,1956,Salil Chowdhury,Shailendra,"Hemant, Lata"
http://giitaayan.com/viewisbsong.asp?id=2110,Hum Dil De Chuke Sanam,1999,Ismail Darbar,Mehboob,Hariharan
http://giitaayan.com/viewisbsong.asp?id=10597,Bhakta Surdas,1942,Gyan Dutt,D N Madhok,Khursheed
http://giitaayan.com/viewisbsong.asp?id=20569,Bhola Bhala,1976,R D Burman,Anand Bakshi,"Lata, Kishore"
http://giitaayan.com/viewisbsong.asp?id=13041,Miss Cocacola,1955,O P Nayyar,Majrooh,"Mukesh, Asha"
http://giitaayan.com/viewisbsong.asp?id=858,Dhool Ka Phool,1959,N Dutta,Sahir,"Asha, Mahendra Kapoor"
http://giitaayan.com/viewisbsong.asp?id=10748,Bhaabhi,1938,Saraswati Devi,Meerabai,Renuka Devi
http://giitaayan.com/viewisbsong.asp?id=859,Arth,1982,Jagjit Singh,Kaifi Azmi,Jagjit Singh
http://giitaayan.com/viewisbsong.asp?id=11536,Ghaat,2000,Annu Malik,Sameer,"Udit Narayan, Alka Yagnik, Son..."
http://giitaayan.com/viewisbsong.asp?id=3361,Mera Saaya,1966,Madan Mohan,Raja Mehdi Ali Khan,Asha
http://giitaayan.com/viewisbsong.asp?id=10183,Anjaam,1993,Anand-Milind,Sameer,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=13669,Poonam,1952,Shankar-Jaikishan,Shailendra,"Lata, Chorus"
http://giitaayan.com/viewisbsong.asp?id=3362,Aawaaz,1956,Salil Chowdhury,Vishwamitra Adil,Lata
http://giitaayan.com/viewisbsong.asp?id=20760,Ram Rajya,1943,Shankarrao Vyas,Ramesh Gupta,
http://giitaayan.com/viewisbsong.asp?id=11000,Doli Saja Ke Rakhna,1998,A R Rahman,Mehboob,"Sadhana Sargam, Sreenivas/ Sad..."
http://giitaayan.com/viewisbsong.asp?id=14769,Pagdandi,1947,Khurshid Anwar,D N Madhok,"Zeenat Begum?, Munnawar Sultan..."
http://giitaayan.com/viewisbsong.asp?id=10631,Baiju Baawraa,1952,Naushad,Shakeel,"Lata, Rafi"
http://giitaayan.com/viewisbsong.asp?id=21283,Jhoom Barabar Jhoom,2007,Shankar-Ehsaan-Loy,Gulzar,"Shankar Mahadevan, chorus"
http://giitaayan.com/viewisbsong.asp?id=861,Five Rifles/ 5 Rifles,5,Aziz Nazan,Naza Sholapuri,Aziz Nazan
http://giitaayan.com/viewisbsong.asp?id=862,Kohra,1964,Hemant Kumar,Kaifi Azmi,Lata
http://giitaayan.com/viewisbsong.asp?id=12913,Mere Sajnaa Saath Nibhaanaa,1992,Anand-Milind,Sameer,"Kavita Subramaniam, Udit Naray..."
http://giitaayan.com/viewisbsong.asp?id=863,Taaj,1956,Hemant Kumar,Rajinder Krishan,Hemant
http://giitaayan.com/viewisbsong.asp?id=864,Andaz,1949,Naushad,Majrooh,Mukesh
http://giitaayan.com/viewisbsong.asp?id=20904,Biraaj Bahu,1954,Salil Chowdhury,Shailendra,"Hemant Kumar, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12203,Jal Bin Machhali Nritya Bin Bijalee,1971,Laxmikant-Pyarelal,Majrooh,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=14581,Vidya,1948,S D Burman,Y N Joshi,Suraiya
http://giitaayan.com/viewisbsong.asp?id=14783,Yateem,1945,Khurshid Anwar,Zia Sarhadi,"Rajkumari, G. M. Durrani"
http://giitaayan.com/viewisbsong.asp?id=12992,Mastaanaa,1954,Madan Mohan,Rajinder Krishan,"Rafi, Laxmi Shankar"
http://giitaayan.com/viewisbsong.asp?id=12639,Kamal,1949,S D Burman,Prem Dhawan,Surendra Nath
http://giitaayan.com/viewisbsong.asp?id=10762,Chor Chor,1996,A R Rahman,P K Mishra,"S P Balasubrahmanyam, Chitra"
http://giitaayan.com/viewisbsong.asp?id=14512,Ujaalaa,1959,Shankar-Jaikishan,Hasrat,"Manna Dey, Lata"
http://giitaayan.com/viewisbsong.asp?id=11321,Do Khilaadi,1976,Usha Khanna,Gauhar Kanpuri,Rafi
http://giitaayan.com/viewisbsong.asp?id=865,Sangeet Samrat Tansen,1962,S N Tripathi,Shailendra,Mukesh
http://giitaayan.com/viewisbsong.asp?id=13891,Shakti The Power,2002,Ismail Darbar,Mehboob,Mohammed Salamat
http://giitaayan.com/viewisbsong.asp?id=3363,Poonam,1952,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=20768,Amar Shaheed,1960,Jamal Sen,Arjun,"Lata, Manna De"
http://giitaayan.com/viewisbsong.asp?id=3107,Naukri,1954,Salil Chowdhury,Shailendra,Geeta
http://giitaayan.com/viewisbsong.asp?id=866,Ek Gaaon Ki Kahaani,1957,Salil Chowdhury,Shailendra,Talat
http://giitaayan.com/viewisbsong.asp?id=10513,Bas Itna Sa Khvab Hai,2001,Aadesh Srivastava,Goldy Behl,"Roop Kumar Rathod, Chorus"
http://giitaayan.com/viewisbsong.asp?id=13978,Saat Rang Ke Sapne,1998,Nadeem-Shravan,Sameer,S P Balasubramaniam
http://giitaayan.com/viewisbsong.asp?id=11634,Guest House,1959,Chitragupt,Prem Dhawan,Rafi
http://giitaayan.com/viewisbsong.asp?id=13886,Saathiyaa,2002,A R Rahman,Gulzar,"Sadhana Sargam, Madhushree"
http://giitaayan.com/viewisbsong.asp?id=rmim0626,Jhoothaa Kahin Ka,1979,R D Burman,Gulshan Bawra,Asha
http://giitaayan.com/viewisbsong.asp?id=13869,Rattan,1944,Naushad,D N Madhok,Manju
http://giitaayan.com/viewisbsong.asp?id=13428,Paagalpan,2001,Raju Singh,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=10534,Betaabi,1997,Vishal,Sameer,"Abhijit, Sadhana Sargam"
http://giitaayan.com/viewisbsong.asp?id=2111,Rudaali,1993,Bhupen Hazarika,Gulzar,Lata
http://giitaayan.com/viewisbsong.asp?id=14192,Sheroo,1957,Madan Mohan,Kaif Irfani,Rafi
http://giitaayan.com/viewisbsong.asp?id=867,Mahaan,1983,R D Burman,Anjaan,Amitabh / Kishore
http://giitaayan.com/viewisbsong.asp?id=11371,Diljaani/ Mastaanaa/ Kunwaari,1935,Master Nagar Das Nayak,Ram Das 'Azaad',Master Fida Husain
http://giitaayan.com/viewisbsong.asp?id=868,Dopatta (Pakistan),1952,Firoz Nizami,Arsh Lucknowi,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=869,Ghulaami,1985,Laxmikant-Pyarelal,Gulzar,"Lata, Shabbir Kumar"
http://giitaayan.com/viewisbsong.asp?id=2360,Deedar,1970,Usha Khanna,Varma Malik,Kishore
http://giitaayan.com/viewisbsong.asp?id=870,Jhaanjhar,1953,C Ramchandra,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=871,Barsaat Ki Raat,1960,Roshan,Sahir,"Asha, Sudha Malhotra, Balbir, ..."
http://giitaayan.com/viewisbsong.asp?id=12351,Kitne Door Kitne Paas,2002,Sanjeev-Darshan,Anand Bakshi,"Sonu Nigam, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=13637,Pongaa Pandit,1975,Laxmikant-Pyarelal,Rajinder Krishan,"Kishore, Asha, Usha"
http://giitaayan.com/viewisbsong.asp?id=2361,Saajan Binaa Suhaagan,1978,Usha Khanna,Indeevar,"Suresh Wadkar, Anuradha Paudwa..."
http://giitaayan.com/viewisbsong.asp?id=872,Raat Aur Din,1967,Shankar-Jaikishan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=2362,Mera Naam Joker,1970,Shankar-Jaikishan,Shaili Shailendra,Mukesh
http://giitaayan.com/viewisbsong.asp?id=14226,Sooraj Aur Chandaa,1973,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Suman"
http://giitaayan.com/viewisbsong.asp?id=20586,Lava,1985,R D Burman,Anand Bakshi,"Asha/ Asha, Manmohan Singh"
http://giitaayan.com/viewisbsong.asp?id=2363,Taxi Driver,1954,S D Burman,Sahir,Asha
http://giitaayan.com/viewisbsong.asp?id=2606,Parwana,1947,Khurshid Anwar,D N Madhok,Saigal
http://giitaayan.com/viewisbsong.asp?id=20599,Gomti Ke Kinare,1972,R D Burman,Majrooh,"Lata, Kishore"
http://giitaayan.com/viewisbsong.asp?id=rmim0637,(Non-Film),1960,Iqbal Qureshi,Muzaffar Shahjahanpuri,Rafi
http://giitaayan.com/viewisbsong.asp?id=12602,Khoon Bhari Maang,1988,Rajesh Roshan,Indeevar,Asha
http://giitaayan.com/viewisbsong.asp?id=14460,Tohfa,1947,M A Rauf (Usmania),Nazeer Haiderabadi,"Mukesh, Hameeda"
http://giitaayan.com/viewisbsong.asp?id=10575,Balmaa,1992,Nadeem-Shravan,Sameer,"Asha, Nitin Mukesh"
http://giitaayan.com/viewisbsong.asp?id=10169,Akelaa,1991,Laxmikant-Pyarelal,Anand Bakshi,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=3108,Sanskaar,1952,Roshan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=873,Shola aur Shabnam,1961,Khayyam,Kaifi Azmi,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=874,Dilwaale,1994,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=14884,Sikandar,1941,Mir Saheb?/Rafiq Ghaznavi?,Pt Sudarshan,"Sheela, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14004,Sangraam,1993,Nadeem-Shravan,Sameer,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=14710,Zindagi,1940,Pankaj Mullick,Aarzoo Lakhnavi,Saigal
http://giitaayan.com/viewisbsong.asp?id=12128,Jaani Dost,1983,Bappi Lahiri,Indeevar,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=13247,Naadan,1971,Shankar-Jaikishan,Hasrat,Mukesh
http://giitaayan.com/viewisbsong.asp?id=875,Street Singer,1938,R C Boral,Arzoo Lucknowi,Saigal
http://giitaayan.com/viewisbsong.asp?id=2607,Sati Savitri,1964,Laxmikant-Pyarelal,Bharat Vyas,Lata
http://giitaayan.com/viewisbsong.asp?id=11169,Deshwaasi,1989,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Nitin Mukesh..."
http://giitaayan.com/viewisbsong.asp?id=3364,Wapas,1943,R C Boral,Pt Bhushan,Asit Baran
http://giitaayan.com/viewisbsong.asp?id=2608,Grahasthi,1963,Ravi,Shakeel,Asha
http://giitaayan.com/viewisbsong.asp?id=14955,Vidya,1948,S D Burman,Yashodanandan Joshi,Amirbai
http://giitaayan.com/viewisbsong.asp?id=876,Bade Dilwaala,1983,R D Burman,Majrooh,Kishore
http://giitaayan.com/viewisbsong.asp?id=10915,Chhoti Si Mulaqaat,1967,Shankar-Jaikishan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0374,Jhoothaa Kahin Ka,1979,R D Burman,Gulshan Bawra,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=11580,Ghar Sansaar,1986,Rajesh Roshan,Indeevar,"Kishore, Alka Yagnik, Mohammed..."
http://giitaayan.com/viewisbsong.asp?id=877,Munimji,1955,S D Burman,Sahir,Kishore
http://giitaayan.com/viewisbsong.asp?id=878,Tere Mere Sapne,1971,S D Burman,Neeraj,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=3109,Rani Rupmati,1959,S N Tripathi,Bharat Vyas,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0857,Taxi Taxi,1977,Hemant Bhosle,Majrooh,"Kishore, Rama Vij"
http://giitaayan.com/viewisbsong.asp?id=20796,Harjaee,1981,R D Burman,Gulshan Bawra,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=2609,Goonj Uthi Shehnaai,1959,Vasant Desai,Bharat Vyas,"Lata, Rafi"
http://giitaayan.com/viewisbsong.asp?id=12572,Khote Sikke,1974,R D Burman,Majrooh,Kishore
http://giitaayan.com/viewisbsong.asp?id=rmim0471,Agar,1977,Sonik-Omi,Gulshan Bawra,"Yesudas, Asha"
http://giitaayan.com/viewisbsong.asp?id=2874,Anokha Pyar,1948,Anil Biswas,Zia Sarhadi,Lata
http://giitaayan.com/viewisbsong.asp?id=880,Safar,1970,Kalyanji-Anandji,Indeevar,Kishore
http://giitaayan.com/viewisbsong.asp?id=10445,Aashirwad,1968,Vasant Desai,Gulzar,Manna Dey
http://giitaayan.com/viewisbsong.asp?id=12275,Jogan,1950,Bulo C Rani,Buta Ram,Shamshad
http://giitaayan.com/viewisbsong.asp?id=881,Door Gagan Ki Chhaon Mein,1964,Kishore,Shailendra,Kishore
http://giitaayan.com/viewisbsong.asp?id=882,Raat Ki Rani,1949,Hansraj Behl,Arzoo Lucknowi,Rafi
http://giitaayan.com/viewisbsong.asp?id=15392,Haseen Lamhen 5 (Non-Film),5,,Parvez Jaalandhari,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=15393,Best Of Ghulam Ali (Non-Film),1990,,,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=883,Pyaasa,1957,S D Burman,Sahir,Rafi
http://giitaayan.com/viewisbsong.asp?id=10214,Aabroo,1968,Sonik-Omi,G S Rawal,Mukesh
http://giitaayan.com/viewisbsong.asp?id=13344,Naukar,1943,Rafiq Ghaznavi / Shanti Kumar,,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=11336,Door Ka Raahi,1971,Kishore,A Irshad,Kishore
http://giitaayan.com/viewisbsong.asp?id=12018,Jis Desh Mein Gangaa Rehtaa Hai,2000,Anand Raj Anand,"Dev Kohli, Pravin Bhardwaj","Abhijit, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14600,Watan Ke Rakhwaale,1987,Laxmikant-Pyarelal,Majrooh,Mahendra Kapoor
http://giitaayan.com/viewisbsong.asp?id=884,Saheli,1965,Kalyanji-Anandji,Indeevar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=13497,Peetaambar,1991,Suraj Kiran,Khalid,"Kumar Sanu, Sadhana Sargam"
http://giitaayan.com/viewisbsong.asp?id=885,Parwaanaa,1971,Madan Mohan,Kaifi Azmi,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=3365,Intezar (Pakistan),1956,Khurshid Anwar,Qateel Shifai,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=886,Kati Patang,1970,R D Burman,Anand Bakshi,Mukesh
http://giitaayan.com/viewisbsong.asp?id=11887,Hum Panchhi Ek Daal Ke,1957,N Dutta,P L Santoshi,"Rafi/ Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=14191,Sheroo,1957,Madan Mohan,Kaif Irfani,Rafi
http://giitaayan.com/viewisbsong.asp?id=11633,Guest House,1959,Chitragupt,Prem Dhawan,Mukesh
http://giitaayan.com/viewisbsong.asp?id=11329,Don,1978,Kalyanji-Anandji,Anjaan,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=13747,Raja Ko Rani Se Pyaar Ho Gaya,2000,Jatin-Lalit,Javed Akhtar,"Srinivas, Anuradha Paudwal"
http://giitaayan.com/viewisbsong.asp?id=14106,Saanjh Aur Savera,1964,Shankar-Jaikishan,Hasrat,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=21167,(Non-film),1979,C K Chauhan,Zafar Gorakhpuri,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=12046,Jaan (Non-Film),2000,Nikhil-Vinay,Faiz Anwar,Sonu Nigam
http://giitaayan.com/viewisbsong.asp?id=13475,Phool Aur Kaante,1991,Nadeem-Shravan,Sameer,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=21154,Dil Chahta Hai,2001,Shankar-Ehsaan-Loy,,"Kavita Subramaniam, Shaan"
http://giitaayan.com/viewisbsong.asp?id=14615,Yeh Dil Aashiqana,2002,Nadeem-Shravan,Sameer,"Kumar Sanu, Anuradha Paudwal, ..."
http://giitaayan.com/viewisbsong.asp?id=21108,Adaa,1951,Madan Mohan,Behzad Lucknavi,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=10026,Awara Paagal Deewana,2002,Annu Malik,Sameer,"Sonu Nigam, Alka Yagnik, Shaan..."
http://giitaayan.com/viewisbsong.asp?id=887,Devdaas,1955,S D Burman,Sahir,Lata
http://giitaayan.com/viewisbsong.asp?id=13093,Main Prem Ki Diwani Hoon,2003,Annu Malik,Dev Kohli,"Chitra, KK, Shaan"
http://giitaayan.com/viewisbsong.asp?id=12850,Mother '98,98,Dilip Sen-Sameer Sen,Sameer,"Kumar Sanu, Anuradha Paudwal"
http://giitaayan.com/viewisbsong.asp?id=888,Barsaat,1949,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=11205,Dak Bangla,1947,Naresh Bhattacharya,D N Madhok,Suraiya
http://giitaayan.com/viewisbsong.asp?id=20640,Neend,1959,Rashid Attre,Qateel Shifai,"Noorjehan, Naseem Begum"
http://giitaayan.com/viewisbsong.asp?id=2364,Dil Se,1998,A R Rahman,Gulzar,"Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=15219,Railway Platform,1955,Madan Mohan,Sahir,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0416,Sansaar,1951,M D Parthsarthi,Pt Indra,Lata
http://giitaayan.com/viewisbsong.asp?id=889,Anpadh,1962,Madan Mohan,Raja Mehdi Ali Khan,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0686,Buddha Mil Gaya,1971,R D Burman,Majrooh,Lata
http://giitaayan.com/viewisbsong.asp?id=890,Jab Pyar Kisi Se Hota Hai,1961,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=12421,Krodh/ Blast of Anger,2000,Anand-Milind,Deepak Choudhary,"Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=20718,Anjali,1957,Jaidev,Nyaya Sharma,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0002,Mahal (Pakistan),1968,Rashid Attre,Tanveer Naqvi,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=891,Saajan,1991,Nadeem-Shravan,Sameer,"Kumar Sanu, Anuradha Paudwal, ..."
http://giitaayan.com/viewisbsong.asp?id=14998,Kaali Ghataa,1951,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=20824,Maa,1952,S K Pal,Bharat Vyas,"Kishore, Manna Dey, Aroon Kuma..."
http://giitaayan.com/viewisbsong.asp?id=10628,Bahu Beti,1965,Ravi,Sahir,Rafi
http://giitaayan.com/viewisbsong.asp?id=2610,Chingaari,1955,Manohar,Sahir,Talat
http://giitaayan.com/viewisbsong.asp?id=12317,Kaante,2002,Anand Raj Anand,Dev Kohli,"Kumar Sanu, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=13627,Pilpili Saaheb,1954,Sardool Kwatra,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=21002,Joshila,1973,R D Burman,Sahir,Lata
http://giitaayan.com/viewisbsong.asp?id=893,Taj Mahal,1963,Roshan,Sahir,Rafi
http://giitaayan.com/viewisbsong.asp?id=14651,Yes Boss,1997,Jatin-Lalit,Javed Akhtar,Abhijit
http://giitaayan.com/viewisbsong.asp?id=11189,Do Aankhen Baarah Haath,1997,Bappi Lahiri,Sunil Jha,"Kumar Sanu, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=15395,At His Very Best (Non-Film),1994,,Ahmed Faraz,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=13715,Raaz,2002,Nadeem-Shravan,Sameer,"Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=14667,Yaara Dildaara,1991,Jatin-Lalit,Majrooh,"Kavita Subramaniam, Nitin Mukesh"
http://giitaayan.com/viewisbsong.asp?id=10087,Ansh,2002,Nadeem-Shravan,Sameer,Sapana Awasthi
http://giitaayan.com/viewisbsong.asp?id=895,Pujaarin,1936,Timir Baran,Pt. Bhushan,Saigal
http://giitaayan.com/viewisbsong.asp?id=12138,Jaisi Karni Waisi Bharni,1989,Rajesh Roshan,Indeevar,"Kavita Subramaniam, Suresh Wad..."
http://giitaayan.com/viewisbsong.asp?id=15396,The Loves Of Runa Laila (Non-Film),1987,O P Nayyar,Noor Dewasi,Runa Laila
http://giitaayan.com/viewisbsong.asp?id=2875,Saathi,1968,Naushad,Majrooh,"Mukesh, Mahendra Kapoor"
http://giitaayan.com/viewisbsong.asp?id=11534,Ghaat,2000,Annu Malik,Sameer,"KayKay, Shaan, Annu Malik, Rahul"
http://giitaayan.com/viewisbsong.asp?id=rmim0659,Dahej,1950,Vasant Desai,Shams Lakhnavi,Jayshree
http://giitaayan.com/viewisbsong.asp?id=20630,Sambandh,1969,O P Nayyar,Pradeep,"Mahendra Kapoor, Hemant Kumar"
http://giitaayan.com/viewisbsong.asp?id=12266,Jhankaar Beats,2003,Vishal-Shekhar,Vishal Dadlani,"KK, Vishal Dadlani"
http://giitaayan.com/viewisbsong.asp?id=13994,Sangeet,1992,Anand-Milind,Santosh Anand,"Suresh Wadkar, Anuradha Paudwal"
http://giitaayan.com/viewisbsong.asp?id=13027,Mere Huzoor,1968,Shankar-Jaikishan,Hasrat,Rafi
http://giitaayan.com/viewisbsong.asp?id=13905,Sarfarosh/ A Reason To Live,2000,Jatin-Lalit,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12107,Jaan Ki Qasam,1991,Nadeem-Shravan,Sameer,"Kumar Sanu, Anuradha"
http://giitaayan.com/viewisbsong.asp?id=rmim0196,Panna,1944,Amir Ali,Wali Sahab,Rajkumari
http://giitaayan.com/viewisbsong.asp?id=rmim0187,Mumtaz Mahal/ Mumtaz,1944,Khemchand Prakash,Wali Sahab,Khursheed
http://giitaayan.com/viewisbsong.asp?id=rmim0446,Mohabbat Isko Kahete Hain,1965,Khayyam,Majrooh,Suman Kalyanpur
http://giitaayan.com/viewisbsong.asp?id=896,Woh Kaun Thi,1964,Madan Mohan,Raja Mehdi Ali Khan,Lata
http://giitaayan.com/viewisbsong.asp?id=14370,Tum Se Achcha Kaun Hain,2002,Nadeem-Shravan,Sameer,"Sonu Nigam, Tauseef Akhtar"
http://giitaayan.com/viewisbsong.asp?id=897,Dil-e-Naadaan,1953,Ghulam Mohammad,Shakeel,Talat
http://giitaayan.com/viewisbsong.asp?id=rmim0736,Jiyo Aur Jeene Do,1969,Jaidev,Naqsh Lyallpuri,Usha Mangeshkar
http://giitaayan.com/viewisbsong.asp?id=12299,Kabhi Na Kabhi,1997,A R Rahman,Javed Akhtar,"S P Balasubrahmanyam, Anuradha..."
http://giitaayan.com/viewisbsong.asp?id=10585,Batwaaraa,1989,Laxmikant-Pyarelal,Hasan Kamaal,"Kavita Subramaniam, Anuradha P..."
http://giitaayan.com/viewisbsong.asp?id=898,Chhupaa Rustom,1973,S D Burman,Vijay Anand,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=3110,Aah,1953,Shankar-Jaikishan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=12177,Junoon,1992,Nadeem-Shravan,Sameer,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=rmim0732,Ek Thi Reeta,1971,Jaidev,Prem Jalandhari,"Asha, Rafi"
http://giitaayan.com/viewisbsong.asp?id=12395,Kasoor,2000,Nadeem-Shravan,Sameer,"Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12504,Millionaire/ Karorpati,1936,Rai Chand Boral,Kedar Sharma,"Saigal, Pahadi Sanyal"
