Song,Film,Year,Music Director,Lyricist,Singers
http://giitaayan.com/viewisbsong.asp?id=12178,Junoon,1992,Nadeem-Shravan,Sameer,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=21273,Junoon,1992,Nadeem-Shravan,Santosh Anand,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=11103,Dulha Dulhan,1964,Kalyanji-Anandji,Indeevar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=2112,Tapasyaa,1975,Ravindra Jain,M G Hashmat,Kishore
http://giitaayan.com/viewisbsong.asp?id=12149,Jeenaa Marnaa Tere Sang,1992,Dilip Sen-Sameer Sen,Sameer,"Anuradha Paudwal, Vipin"
http://giitaayan.com/viewisbsong.asp?id=15169,Baarish,1957,C Ramchandra,Rajinder Krishan,"Asha, Chitalkar"
http://giitaayan.com/viewisbsong.asp?id=13655,Paisa Vasool,2003,Bapi-Tutul,Sandeep Nath,Vasundhara Das
http://giitaayan.com/viewisbsong.asp?id=12483,Kathputali,1971,Kalyanji-Anandji,Verma Malik,Kishore
http://giitaayan.com/viewisbsong.asp?id=10438,Adaa,1951,Madan Mohan,Prem Dhawan,"Kishore, Shamshad"
http://giitaayan.com/viewisbsong.asp?id=900,Silsila,1981,Shiv-Hari,Meerabai,Lata
http://giitaayan.com/viewisbsong.asp?id=901,Safar,1970,Kalyanji-Anandji,Indeevar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=21168,(Non-film),1986,Raghunath Seth,Shameem Abbas,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=902,Inteqam,1969,Laxmikant-Pyarelal,Rajinder Krishan,Rafi
http://giitaayan.com/viewisbsong.asp?id=903,Taj Mahal,1963,Roshan,Sahir,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=14170,Shabaab,1954,Naushad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=14870,Kangan,1939,Saraswati Devi,Pt Narottam Vyas,Leela Chitnis
http://giitaayan.com/viewisbsong.asp?id=10492,Badhaai Ho Badhaai,2002,Annu Malik,Javed Akhtar,"Priti Pinki, Kunal, Chorus"
http://giitaayan.com/viewisbsong.asp?id=904,Bandini,1963,S D Burman,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=905,Nadiyaa Ke Paar,1982,Ravindra Jain,Ravindra Jain,"Hemlata, Jaspal Singh, Chandra..."
http://giitaayan.com/viewisbsong.asp?id=12528,Kaamchor,1982,Rajesh Roshan,Indeevar,Kishore
http://giitaayan.com/viewisbsong.asp?id=12721,Lakhon Me Ek,1971,R D Burman,Anand Bakshi,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=906,Shaheed,1965,Prem Dhawan,Prem Dhawan,Lata
http://giitaayan.com/viewisbsong.asp?id=14356,The Legend Of Bhagat Singh,2002,A R Rahman,Sameer,"Alka Yagnik, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=rmim0019,Garam Coat/ The Clerk And The Coat,1955,Amarnath,Meerabai,Lata
http://giitaayan.com/viewisbsong.asp?id=20775,Aan (Pakistan),1973,A Hameed,Saifuddin Saif,"Noorjehan, Khursheed"
http://giitaayan.com/viewisbsong.asp?id=10007,23rd March 1931 Shaheed,23,Anand Raj Anand,Dev Kohli,"Alka Yagnik, Chorus"
http://giitaayan.com/viewisbsong.asp?id=2365,Around The World,1967,Shankar-Jaikishan,Shailendra,Mukesh
http://giitaayan.com/viewisbsong.asp?id=14824,Bharat Milap,1942,Shankar Rao Vyas,Pt Anuj,
http://giitaayan.com/viewisbsong.asp?id=rmim0017,Garam Coat/ The Clerk And The Coat,1955,Amarnath,Majrooh,Lata
http://giitaayan.com/viewisbsong.asp?id=14349,Takshak,1999,A R Rahman,Mehboob,"Alisha Chinai, Shankar Mahadev..."
http://giitaayan.com/viewisbsong.asp?id=907,Hum,1991,Laxmikant-Pyarelal,Anand Bakshi,Amitabh
http://giitaayan.com/viewisbsong.asp?id=12858,Mr. & Mrs. Khilaadi,1997,Annu Malik,Dev Kohli,"Kumar Sanu, Sadhana Sargam"
http://giitaayan.com/viewisbsong.asp?id=11100,Dulha Dulhan,1964,Kalyanji-Anandji,Harun,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=12930,Mother India,1957,Naushad,Shakeel,Manna Dey
http://giitaayan.com/viewisbsong.asp?id=908,Taj Mahal,1963,Roshan,Sahir,"Lata, Kamal Barot, Ira Nagrath..."
http://giitaayan.com/viewisbsong.asp?id=909,Umrao Jaan,1981,Khayyam,Shahryar,Asha
http://giitaayan.com/viewisbsong.asp?id=2113,Dhoop Chhaaon,1977,Shankar-Jaikishan,Virendra Mishra,Rafi
http://giitaayan.com/viewisbsong.asp?id=910,Dil Ek Mandir,1963,Shankar-Jaikishan,Shailendra,Suman Kalyanpur
http://giitaayan.com/viewisbsong.asp?id=911,Hum Aapke Hain Kaun,1994,Ram Laxman,Ravinder Rawal,"Lata, S P Balasubramaniam"
http://giitaayan.com/viewisbsong.asp?id=912,Lekin,1990,Hridaynath Mangeshkar,Gulzar,"Asha, Satyasheel Deshpande"
http://giitaayan.com/viewisbsong.asp?id=rmim0806,Dil Padosi Hai (Non-Film),1987,R D Burman,Gulzar,Asha
http://giitaayan.com/viewisbsong.asp?id=913,Sant Gyaneshwar,1964,Laxmikant-Pyarelal,Bharat Vyas,Lata / Mukesh
http://giitaayan.com/viewisbsong.asp?id=914,Bhabhi Ki Chudiyan,1961,Sudhir Phadke,Pt. Narendra Sharma,Lata
http://giitaayan.com/viewisbsong.asp?id=12914,Mere Sajnaa Saath Nibhaanaa,1992,Anand-Milind,Sameer,"Sadhana Sargam, Udit Narayan, ..."
http://giitaayan.com/viewisbsong.asp?id=2877,Har Har Mahadev,1950,Avinash Vyas,Ramesh Shastri,Geeta
http://giitaayan.com/viewisbsong.asp?id=915,Rajni Gandhaa,1974,Salil Chowdhury,Yogesh,Mukesh
http://giitaayan.com/viewisbsong.asp?id=rmim0734,Dulhan Ek Raat Ki,1966,Madan Mohan,Raja Mehdi Ali Khan,Lata
http://giitaayan.com/viewisbsong.asp?id=916,Milaap,1972,Brij Bhushan,Naqsh Lyallpuri,Mukesh
http://giitaayan.com/viewisbsong.asp?id=2611,Hum Paanch,1980,Laxmikant-Pyarelal,Anand Bakshi,"Lata, Amit Kumar"
http://giitaayan.com/viewisbsong.asp?id=917,Swami,1977,Rajesh Roshan,Amit Khanna,Yesudas
http://giitaayan.com/viewisbsong.asp?id=918,Hare Rama Hare Krishna,1971,R D Burman,Anand Bakshi,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=rmim0628,Joshila,1973,R D Burman,Sahir,Asha
http://giitaayan.com/viewisbsong.asp?id=2115,Basant,1942,Anil Biswas,P L Santoshi,"Parul Ghosh, Arun Kumar"
http://giitaayan.com/viewisbsong.asp?id=10151,Aazmaaish,1995,Anand-Milind,Anand Bakshi,"Alka Yagnik, Sonu Nigam"
http://giitaayan.com/viewisbsong.asp?id=12993,Matlabi Duniya,1961,Jayanti Joshi,Ramesh Gupta,Mukesh
http://giitaayan.com/viewisbsong.asp?id=13021,Mera Qusoor Kya Hai,1964,Chitragupt,Rajinder Krishan,Rafi
http://giitaayan.com/viewisbsong.asp?id=3113,Keemat,1946,Naushad,Majrooh,Amirbai
http://giitaayan.com/viewisbsong.asp?id=919,Guide,1965,S D Burman,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=15397,Saadgee (Non-Film),1997,Rafique Husain,Sultanat Qaisar,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=15398,Mahtab (Non-Film),1992,Ghulam Ali,Mohsin Naqvi,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=15225,Dharmaputra,1961,N Dutta,Sahir,"Mahendra Kapoor, Balbir, Chorus"
http://giitaayan.com/viewisbsong.asp?id=2366,Paalay Khan,1986,R D Burman,Anand Bakshi,Asha
http://giitaayan.com/viewisbsong.asp?id=15154,Wafa,1950,Vinod,Aziz Kashmiri,Lata
http://giitaayan.com/viewisbsong.asp?id=11375,Do Dil,1947,Govind Ram,D N Madhok,"Suraiya, Mukesh"
http://giitaayan.com/viewisbsong.asp?id=14784,Zaban,1943,C Ramchandra,D N Madhok,Kaushalya
http://giitaayan.com/viewisbsong.asp?id=rmim0762,Nargis,1993,Basu Chakravarty,Majrooh,"Lata, Chorus"
http://giitaayan.com/viewisbsong.asp?id=11666,Gramophone Singer,1938,Anil Biswas,Zia Sarhadi,Surendra Nath
http://giitaayan.com/viewisbsong.asp?id=2878,Tansen,1943,Khemchand Prakash,Pt. Indra,Saigal
http://giitaayan.com/viewisbsong.asp?id=10694,Bharosa,1963,Ravi,Rajinder Krishan,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=13237,Naghmaa,1953,Nashad,Nakshab,Shamshad
http://giitaayan.com/viewisbsong.asp?id=10465,Anokhi Ada,1948,Naushad,Shakeel,Uma Devi
http://giitaayan.com/viewisbsong.asp?id=14971,Bhakta Ramadasu (Telugu-Film),1960,,,"Rafi, Chorus"
http://giitaayan.com/viewisbsong.asp?id=10468,Aurat/ Woman,1940,Anil Biswas,Dr Safdar 'aah',"Anil Biswas, Chorus"
http://giitaayan.com/viewisbsong.asp?id=923,Umrao Jaan,1981,Khayyam,Amir Khusro,Jagjit Kaur
http://giitaayan.com/viewisbsong.asp?id=11830,Hari Bhari/ Fertility,1999,Vanraj Bhatia,Maya Govind,
http://giitaayan.com/viewisbsong.asp?id=14881,Pukaar,1939,Mir Sahab,Kamal Amrohi,"Sardar Akhtar, Chorus"
http://giitaayan.com/viewisbsong.asp?id=rmim0597,Din Raat,1945,Dada Chandekar,Santokh Nadeem,"Snehprabha Pradhan, Paresh Ban..."
http://giitaayan.com/viewisbsong.asp?id=921,Lagan,1941,R C Boral,Arzoo Lucknowi,Saigal
http://giitaayan.com/viewisbsong.asp?id=2117,Aradhana,1969,S D Burman,Anand Bakshi,S D Burman
http://giitaayan.com/viewisbsong.asp?id=2368,Aag,1948,Ram Ganguli,Behzad Lucknowi,Shamshad
http://giitaayan.com/viewisbsong.asp?id=2367,Aalaap,1977,Jaidev,Dr. Rahi Masoom Reza,Lata
http://giitaayan.com/viewisbsong.asp?id=12276,Jogan,1950,Bulo C Rani,Buta Ram,Shamshad
http://giitaayan.com/viewisbsong.asp?id=922,Chitralekha,1964,Roshan,Sahir,"Asha, Usha"
http://giitaayan.com/viewisbsong.asp?id=11253,Devar,1966,Roshan,Anand Bakshi,Rafi
http://giitaayan.com/viewisbsong.asp?id=3114,Chanda aur Bijli,1969,Shankar-Jaikishan,Neeraj,Manna Dey
http://giitaayan.com/viewisbsong.asp?id=12912,Meraa Haque,1986,Annu Malik,Indeevar,"Kishore, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=10190,Aayi Milan Ki Raat,1991,Anand-Milind,Sameer,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=14695,Ziddi,1997,Dilip Sen-Sameer Sen,Sameer,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=12863,Maasoom,1996,Anand Raj Anand,Anand Raj Anand,Udit Narayan
http://giitaayan.com/viewisbsong.asp?id=13337,Natak,1947,Naushad,Shakeel,"Suraiya, Chorus"
http://giitaayan.com/viewisbsong.asp?id=3371,Kali Ghata,1979,Laxmikant-Pyarelal,Anand Bakshi,Rafi/ Lata
http://giitaayan.com/viewisbsong.asp?id=924,Sujaataa,1959,S D Burman,Majrooh,Asha
http://giitaayan.com/viewisbsong.asp?id=10931,Chand Sitare,1948,Premnath,Ishwar Chandra Kapoor,Mukesh
http://giitaayan.com/viewisbsong.asp?id=rmim0221,Shakti,1948,"Ram Prasad, Azam Baig",Asad Jafri,Suraiya
http://giitaayan.com/viewisbsong.asp?id=2879,Saiyaan,1951,Sajjad Hussain,D N Madhok,Lata
http://giitaayan.com/viewisbsong.asp?id=2369,Mann/ Listen To Your Heart,1999,Sanjeev-Darshan,Sameer,"Udit Narayan, Kavita Krishnamu..."
http://giitaayan.com/viewisbsong.asp?id=11316,Do Chor,1972,R D Burman,Majrooh,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=12004,I - Proud To Be An Indian,2003,K C Loy,K C Loy,Srinivasan
http://giitaayan.com/viewisbsong.asp?id=10571,Bahaar Aane Tak,1990,Rajesh Roshan,Indeevar,"Anuradha Paudwal, Mohammed Aziz"
http://giitaayan.com/viewisbsong.asp?id=rmim0508,Ghungroo,1952,C Ramchandra,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=11188,Din Dahaade,1990,Jeetu-Tapan,Hasrat,"Kumar Sanu, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12284,Jeet,1949,Shyam Babu Pathak,Prem Dhawan,"Suraiya, Male Voice, Chorus"
http://giitaayan.com/viewisbsong.asp?id=20934,L.O.C. Kargil,2003,Anu Malik,Javed Akhtar,Sonu Nigam
http://giitaayan.com/viewisbsong.asp?id=rmim0291,Amar,1954,Naushad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=21202,Haarjeet,1954,S D Batish,Saraswati Kumar Deepak,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=15400,Dillagee (Non-Film),1993,Rafique Husain,Farhat Shahzad,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=11385,Daasi,1944,Pt Amarnath,D N Madhok,S D Batish
http://giitaayan.com/viewisbsong.asp?id=3111,Libaas,1991,R D Burman,Gulzar,
http://giitaayan.com/viewisbsong.asp?id=13250,Naag Mandir,1966,Laxmikant-Pyarelal,Shiv Kumar Saroj,Rafi
http://giitaayan.com/viewisbsong.asp?id=925,Sawan Bhadon,1970,Sonik-Omi,Varma Malik,Rafi
http://giitaayan.com/viewisbsong.asp?id=rmim0153,Naastik,1954,C Ramchandra,Pradeep,"Lata, Chorus"
http://giitaayan.com/viewisbsong.asp?id=926,Sangat,1975,Salil Chowdhury,Jaan Nisar Akhtar,"Lata, Manna Dey"
http://giitaayan.com/viewisbsong.asp?id=20945,Shagird,1967,Laxmikant-Pyarelal,Majrooh,Lata
http://giitaayan.com/viewisbsong.asp?id=15153,An Unforgettable Treat (Non-Film),1971,Jaidev,Faani Badayuni,Asha
http://giitaayan.com/viewisbsong.asp?id=14197,Shikast,1953,Shankar-Jaikishan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=927,Mera Naam Joker,1970,Shankar-Jaikishan,Shailendra,Asha
http://giitaayan.com/viewisbsong.asp?id=rmim0745,Aadmi,1968,Naushad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=20612,Jalpari,1952,Pt Gobind Ram,Bharat Vyas,Lata
http://giitaayan.com/viewisbsong.asp?id=928,Navrang,1959,C Ramchandra,Bharat Vyas,"Chitalkar, Asha"
http://giitaayan.com/viewisbsong.asp?id=15223,Dhool Ka Phool,1959,N Dutta,Sahir,Sudha Malhotra
http://giitaayan.com/viewisbsong.asp?id=11771,Haule Haule (Non-Film),2000,Karthik Raja,Ila Arun,Ila Arun
http://giitaayan.com/viewisbsong.asp?id=12921,Mr. India,1987,Laxmikant-Pyarelal,Javed Akhtar,"Kishore, Alisha Chinai"
http://giitaayan.com/viewisbsong.asp?id=15401,Yaadgar Ghazlen (Non-Film),1990,,Daag,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=11756,Hum Dil De Chuke Sanam,1999,Ismail Darbar,Mehboob,"Shankar Mahadevan, Dominic Bor..."
http://giitaayan.com/viewisbsong.asp?id=3115,Madmast,1953,V Balsara,Madhuraj,Lata
http://giitaayan.com/viewisbsong.asp?id=11130,Duplicate,1998,Annu Malik,Javed Akhtar,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=11394,Doctor,1941,Pankaj Mullick,,Pankaj Mullick
http://giitaayan.com/viewisbsong.asp?id=20635,Hamjoli,1946,Hafiz Khan,Anjum Pilibhiti,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=11032,Dil Ne Phir Yaad Kiya,2001,Aadesh Srivastava,Sameer,"Udit Narayan, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12642,Khubsoorat,1952,Madan Mohan,Shams Azimabadi,Suraiya
http://giitaayan.com/viewisbsong.asp?id=10463,Anjuman,1986,Khayyam,Faiz,"Khaiyyam, Jagjit Kaur"
http://giitaayan.com/viewisbsong.asp?id=12710,Laawaris,1981,Kalyanji-Anandji,,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=3372,Madhur Milan,1955,Bulo C Rani,S H Bihari,"Talat, Rafi"
http://giitaayan.com/viewisbsong.asp?id=rmim0264,Chaand,1959,Hemant Kumar,Shailendra,"Lata, Suman"
http://giitaayan.com/viewisbsong.asp?id=2613,Aar Paar,1954,O P Nayyar,Majrooh,Shamshad
http://giitaayan.com/viewisbsong.asp?id=929,Dulhan Ek Raat Ki,1966,Madan Mohan,Iqbal,"Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=21052,Kabhi Alvida Na Kahna,2006,Shankar-Ehsaan-Loy,Javed Akhtar,"Sonu Nigam, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=11695,Hum Tumhare Hain Sanam,2002,Bali Bramhabhat,Kartik Awasthi,"Sonu Nigam, Chorus/ Sonu Nigam..."
http://giitaayan.com/viewisbsong.asp?id=2370,Jahan Tum Le Chalo,1998,Vishal,Gulzar,Hariharan
http://giitaayan.com/viewisbsong.asp?id=930,Anokhi Ada,1948,Naushad,Shakeel,Mukesh
http://giitaayan.com/viewisbsong.asp?id=11160,Dushmani,1996,Anand-Milind,Sameer,"S P Balasubramaniam, Kavita Su..."
http://giitaayan.com/viewisbsong.asp?id=940,Waaris,1954,Anil Biswas,Qamar Jalalabadi,Talat
http://giitaayan.com/viewisbsong.asp?id=12205,Janam Janam Ke Fere/ Sati Annapoorna,1957,S N Tripathi,Bharat Vyas,"Rafi, Lata, Manna Day"
http://giitaayan.com/viewisbsong.asp?id=13201,Naseeb,1998,Nadeem-Shravan,Sameer,
http://giitaayan.com/viewisbsong.asp?id=10447,Aazaad,1955,C Ramchandra,Rajinder Krishan,"Lata, Male Voice"
http://giitaayan.com/viewisbsong.asp?id=931,Waris,1969,R D Burman,Rajinder Krishan,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=932,Kabhi Kabhi,1976,Khayyam,Sahir,Amitabh
http://giitaayan.com/viewisbsong.asp?id=933,Kabhi Kabhi,1976,Khayyam,Sahir,"Mukesh / Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=934,Ratnadeep,1979,R D Burman,Gulzar,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=936,Hum Dono,1961,Jaidev,Sahir,Rafi
http://giitaayan.com/viewisbsong.asp?id=12290,Kabhi Khushi Kabhi Gham,2002,Jatin-Lalit,Sameer,Lata/ Sonu Nigam
http://giitaayan.com/viewisbsong.asp?id=12860,Mrityudaataa,1997,Anand-Milind,Sameer,Abhijit
http://giitaayan.com/viewisbsong.asp?id=937,Aahistaa Aahistaa,1981,Khayyam,Nida Fazli,Asha / Bhupinder
http://giitaayan.com/viewisbsong.asp?id=15405,Passions (Non-Film),1993,Ghulam Ali,Hasan Rizvi,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=rmim0102,Rang Birangi,1983,R D Burman,Yogesh,"Anuradha Paudwal, Aarti Mukher..."
http://giitaayan.com/viewisbsong.asp?id=20854,Saaya,2003,Anu Malik,Sayeed Quadri,Kay Kay
http://giitaayan.com/viewisbsong.asp?id=13481,Panaah,1992,Nadeem-Shravan,Visheshwar Sharma,"Kumar Sanu, Sadhana Sargam, Ud..."
http://giitaayan.com/viewisbsong.asp?id=13053,Moti Mahal,1952,Hansraj Behl,Prem Dhawan,Suraiya
http://giitaayan.com/viewisbsong.asp?id=2614,Sharabi,1964,Madan Mohan,Rajinder Krishan,Rafi
http://giitaayan.com/viewisbsong.asp?id=13679,Ghalib (Pakistan),1962,Tasadduq Husain,Mirza Ghalib,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=15131,(Non-Film),1956,Taj Ahmed Khan/ Ghulam Ali,Ghalib,Talat / Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=15099,Yuva,2004,A R Rahman,Mehboob,"Madhushree, A R Rahman"
http://giitaayan.com/viewisbsong.asp?id=3116,Pyar Ki Jeet,1948,Husnlal-Bhagatram,Rajinder Krishan,"Suraiya, Surinder Kaur,Meena K..."
http://giitaayan.com/viewisbsong.asp?id=12190,Jab Jab Phool Khile,1965,Kalyanji-Anandji,Anand Bakshi,Rafi
http://giitaayan.com/viewisbsong.asp?id=938,Harjaee,1981,R D Burman,Vitthalbhai Patel/Nida Fazli(?),Kishore
http://giitaayan.com/viewisbsong.asp?id=10228,Aamne Saamne,1967,Kalyanji-Anandji,Anand Bakshi,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=10936,Chaudhvin Kaa Chaand,1960,Ravi,Shakeel,Asha
http://giitaayan.com/viewisbsong.asp?id=20606,Rahgir,1968,Hemant,Gulzar,Hemant
http://giitaayan.com/viewisbsong.asp?id=13904,Sur,2002,M M Kreem,Nida Fazli,Mahalaxmi
http://giitaayan.com/viewisbsong.asp?id=13411,Pyaar Kiya Nahin Jaata,2002,Anand Raj Anand,Anand Raj Anand,"Sonu Nigam, Sonali Bajpayee"
http://giitaayan.com/viewisbsong.asp?id=939,Hamari Yaad Aayegi,1961,Snehal Bhatkar,Kedar Sharma,Mubarak Begum
http://giitaayan.com/viewisbsong.asp?id=21276,Meenaar,1954,C Ramchandra,Rajinder Krishan,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=15406,Mahtab (Non-Film),1992,Ghulam Ali,Habib Jalib,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=2371,Aarti,1962,Roshan,Majrooh,Lata
http://giitaayan.com/viewisbsong.asp?id=12379,Kabhi To Nazar Milao (Non-Film),2001,Adnan Sami,Riyaaz-ur-rahmaan Saagar,"Adnan Sami, Asha"
http://giitaayan.com/viewisbsong.asp?id=14410,Tum To Thahre Pardesi (Non-Film),1998,Mohammed Shafi Niyazi,Zaheer Alam,Altaf Raja
http://giitaayan.com/viewisbsong.asp?id=rmim0490,Ghunghat (Pakistan),1962,Khurshid Anwar,Tanveer Naqvi,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=12259,Jwaalaamukhi,1980,Kalyanji-Anandji,Anjaan,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=12260,Johny I Love You,1982,Rajesh Roshan,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=12586,Kaajal,1965,Ravi,Sahir,"Asha, Rafi"
http://giitaayan.com/viewisbsong.asp?id=2372,Maine Pyaar Kiyaa,1989,Ram Laxman,Asad Bhopali,"Lata, S P Balasubramaniam"
http://giitaayan.com/viewisbsong.asp?id=12589,Kachche Dhaage,1973,Laxmikant-Pyarelal,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=13919,Sunset Point (Non-Film),2001,Vishal,Gulzar,"Chitra, Gulzar"
http://giitaayan.com/viewisbsong.asp?id=2615,Chaar Dil Chaar Raahen,1959,Anil Biswas,Sahir,"Meena Kapoor, chorus"
http://giitaayan.com/viewisbsong.asp?id=10596,Bhakta Surdas,1942,Gyan Dutt,D N Madhok,Saigal
http://giitaayan.com/viewisbsong.asp?id=13162,(Non-Film),1998,Kamini Khanna,Kamini Khanna,Govinda
http://giitaayan.com/viewisbsong.asp?id=14588,Waah Tera Kya Kehna,2002,Jatin-Lalit,Sameer,"Abhijit, Chorus"
http://giitaayan.com/viewisbsong.asp?id=13227,Nazraanaa,1987,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Mohammed Aziz"
http://giitaayan.com/viewisbsong.asp?id=15407,The Loves Of Runa Laila (Non-Film),1987,O P Nayyar,Noor Dewasi,Runa Laila
http://giitaayan.com/viewisbsong.asp?id=10357,April Fool,1964,Shankar-Jaikishan,Hasrat,"Rafi, Suman"
http://giitaayan.com/viewisbsong.asp?id=12791,Mujhse Dosti Karoge,2002,Rahul Sharma,Anand Bakshi,"Asha, Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=3117,Maan,1954,Anil Biswas,Kaif Bhopali,Lata
http://giitaayan.com/viewisbsong.asp?id=14422,Tezaab,1988,Laxmikant-Pyarelal,Javed Akhtar,"Anuradha Paudwal, Amit Kumar"
http://giitaayan.com/viewisbsong.asp?id=941,Goonj Uthi Shehnaai,1959,Vasant Desai,Bharat Vyas,Rafi
http://giitaayan.com/viewisbsong.asp?id=11241,Deewaar,1975,R D Burman,Sahir,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=14385,Teraa Jaadu Chal Gayaa,2000,Ismail Darbar,Sameer,"Vinod Rathod, Farida, Nitin Sh..."
http://giitaayan.com/viewisbsong.asp?id=14302,Safar,1946,C Ramchandra,G S Nepali,Rafi
http://giitaayan.com/viewisbsong.asp?id=942,Jalti Nishaani,1957,Anil Biswas,Qamar Jalalabadi,Hemant
http://giitaayan.com/viewisbsong.asp?id=943,Laal Pari,1954,Hansraj Behl,Asad Bhopali,"Geeta, Talat"
http://giitaayan.com/viewisbsong.asp?id=11074,Dehak/ A Burning Passion,1998,Anand-Milind,Majrooh,"Udit Narayan, Sadhana Sargam"
http://giitaayan.com/viewisbsong.asp?id=15408,Anjuman (Non-Film),1990,,Amjad Islam Amjad,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=2121,Jhuk Gaya Aasmaan,1968,Shankar-Jaikishan,Hasrat,Rafi
http://giitaayan.com/viewisbsong.asp?id=21409,Dev D,2009,Amit Trivedi,Amitabh Bhattacharya,Amit Trivedi
http://giitaayan.com/viewisbsong.asp?id=3118,Anjaan,1956,Hemant Kumar,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=13609,Pyar Ki Pyas,1961,Vasant Desai,Bharat Vyas,"Lata, Talat"
http://giitaayan.com/viewisbsong.asp?id=12423,Krodh/ Blast of Anger,2000,Anand-Milind,Deepak Choudhary,"Roop Kumar Rathod, Sadhana Sar..."
http://giitaayan.com/viewisbsong.asp?id=12540,Kanhaiyaa,1959,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=2880,Naubahaar,1952,Roshan,Nakshab,Lata
http://giitaayan.com/viewisbsong.asp?id=13540,Paighaam,1959,C Ramchandra,Pradeep,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=15066,Sangdil,1952,Sajjad Hussain,Rajinder Krishan,Talat
http://giitaayan.com/viewisbsong.asp?id=944,Malhaar,1951,Roshan,Kaif Irfani,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=14164,Seema,1955,Shankar-Jaikishan,Shailendra,Rafi
http://giitaayan.com/viewisbsong.asp?id=12743,Love Marriage,1959,Shankar-Jaikishan,Shailendra,Rafi
http://giitaayan.com/viewisbsong.asp?id=3375,Nayaa Zamaanaa,1957,Kanu Ghosh,Prem Dhawan,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0273,Ghar Ghar Mein Diwaali,1955,Roshan,Prem Dhawan,Lata
http://giitaayan.com/viewisbsong.asp?id=945,Durgeshnandini,1956,Hemant Kumar,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=21151,Diwaali Ki Raat,1956,Snehal Bhatkar,Madhukar Rajasthani,Talat Mahmood
http://giitaayan.com/viewisbsong.asp?id=946,Chashm-e-Baddoor,1981,Rajkamal,Indu Jain,"Yesudas, Haimanti Sukla"
http://giitaayan.com/viewisbsong.asp?id=14103,Shart,1954,Hemant Kumar,S H Bihari,Lata
